Study_ID,Pair,Site,Sampling_Date,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Climate,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes,Area_watershed_km,DOC_mg_C_L,NO3_mg_N_L,DOC_uM_C,NO3_uM_N,Days_Between_Samples,Large_Gap_Flag,DOC_Interp,NO3_Interp,year,month,day
Burd et al 2018,Site_1,Notawohka Creek,2016-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,26.85185184866667,NA,2016,7,28
Burd et al 2018,Site_1,Notawohka Creek,2016-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,26.693121689333335,NA,2016,7,29
Burd et al 2018,Site_1,Notawohka Creek,2016-07-30,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.133333,-120.283333,321,km,Dfc,Burn,3,Individual,26.53439153,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,321,26.53439153,NA,2209.3581620708514,NA,15,FALSE,26.53439153,NA,2016,7,30
Burd et al 2018,Site_1,Notawohka Creek,2016-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,26.69146825,NA,2016,7,31
Burd et al 2018,Site_1,Notawohka Creek,2016-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,26.84854497,NA,2016,8,1
Burd et al 2018,Site_1,Notawohka Creek,2016-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27.00562169,NA,2016,8,2
Burd et al 2018,Site_1,Notawohka Creek,2016-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27.16269841,NA,2016,8,3
Burd et al 2018,Site_1,Notawohka Creek,2016-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27.31977513,NA,2016,8,4
Burd et al 2018,Site_1,Notawohka Creek,2016-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27.476851850000003,NA,2016,8,5
Burd et al 2018,Site_1,Notawohka Creek,2016-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27.633928570000002,NA,2016,8,6
Burd et al 2018,Site_1,Notawohka Creek,2016-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27.79100529,NA,2016,8,7
Burd et al 2018,Site_1,Notawohka Creek,2016-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27.94808201,NA,2016,8,8
Burd et al 2018,Site_1,Notawohka Creek,2016-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.10515873,NA,2016,8,9
Burd et al 2018,Site_1,Notawohka Creek,2016-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.262235450000002,NA,2016,8,10
Burd et al 2018,Site_1,Notawohka Creek,2016-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.41931217,NA,2016,8,11
Burd et al 2018,Site_1,Notawohka Creek,2016-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.57638889,NA,2016,8,12
Burd et al 2018,Site_1,Notawohka Creek,2016-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.733465610000003,NA,2016,8,13
Burd et al 2018,Site_1,Notawohka Creek,2016-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.890542330000002,NA,2016,8,14
Burd et al 2018,Site_1,Notawohka Creek,2016-08-15,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.133333,-120.283333,321,km,Dfc,Burn,3,Individual,29.04761905,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,321,29.04761905,NA,2418.619404341105,NA,16,FALSE,29.04761905,NA,2016,8,15
Burd et al 2018,Site_1,Notawohka Creek,2016-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.153439155333334,NA,2016,8,16
Burd et al 2018,Site_1,Notawohka Creek,2016-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.259259260666667,NA,2016,8,17
Burd et al 2018,Site_1,Notawohka Creek,2016-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.365079366,NA,2016,8,18
Burd et al 2018,Site_1,Notawohka Creek,2016-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.470899471333336,NA,2016,8,19
Burd et al 2018,Site_1,Notawohka Creek,2016-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.57671957666667,NA,2016,8,20
Burd et al 2018,Site_1,Notawohka Creek,2016-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.682539682,NA,2016,8,21
Burd et al 2018,Site_1,Notawohka Creek,2016-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.788359787333334,NA,2016,8,22
Burd et al 2018,Site_1,Notawohka Creek,2016-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.894179892666667,NA,2016,8,23
Burd et al 2018,Site_1,Notawohka Creek,2016-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.999999998,NA,2016,8,24
Burd et al 2018,Site_1,Notawohka Creek,2016-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30.105820103333333,NA,2016,8,25
Burd et al 2018,Site_1,Notawohka Creek,2016-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30.211640208666665,NA,2016,8,26
Burd et al 2018,Site_1,Notawohka Creek,2016-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30.317460314,NA,2016,8,27
Burd et al 2018,Site_1,Notawohka Creek,2016-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30.423280419333334,NA,2016,8,28
Burd et al 2018,Site_1,Notawohka Creek,2016-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30.529100524666667,NA,2016,8,29
Burd et al 2018,Site_1,Notawohka Creek,2016-08-30,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.133333,-120.283333,321,km,Dfc,Burn,3,Individual,30.63492063,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,321,30.63492063,NA,2550.7843984950505,NA,15,FALSE,30.63492063,NA,2016,8,30
Burd et al 2018,Site_1,Notawohka Creek,2016-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30.317460312999998,NA,2016,8,31
Burd et al 2018,Site_1,Notawohka Creek,2016-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.999999996,NA,2016,9,1
Burd et al 2018,Site_1,Notawohka Creek,2016-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.682539679,NA,2016,9,2
Burd et al 2018,Site_1,Notawohka Creek,2016-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.365079362,NA,2016,9,3
Burd et al 2018,Site_1,Notawohka Creek,2016-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29.047619044999998,NA,2016,9,4
Burd et al 2018,Site_1,Notawohka Creek,2016-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.730158728,NA,2016,9,5
Burd et al 2018,Site_1,Notawohka Creek,2016-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.412698411,NA,2016,9,6
Burd et al 2018,Site_1,Notawohka Creek,2016-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28.095238094,NA,2016,9,7
Burd et al 2018,Site_1,Notawohka Creek,2016-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27.777777776999997,NA,2016,9,8
Burd et al 2018,Site_1,Notawohka Creek,2016-09-09,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.133333,-120.283333,321,km,Dfc,Burn,3,Individual,27.46031746,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,321,27.46031746,NA,2286.4544093545196,NA,10,FALSE,27.46031746,NA,2016,9,9
Burd et al 2018,Control,Scotty Creek,2016-04-29,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,13.17460317,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,13.17460317,NA,1096.969456140531,NA,NA,FALSE,13.17460317,NA,2016,4,29
Burd et al 2018,Control,Scotty Creek,2016-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12.962962959999999,NA,2016,4,30
Burd et al 2018,Control,Scotty Creek,2016-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12.75132275,NA,2016,5,1
Burd et al 2018,Control,Scotty Creek,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12.53968254,NA,2016,5,2
Burd et al 2018,Control,Scotty Creek,2016-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12.32804233,NA,2016,5,3
Burd et al 2018,Control,Scotty Creek,2016-05-04,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,12.11640212,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,12.11640212,NA,1008.8594603154471,NA,5,FALSE,12.11640212,NA,2016,5,4
Burd et al 2018,Control,Scotty Creek,2016-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12.612433865,NA,2016,5,5
Burd et al 2018,Control,Scotty Creek,2016-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,13.10846561,NA,2016,5,6
Burd et al 2018,Control,Scotty Creek,2016-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,13.604497355,NA,2016,5,7
Burd et al 2018,Control,Scotty Creek,2016-05-08,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,14.1005291,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,14.1005291,NA,1174.065703424199,NA,4,FALSE,14.1005291,NA,2016,5,8
Burd et al 2018,Control,Scotty Creek,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,14.1005291,NA,2016,5,9
Burd et al 2018,Control,Scotty Creek,2016-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,14.1005291,NA,2016,5,10
Burd et al 2018,Control,Scotty Creek,2016-05-11,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,14.1005291,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,14.1005291,NA,1174.065703424199,NA,3,FALSE,14.1005291,NA,2016,5,11
Burd et al 2018,Control,Scotty Creek,2016-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,14.530423279999999,NA,2016,5,12
Burd et al 2018,Control,Scotty Creek,2016-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,14.960317459999999,NA,2016,5,13
Burd et al 2018,Control,Scotty Creek,2016-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15.39021164,NA,2016,5,14
Burd et al 2018,Control,Scotty Creek,2016-05-15,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,15.82010582,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,15.82010582,NA,1317.2444477848398,NA,4,FALSE,15.82010582,NA,2016,5,15
Burd et al 2018,Control,Scotty Creek,2016-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,16.43738977,NA,2016,5,16
Burd et al 2018,Control,Scotty Creek,2016-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,17.05467372,NA,2016,5,17
Burd et al 2018,Control,Scotty Creek,2016-05-18,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,17.67195767,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,17.67195767,NA,1471.4369415195363,NA,3,FALSE,17.67195767,NA,2016,5,18
Burd et al 2018,Control,Scotty Creek,2016-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,17.67195767,NA,2016,5,19
Burd et al 2018,Control,Scotty Creek,2016-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,17.67195767,NA,2016,5,20
Burd et al 2018,Control,Scotty Creek,2016-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,17.67195767,NA,2016,5,21
Burd et al 2018,Control,Scotty Creek,2016-05-22,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,17.67195767,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,17.67195767,NA,1471.4369415195363,NA,4,FALSE,17.67195767,NA,2016,5,22
Burd et al 2018,Control,Scotty Creek,2016-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18.156966490000002,NA,2016,5,23
Burd et al 2018,Control,Scotty Creek,2016-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18.64197531,NA,2016,5,24
Burd et al 2018,Control,Scotty Creek,2016-05-25,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,19.12698413,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,19.12698413,NA,1592.588187132066,NA,3,FALSE,19.12698413,NA,2016,5,25
Burd et al 2018,Control,Scotty Creek,2016-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,19.312169314000002,NA,2016,5,26
Burd et al 2018,Control,Scotty Creek,2016-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,19.497354498,NA,2016,5,27
Burd et al 2018,Control,Scotty Creek,2016-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,19.682539682,NA,2016,5,28
Burd et al 2018,Control,Scotty Creek,2016-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,19.867724866,NA,2016,5,29
Burd et al 2018,Control,Scotty Creek,2016-05-30,10.5194/hess-22-4455-2018,Control_Reference_vs_Impact,61.4,-121.433,134,km,Dfc,Unburn,3,Individual,20.05291005,mg_C_L,NA,NA,NA,NA,NA,NA,Figure 4,This paper is from Northwest Territories of Canada and is in burned and unburned sites in peatland-rich catchments. Just want to make a note to make sure that these regimes arent different enough from the other ones that I would have to toss this out. Data is from Figure 4 is extracted using the digitizer tool.,134,20.05291005,NA,1669.6844335830945,NA,5,FALSE,20.05291005,NA,2016,5,30
Burd et al 2018,Control,Scotty Creek,2016-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20.400132272500002,NA,2016,5,31
Burd et al 2018,Control,Scotty Creek,2016-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20.747354495,NA,2016,6,1
Burd et al 2018,Control,Scotty Creek,2016-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,21.0945767175,NA,2016,6,2
Burd et al 2018,Control,Scotty Creek,2016-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,21.44179894,NA,2016,6,3
Burd et al 2018,Control,Scotty Creek,2016-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,21.7890211625,NA,2016,6,4
Burd et al 2018,Control,Scotty Creek,2016-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,22.136243385,NA,2016,6,5
Burd et al 2018,Control,Scotty Creek,2016-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,22.4834656075,NA,2016,6,6
Burd et al 2018,Control,Scotty Creek,2016-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,22.830687830000002,NA,2016,6,7
Burd et al 2018,Control,Scotty Creek,2016-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,23.1779100525,NA,2016,6,8
Burd et al 2018,Control,Scotty Creek,2016-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,23.525132275,NA,2016,6,9
Burd et al 2018,Control,Scotty Creek,2016-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,23.872354497499998,NA,2016,6,10
Burd et al 2018,Control,Scotty Creek,2016-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,24.21957672,NA,2016,6,11
Burd et al 2018,Control,Scotty Creek,2016-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,24.5667989425,NA,2016,6,12
Burd et al 2018,Control,Scotty Creek,2016-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,24.914021165,NA,2016,6,13
Burd et al 2018,Control,Scotty Creek,2016-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,25.2612433875,NA,2016,6,14
