Study_ID,Fire_name,Fire_year,Site,comid,totdasqkm,streamorde,maxelevraw,minelevraw,maxelevsmo,minelevsmo,elevfixed,slope,burn_percentage,Climate,Biome,Time_Since_Fire,response_var,Effect_size,number_of_burn,State,group,latitude,longitude
Hauer & Spencer 1998,Red Bench Fire,1988,Red_Bench_Creek,22950879,1.9386,1,-9998,124759,137433,124759,0,0.0664604,100,Dfc,Cold,3,NO3_Interp,0.5730656823751883,5,Montana,28,48.81409,-114.39971
Hauer & Spencer 1998,Red Bench Fire,1988,Red_Meadow_Creek,22949989,77.9949,3,-9998,109888,113621,109888,0,0.02185597,24.087,Dfc,Cold,3,NO3_Interp,2.123237518978183,5,Montana,28,48.802772,-114.32894
Hauer & Spencer 1998,Red Bench Fire,1988,Akokala_Creek,22949619,105.8112,3,-9998,108366,109810,108366,0,0.00550514,13.8379,Dfc,Cold,3,NO3_Interp,1.1968588798283115,5,Montana,28,48.797378,-114.286749
Hauer & Spencer 1998,Red Bench Fire,1988,Bowman_Creek,22949571,137.0853,3,-9998,109364,110082,109440,0,0.01030497,5.7229,Dfc,Cold,3,NO3_Interp,1.2844252245417789,5,Montana,28,48.790458,-114.274616
Hauer & Spencer 1998,Red Bench Fire,1988,Quartz_Creek,22949475,136.8477,3,-9998,104970,108277,105155,0,0.01675791,27.0952,Dfc,Cold,3,NO3_Interp,1.4865638267876355,5,Montana,28,48.72261,-114.225834
Hauer & Spencer 1998,Red Bench Fire,1988,Red_Bench_Creek,22950879,1.9386,1,-9998,124759,137433,124759,0,0.0664604,100,Dfc,Cold,4,NO3_Interp,0.6206869330306183,5,Montana,28,48.81409,-114.39971
Hauer & Spencer 1998,Red Bench Fire,1988,Red_Meadow_Creek,22949989,77.9949,3,-9998,109888,113621,109888,0,0.02185597,24.087,Dfc,Cold,4,NO3_Interp,2.355939128240543,5,Montana,28,48.802772,-114.32894
Hauer & Spencer 1998,Red Bench Fire,1988,Akokala_Creek,22949619,105.8112,3,-9998,108366,109810,108366,0,0.00550514,13.8379,Dfc,Cold,4,NO3_Interp,1.144040408000032,5,Montana,28,48.797378,-114.286749
Hauer & Spencer 1998,Red Bench Fire,1988,Bowman_Creek,22949571,137.0853,3,-9998,109364,110082,109440,0,0.01030497,5.7229,Dfc,Cold,4,NO3_Interp,0.5376175802346618,5,Montana,28,48.790458,-114.274616
Hauer & Spencer 1998,Red Bench Fire,1988,Red_Bench_Creek,22950879,1.9386,1,-9998,124759,137433,124759,0,0.0664604,100,Dfc,Cold,5,NO3_Interp,0.16719947859094442,5,Montana,28,48.81409,-114.39971
Hauer & Spencer 1998,Red Bench Fire,1988,Red_Meadow_Creek,22949989,77.9949,3,-9998,109888,113621,109888,0,0.02185597,24.087,Dfc,Cold,5,NO3_Interp,2.4331464456086973,5,Montana,28,48.802772,-114.32894
Hauer & Spencer 1998,Red Bench Fire,1988,Akokala_Creek,22949619,105.8112,3,-9998,108366,109810,108366,0,0.00550514,13.8379,Dfc,Cold,5,NO3_Interp,1.464134057717891,5,Montana,28,48.797378,-114.286749
Hauer & Spencer 1998,Red Bench Fire,1988,Bowman_Creek,22949571,137.0853,3,-9998,109364,110082,109440,0,0.01030497,5.7229,Dfc,Cold,5,NO3_Interp,0.8274961058239492,5,Montana,28,48.790458,-114.274616
Hickenbottom et al. 2023,Mosquito Fire,2022,Trout_Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Csb,Temperate,0,DOC_Interp,0.6030917563718091,NA,NA,NA,38.88376,-119.978005
Hickenbottom et al. 2023,Caldor Fire,2021,Trout_Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Csb,Temperate,1,DOC_Interp,-0.00482902444212002,NA,NA,NA,38.88376,-119.978005
Hickenbottom et al. 2023,Caldor Fire,2021,Middle_Fork,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Csb,Temperate,1,DOC_Interp,0.2765406443670772,NA,NA,NA,38.958701,-120.920501
Hickenbottom et al. 2023,Mosquito Fire,2022,Trout_Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Csb,Temperate,0,NO3_Interp,0.5604775611436323,NA,NA,NA,38.88376,-119.978005
Hickenbottom et al. 2023,Caldor Fire,2021,Trout_Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Csb,Temperate,1,NO3_Interp,0.4248453259394459,NA,NA,NA,38.88376,-119.978005
Hickenbottom et al. 2023,Caldor Fire,2021,Middle_Fork,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Csb,Temperate,1,NO3_Interp,-0.919819570352142,NA,NA,NA,38.958701,-120.920501
Crandall et al. 2021,Pole Creek Fire Complex,2018,Benjamin Slough,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Csa,Temperate,0,DOC_Interp,0.8093287157961165,4,Utah,51,NA,NA
Crandall et al. 2021,Pole Creek Fire Complex,2018,Payson,10350360,70.5753,3,-9998,156372,163694,156372,0,0.03599803,90,Csa,Temperate,0,DOC_Interp,-0.5012324665111016,4,Utah,51,39.974595,-111.702362
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Lower,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Csa,Temperate,0,DOC_Interp,0.6279152172921498,4,Utah,51,NA,NA
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Upper,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Csa,Temperate,0,DOC_Interp,0.8028695220357438,4,Utah,51,NA,NA
Crandall et al. 2021,Pole Creek Fire Complex,2018,Benjamin Slough,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Csa,Temperate,0,NO3_Interp,1.28743921860061,4,Utah,51,NA,NA
Crandall et al. 2021,Pole Creek Fire Complex,2018,Payson,10350360,70.5753,3,-9998,156372,163694,156372,0,0.03599803,90,Csa,Temperate,0,NO3_Interp,-4.246086967895374,4,Utah,51,39.974595,-111.702362
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Lower,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Csa,Temperate,0,NO3_Interp,0.3617241962673968,4,Utah,51,NA,NA
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Upper,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Csa,Temperate,0,NO3_Interp,-1.0139978491713204,4,Utah,51,NA,NA
Abbott et al. 2021,Anaktuvuk River wildfire,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dwc,Cold,>10,DOC_Interp,0.07122341316138577,NA,NA,NA,NA,NA
Abbott et al. 2021,Anaktuvuk River wildfire,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dwc,Cold,>10,DOC_Interp,0.04747864478092809,NA,NA,NA,NA,NA
Abbott et al. 2021,Anaktuvuk River wildfire,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dwc,Cold,>10,NO3_Interp,0.2553866095914989,NA,NA,NA,NA,NA
Abbott et al. 2021,Anaktuvuk River wildfire,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dwc,Cold,>10,NO3_Interp,0.3732247996318643,NA,NA,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dfc,Cold,>10,DOC_Interp,0.6751369247546402,NA,NA,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dfc,Cold,>10,DOC_Interp,-0.7742485959609271,NA,NA,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dfc,Cold,>10,DOC_Interp,-0.7867838119603353,NA,NA,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dfc,Cold,>10,NO3_Interp,2.159311553728295,NA,NA,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dfc,Cold,>10,NO3_Interp,3.216774838319497,NA,NA,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dfc,Cold,>10,NO3_Interp,2.6558282600148906,NA,NA,NA,NA,NA
"Mast & Clow, 2008",Rampage Fire,2003,Fish Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
