"","Study_ID","Site","Sampling_Date","Latitude","Longitude","Area_watershed_km","Pair","Climate","Burn_Unburn","Time_Since_Fire","DOC_uM_C","NO3_uM_N","NO3_Interp","DOC_Interp"
"185","Rhea et al. 2021","U1",2017-07-11,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.013486856671541,349.892246581275
"186","Rhea et al. 2021","U1",2017-07-12,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0118009995875984,345.989249079712
"187","Rhea et al. 2021","U1",2017-07-13,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0101151425036558,342.08625157815
"188","Rhea et al. 2021","U1",2017-07-14,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00842928541971315,338.183254076587
"189","Rhea et al. 2021","U1",2017-07-15,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,334.280256575025,0.00674342833577052,0.00674342833577052,334.280256575025
"190","Rhea et al. 2021","U1",2017-07-16,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0063467560807252,334.928505299041
"191","Rhea et al. 2021","U1",2017-07-17,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00595008382567987,335.576754023057
"192","Rhea et al. 2021","U1",2017-07-18,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00555341157063455,336.225002747073
"193","Rhea et al. 2021","U1",2017-07-19,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00515673931558922,336.87325147109
"194","Rhea et al. 2021","U1",2017-07-20,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0047600670605439,337.521500195106
"195","Rhea et al. 2021","U1",2017-07-21,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00436339480549857,338.169748919122
"196","Rhea et al. 2021","U1",2017-07-22,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00396672255045325,338.817997643138
"197","Rhea et al. 2021","U1",2017-07-23,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00357005029540792,339.466246367154
"198","Rhea et al. 2021","U1",2017-07-24,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0031733780403626,340.114495091171
"199","Rhea et al. 2021","U1",2017-07-25,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00277670578531727,340.762743815187
"200","Rhea et al. 2021","U1",2017-07-26,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00238003353027195,341.410992539203
"201","Rhea et al. 2021","U1",2017-07-27,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00198336127522662,342.05924126322
"202","Rhea et al. 2021","U1",2017-07-28,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0015866890201813,342.707489987236
"203","Rhea et al. 2021","U1",2017-07-29,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00119001676513597,343.355738711252
"204","Rhea et al. 2021","U1",2017-07-30,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00079334451009065,344.003987435268
"205","Rhea et al. 2021","U1",2017-07-31,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.000396672255045325,344.652236159284
"206","Rhea et al. 2021","U1",2017-08-01,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,345.300484883301,0,0,345.300484883301
"207","Rhea et al. 2021","U1",2017-08-02,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00337171416788526,338.872018397894
"208","Rhea et al. 2021","U1",2017-08-03,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.00674342833577052,332.443551912488
"209","Rhea et al. 2021","U1",2017-08-04,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0101151425036558,326.015085427081
"210","Rhea et al. 2021","U1",2017-08-05,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.013486856671541,319.586618941675
"211","Rhea et al. 2021","U1",2017-08-06,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0168585708394263,313.158152456268
"212","Rhea et al. 2021","U1",2017-08-07,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,306.729685970862,0.0202302850073116,0.0202302850073116,306.729685970862
"213","Rhea et al. 2021","U1",2017-08-08,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0202302850073116,308.336802592214
"214","Rhea et al. 2021","U1",2017-08-09,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0202302850073116,309.943919213565
"215","Rhea et al. 2021","U1",2017-08-10,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0202302850073116,311.551035834917
"216","Rhea et al. 2021","U1",2017-08-11,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0202302850073116,313.158152456268
"217","Rhea et al. 2021","U1",2017-08-12,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0202302850073116,314.76526907762
"218","Rhea et al. 2021","U1",2017-08-13,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0202302850073116,316.372385698972
"219","Rhea et al. 2021","U1",2017-08-14,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,NA,NA,0.0202302850073116,317.979502320323
"220","Rhea et al. 2021","U1",2017-08-15,40.26237,-105.590804,7.04,"Control","Dfc","Unburn",5,319.586618941675,0.0202302850073116,0.0202302850073116,319.586618941675
"221","Rhea et al. 2021","U2",2017-07-07,NA,NA,19.38,"Control","Dfc","Unburn",5,429.788901358325,0.0269737097016311,0.0269737097016311,429.788901358325
"222","Rhea et al. 2021","U2",2017-07-08,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0244449245308985,425.656315763538
"223","Rhea et al. 2021","U2",2017-07-09,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0219161393601659,421.52373016875
"224","Rhea et al. 2021","U2",2017-07-10,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0193873541894334,417.391144573962
"225","Rhea et al. 2021","U2",2017-07-11,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0168585690187008,413.258558979175
"226","Rhea et al. 2021","U2",2017-07-12,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0143297838479682,409.125973384387
"227","Rhea et al. 2021","U2",2017-07-13,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0118009986772357,404.9933877896
"228","Rhea et al. 2021","U2",2017-07-14,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.00927221350650309,400.860802194812
"229","Rhea et al. 2021","U2",2017-07-15,NA,NA,19.38,"Control","Dfc","Unburn",5,396.728216600025,0.00674342833577052,0.00674342833577052,396.728216600025
"230","Rhea et al. 2021","U2",2017-07-16,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.00753677284586117,393.811097361543
"231","Rhea et al. 2021","U2",2017-07-17,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.00833011735595182,390.893978123061
"232","Rhea et al. 2021","U2",2017-07-18,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.00912346186604247,387.97685888458
"233","Rhea et al. 2021","U2",2017-07-19,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.00991680637613312,385.059739646098
"234","Rhea et al. 2021","U2",2017-07-20,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0107101508862238,382.142620407617
"235","Rhea et al. 2021","U2",2017-07-21,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0115034953963144,379.225501169135
"236","Rhea et al. 2021","U2",2017-07-22,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0122968399064051,376.308381930653
"237","Rhea et al. 2021","U2",2017-07-23,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0130901844164957,373.391262692172
"238","Rhea et al. 2021","U2",2017-07-24,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0138835289265864,370.47414345369
"239","Rhea et al. 2021","U2",2017-07-25,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.014676873436677,367.557024215209
"240","Rhea et al. 2021","U2",2017-07-26,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0154702179467677,364.639904976727
"241","Rhea et al. 2021","U2",2017-07-27,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0162635624568583,361.722785738245
"242","Rhea et al. 2021","U2",2017-07-28,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.017056906966949,358.805666499764
"243","Rhea et al. 2021","U2",2017-07-29,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0178502514770396,355.888547261282
"244","Rhea et al. 2021","U2",2017-07-30,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0186435959871303,352.971428022801
"245","Rhea et al. 2021","U2",2017-07-31,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0194369404972209,350.054308784319
"246","Rhea et al. 2021","U2",2017-08-01,NA,NA,19.38,"Control","Dfc","Unburn",5,347.137189545837,0.0202302850073116,0.0202302850073116,347.137189545837
"247","Rhea et al. 2021","U2",2017-08-02,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0269737127361736,358.46353524236
"248","Rhea et al. 2021","U2",2017-08-03,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0337171404650356,369.789880938883
"249","Rhea et al. 2021","U2",2017-08-04,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0404605681938976,381.116226635406
"250","Rhea et al. 2021","U2",2017-08-05,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0472039959227596,392.442572331929
"251","Rhea et al. 2021","U2",2017-08-06,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0539474236516217,403.768918028453
"252","Rhea et al. 2021","U2",2017-08-07,NA,NA,19.38,"Control","Dfc","Unburn",5,415.095263724975,0.0606908513804837,0.0606908513804837,415.095263724975
"253","Rhea et al. 2021","U2",2017-08-08,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0564762086706271,415.324851807793
"254","Rhea et al. 2021","U2",2017-08-09,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0522615659607705,415.55443989061
"255","Rhea et al. 2021","U2",2017-08-10,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.048046923250914,415.784027973427
"256","Rhea et al. 2021","U2",2017-08-11,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0438322805410574,416.013616056244
"257","Rhea et al. 2021","U2",2017-08-12,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0396176378312008,416.243204139061
"258","Rhea et al. 2021","U2",2017-08-13,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0354029951213442,416.472792221878
"259","Rhea et al. 2021","U2",2017-08-14,NA,NA,19.38,"Control","Dfc","Unburn",5,NA,NA,0.0311883524114876,416.702380304695
"260","Rhea et al. 2021","U2",2017-08-15,NA,NA,19.38,"Control","Dfc","Unburn",5,416.931968387512,0.0269737097016311,0.0269737097016311,416.931968387512
"261","Rhea et al. 2021","U3",2017-06-25,NA,NA,8.6,"Control","Dfc","Unburn",15,124.89592005,0.0809211254634422,0.0809211254634422,124.89592005
"262","Rhea et al. 2021","U3",2017-06-26,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0887884591287496,121.98780426493
"263","Rhea et al. 2021","U3",2017-06-27,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0966557927940571,119.07968847986
"264","Rhea et al. 2021","U3",2017-06-28,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.104523126459365,116.171572694791
"265","Rhea et al. 2021","U3",2017-06-29,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.112390460124672,113.263456909721
"266","Rhea et al. 2021","U3",2017-06-30,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.120257793789979,110.355341124651
"267","Rhea et al. 2021","U3",2017-07-01,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.128125127455287,107.447225339581
"268","Rhea et al. 2021","U3",2017-07-02,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.135992461120594,104.539109554512
"269","Rhea et al. 2021","U3",2017-07-03,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.143859794785902,101.630993769442
"270","Rhea et al. 2021","U3",2017-07-04,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.151727128451209,98.7228779843719
"271","Rhea et al. 2021","U3",2017-07-05,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.159594462116517,95.8147621993022
"272","Rhea et al. 2021","U3",2017-07-06,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.167461795781824,92.9066464142324
"273","Rhea et al. 2021","U3",2017-07-07,NA,NA,8.6,"Control","Dfc","Unburn",15,89.9985306291626,0.175329129447131,0.175329129447131,89.9985306291626
"274","Rhea et al. 2021","U3",2017-07-08,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.179450113025497,91.9372744858758
"275","Rhea et al. 2021","U3",2017-07-09,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.183571096603862,93.876018342589
"276","Rhea et al. 2021","U3",2017-07-10,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.187692080182227,95.8147621993022
"277","Rhea et al. 2021","U3",2017-07-11,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.191813063760592,97.7535060560153
"278","Rhea et al. 2021","U3",2017-07-12,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.195934047338958,99.6922499127285
"279","Rhea et al. 2021","U3",2017-07-13,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.200055030917323,101.630993769442
"280","Rhea et al. 2021","U3",2017-07-14,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.204176014495688,103.569737626155
"281","Rhea et al. 2021","U3",2017-07-15,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.208296998074053,105.508481482868
"282","Rhea et al. 2021","U3",2017-07-16,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.212417981652418,107.447225339581
"283","Rhea et al. 2021","U3",2017-07-17,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.216538965230784,109.385969196294
"284","Rhea et al. 2021","U3",2017-07-18,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.220659948809149,111.324713053008
"285","Rhea et al. 2021","U3",2017-07-19,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.224780932387514,113.263456909721
"286","Rhea et al. 2021","U3",2017-07-20,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.228901915965879,115.202200766434
"287","Rhea et al. 2021","U3",2017-07-21,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.233022899544244,117.140944623147
"288","Rhea et al. 2021","U3",2017-07-22,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.23714388312261,119.07968847986
"289","Rhea et al. 2021","U3",2017-07-23,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.241264866700975,121.018432336574
"290","Rhea et al. 2021","U3",2017-07-24,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.24538585027934,122.957176193287
"291","Rhea et al. 2021","U3",2017-07-25,NA,NA,8.6,"Control","Dfc","Unburn",15,124.89592005,0.249506833857705,0.249506833857705,124.89592005
"292","Rhea et al. 2021","U3",2017-07-26,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.231870177374275,127.015194711859
"293","Rhea et al. 2021","U3",2017-07-27,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.214233520890845,129.134469373717
"294","Rhea et al. 2021","U3",2017-07-28,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.196596864407415,131.253744035576
"295","Rhea et al. 2021","U3",2017-07-29,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.178960207923985,133.373018697435
"296","Rhea et al. 2021","U3",2017-07-30,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.161323551440555,135.492293359293
"297","Rhea et al. 2021","U3",2017-07-31,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.143686894957125,137.611568021152
"298","Rhea et al. 2021","U3",2017-08-01,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.126050238473695,139.730842683011
"299","Rhea et al. 2021","U3",2017-08-02,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.108413581990265,141.850117344869
"300","Rhea et al. 2021","U3",2017-08-03,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0907769255068355,143.969392006728
"301","Rhea et al. 2021","U3",2017-08-04,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0731402690234055,146.088666668587
"302","Rhea et al. 2021","U3",2017-08-05,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0555036125399755,148.207941330445
"303","Rhea et al. 2021","U3",2017-08-06,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0378669560565456,150.327215992304
"304","Rhea et al. 2021","U3",2017-08-07,NA,NA,8.6,"Control","Dfc","Unburn",15,152.446490654163,0.0202302995731156,0.0202302995731156,152.446490654163
"305","Rhea et al. 2021","U3",2017-08-08,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0236020100995499,146.706788448431
"306","Rhea et al. 2021","U3",2017-08-09,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0269737206259841,140.9670862427
"307","Rhea et al. 2021","U3",2017-08-10,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0303454311524183,135.227384036969
"308","Rhea et al. 2021","U3",2017-08-11,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0337171416788526,129.487681831238
"309","Rhea et al. 2021","U3",2017-08-12,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0370888522052868,123.747979625507
"310","Rhea et al. 2021","U3",2017-08-13,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0404605627317211,118.008277419775
"311","Rhea et al. 2021","U3",2017-08-14,NA,NA,8.6,"Control","Dfc","Unburn",15,NA,NA,0.0438322732581553,112.268575214044
"312","Rhea et al. 2021","U3",2017-08-15,NA,NA,8.6,"Control","Dfc","Unburn",15,106.528873008313,0.0472039837845896,0.0472039837845896,106.528873008313
