"","Study_ID","Site","Sampling_Date","Latitude","Longitude","Area_watershed_km","Pair","Climate","Burn_Unburn","Time_Since_Fire","DOC_uM_C","NO3_uM_N","NO3_Interp","DOC_Interp"
"1","Abbott et al. 2021","BS.10",2017-07-30,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,1591.081286,0.0617,0.0617,1591.081286
"2","Abbott et al. 2021","BS.10",2017-07-31,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.062396875,1584.62870621875
"3","Abbott et al. 2021","BS.10",2017-08-01,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.06309375,1578.1761264375
"4","Abbott et al. 2021","BS.10",2017-08-02,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.063790625,1571.72354665625
"5","Abbott et al. 2021","BS.10",2017-08-03,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.0644875,1565.270966875
"6","Abbott et al. 2021","BS.10",2017-08-04,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.065184375,1558.81838709375
"7","Abbott et al. 2021","BS.10",2017-08-05,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.06588125,1552.3658073125
"8","Abbott et al. 2021","BS.10",2017-08-06,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.066578125,1545.91322753125
"9","Abbott et al. 2021","BS.10",2017-08-07,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.067275,1539.46064775
"10","Abbott et al. 2021","BS.10",2017-08-08,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.067971875,1533.00806796875
"11","Abbott et al. 2021","BS.10",2017-08-09,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.06866875,1526.5554881875
"12","Abbott et al. 2021","BS.10",2017-08-10,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.069365625,1520.10290840625
"13","Abbott et al. 2021","BS.10",2017-08-11,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.0700625,1513.650328625
"14","Abbott et al. 2021","BS.10",2017-08-12,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.070759375,1507.19774884375
"15","Abbott et al. 2021","BS.10",2017-08-13,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.07145625,1500.7451690625
"16","Abbott et al. 2021","BS.10",2017-08-14,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.072153125,1494.29258928125
"17","Abbott et al. 2021","BS.10",2017-08-15,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.07285,1487.8400095
"18","Abbott et al. 2021","BS.10",2017-08-16,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.073546875,1481.38742971875
"19","Abbott et al. 2021","BS.10",2017-08-17,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.07424375,1474.9348499375
"20","Abbott et al. 2021","BS.10",2017-08-18,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.074940625,1468.48227015625
"21","Abbott et al. 2021","BS.10",2017-08-19,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.0756375,1462.029690375
"22","Abbott et al. 2021","BS.10",2017-08-20,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.076334375,1455.57711059375
"23","Abbott et al. 2021","BS.10",2017-08-21,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.07703125,1449.1245308125
"24","Abbott et al. 2021","BS.10",2017-08-22,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.077728125,1442.67195103125
"25","Abbott et al. 2021","BS.10",2017-08-23,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.078425,1436.21937125
"26","Abbott et al. 2021","BS.10",2017-08-24,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.079121875,1429.76679146875
"27","Abbott et al. 2021","BS.10",2017-08-25,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.07981875,1423.3142116875
"28","Abbott et al. 2021","BS.10",2017-08-26,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.080515625,1416.86163190625
"29","Abbott et al. 2021","BS.10",2017-08-27,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.0812125,1410.409052125
"30","Abbott et al. 2021","BS.10",2017-08-28,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.081909375,1403.95647234375
"31","Abbott et al. 2021","BS.10",2017-08-29,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.08260625,1397.5038925625
"32","Abbott et al. 2021","BS.10",2017-08-30,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.083303125,1391.05131278125
"33","Abbott et al. 2021","BS.10",2017-08-31,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,1384.598733,0.084,0.084,1384.598733
"34","Abbott et al. 2021","BS.10",2017-09-01,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.0905525179856115,1381.93683604029
"35","Abbott et al. 2021","BS.10",2017-09-02,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.097105035971223,1379.27493908058
"36","Abbott et al. 2021","BS.10",2017-09-03,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.103657553956835,1376.61304212086
"37","Abbott et al. 2021","BS.10",2017-09-04,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.110210071942446,1373.95114516115
"38","Abbott et al. 2021","BS.10",2017-09-05,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.116762589928058,1371.28924820144
"39","Abbott et al. 2021","BS.10",2017-09-06,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.123315107913669,1368.62735124173
"40","Abbott et al. 2021","BS.10",2017-09-07,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.129867625899281,1365.96545428201
"41","Abbott et al. 2021","BS.10",2017-09-08,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.136420143884892,1363.3035573223
"42","Abbott et al. 2021","BS.10",2017-09-09,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.142972661870504,1360.64166036259
"43","Abbott et al. 2021","BS.10",2017-09-10,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.149525179856115,1357.97976340288
"44","Abbott et al. 2021","BS.10",2017-09-11,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.156077697841727,1355.31786644317
"45","Abbott et al. 2021","BS.10",2017-09-12,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.162630215827338,1352.65596948345
"46","Abbott et al. 2021","BS.10",2017-09-13,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.16918273381295,1349.99407252374
"47","Abbott et al. 2021","BS.10",2017-09-14,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.175735251798561,1347.33217556403
"48","Abbott et al. 2021","BS.10",2017-09-15,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.182287769784173,1344.67027860432
"49","Abbott et al. 2021","BS.10",2017-09-16,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.188840287769784,1342.0083816446
"50","Abbott et al. 2021","BS.10",2017-09-17,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.195392805755396,1339.34648468489
"51","Abbott et al. 2021","BS.10",2017-09-18,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.201945323741007,1336.68458772518
"52","Abbott et al. 2021","BS.10",2017-09-19,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.208497841726619,1334.02269076547
"53","Abbott et al. 2021","BS.10",2017-09-20,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.21505035971223,1331.36079380576
"54","Abbott et al. 2021","BS.10",2017-09-21,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.221602877697842,1328.69889684604
"55","Abbott et al. 2021","BS.10",2017-09-22,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.228155395683453,1326.03699988633
"56","Abbott et al. 2021","BS.10",2017-09-23,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.234707913669065,1323.37510292662
"57","Abbott et al. 2021","BS.10",2017-09-24,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.241260431654676,1320.71320596691
"58","Abbott et al. 2021","BS.10",2017-09-25,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.247812949640288,1318.05130900719
"59","Abbott et al. 2021","BS.10",2017-09-26,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.254365467625899,1315.38941204748
"60","Abbott et al. 2021","BS.10",2017-09-27,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.260917985611511,1312.72751508777
"61","Abbott et al. 2021","BS.10",2017-09-28,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.267470503597122,1310.06561812806
"62","Abbott et al. 2021","BS.10",2017-09-29,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.274023021582734,1307.40372116835
"63","Abbott et al. 2021","BS.10",2017-09-30,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.280575539568345,1304.74182420863
"64","Abbott et al. 2021","BS.10",2017-10-01,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.287128057553957,1302.07992724892
"65","Abbott et al. 2021","BS.10",2017-10-02,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.293680575539568,1299.41803028921
"66","Abbott et al. 2021","BS.10",2017-10-03,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.30023309352518,1296.7561333295
"67","Abbott et al. 2021","BS.10",2017-10-04,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.306785611510791,1294.09423636978
"68","Abbott et al. 2021","BS.10",2017-10-05,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.313338129496403,1291.43233941007
"69","Abbott et al. 2021","BS.10",2017-10-06,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.319890647482014,1288.77044245036
"70","Abbott et al. 2021","BS.10",2017-10-07,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.326443165467626,1286.10854549065
"71","Abbott et al. 2021","BS.10",2017-10-08,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.332995683453237,1283.44664853094
"72","Abbott et al. 2021","BS.10",2017-10-09,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.339548201438849,1280.78475157122
"73","Abbott et al. 2021","BS.10",2017-10-10,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.34610071942446,1278.12285461151
"74","Abbott et al. 2021","BS.10",2017-10-11,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.352653237410072,1275.4609576518
"75","Abbott et al. 2021","BS.10",2017-10-12,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.359205755395683,1272.79906069209
"76","Abbott et al. 2021","BS.10",2017-10-13,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.365758273381295,1270.13716373237
"77","Abbott et al. 2021","BS.10",2017-10-14,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.372310791366906,1267.47526677266
"78","Abbott et al. 2021","BS.10",2017-10-15,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.378863309352518,1264.81336981295
"79","Abbott et al. 2021","BS.10",2017-10-16,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.38541582733813,1262.15147285324
"80","Abbott et al. 2021","BS.10",2017-10-17,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.391968345323741,1259.48957589353
"81","Abbott et al. 2021","BS.10",2017-10-18,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.398520863309353,1256.82767893381
"82","Abbott et al. 2021","BS.10",2017-10-19,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.405073381294964,1254.1657819741
"83","Abbott et al. 2021","BS.10",2017-10-20,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.411625899280576,1251.50388501439
"84","Abbott et al. 2021","BS.10",2017-10-21,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.418178417266187,1248.84198805468
"85","Abbott et al. 2021","BS.10",2017-10-22,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.424730935251799,1246.18009109496
"86","Abbott et al. 2021","BS.10",2017-10-23,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.43128345323741,1243.51819413525
"87","Abbott et al. 2021","BS.10",2017-10-24,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.437835971223022,1240.85629717554
"88","Abbott et al. 2021","BS.10",2017-10-25,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.444388489208633,1238.19440021583
"89","Abbott et al. 2021","BS.10",2017-10-26,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.450941007194245,1235.53250325612
"90","Abbott et al. 2021","BS.10",2017-10-27,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.457493525179856,1232.8706062964
"91","Abbott et al. 2021","BS.10",2017-10-28,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.464046043165468,1230.20870933669
"92","Abbott et al. 2021","BS.10",2017-10-29,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.470598561151079,1227.54681237698
"93","Abbott et al. 2021","BS.10",2017-10-30,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.477151079136691,1224.88491541727
"94","Abbott et al. 2021","BS.10",2017-10-31,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.483703597122302,1222.22301845755
"95","Abbott et al. 2021","BS.10",2017-11-01,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.490256115107914,1219.56112149784
"96","Abbott et al. 2021","BS.10",2017-11-02,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.496808633093525,1216.89922453813
"97","Abbott et al. 2021","BS.10",2017-11-03,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.503361151079137,1214.23732757842
"98","Abbott et al. 2021","BS.10",2017-11-04,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.509913669064748,1211.5754306187
"99","Abbott et al. 2021","BS.10",2017-11-05,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.51646618705036,1208.91353365899
"100","Abbott et al. 2021","BS.10",2017-11-06,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.523018705035971,1206.25163669928
"101","Abbott et al. 2021","BS.10",2017-11-07,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.529571223021583,1203.58973973957
"102","Abbott et al. 2021","BS.10",2017-11-08,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.536123741007194,1200.92784277986
"103","Abbott et al. 2021","BS.10",2017-11-09,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.542676258992806,1198.26594582014
"104","Abbott et al. 2021","BS.10",2017-11-10,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.549228776978417,1195.60404886043
"105","Abbott et al. 2021","BS.10",2017-11-11,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.555781294964029,1192.94215190072
"106","Abbott et al. 2021","BS.10",2017-11-12,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.56233381294964,1190.28025494101
"107","Abbott et al. 2021","BS.10",2017-11-13,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.568886330935252,1187.6183579813
"108","Abbott et al. 2021","BS.10",2017-11-14,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.575438848920863,1184.95646102158
"109","Abbott et al. 2021","BS.10",2017-11-15,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.581991366906475,1182.29456406187
"110","Abbott et al. 2021","BS.10",2017-11-16,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.588543884892086,1179.63266710216
"111","Abbott et al. 2021","BS.10",2017-11-17,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.595096402877698,1176.97077014245
"112","Abbott et al. 2021","BS.10",2017-11-18,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.601648920863309,1174.30887318273
"113","Abbott et al. 2021","BS.10",2017-11-19,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.608201438848921,1171.64697622302
"114","Abbott et al. 2021","BS.10",2017-11-20,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.614753956834532,1168.98507926331
"115","Abbott et al. 2021","BS.10",2017-11-21,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.621306474820144,1166.3231823036
"116","Abbott et al. 2021","BS.10",2017-11-22,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.627858992805755,1163.66128534388
"117","Abbott et al. 2021","BS.10",2017-11-23,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.634411510791367,1160.99938838417
"118","Abbott et al. 2021","BS.10",2017-11-24,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.640964028776978,1158.33749142446
"119","Abbott et al. 2021","BS.10",2017-11-25,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.64751654676259,1155.67559446475
"120","Abbott et al. 2021","BS.10",2017-11-26,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.654069064748201,1153.01369750504
"121","Abbott et al. 2021","BS.10",2017-11-27,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.660621582733813,1150.35180054532
"122","Abbott et al. 2021","BS.10",2017-11-28,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.667174100719424,1147.68990358561
"123","Abbott et al. 2021","BS.10",2017-11-29,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.673726618705036,1145.0280066259
"124","Abbott et al. 2021","BS.10",2017-11-30,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.680279136690647,1142.36610966619
"125","Abbott et al. 2021","BS.10",2017-12-01,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.686831654676259,1139.70421270647
"126","Abbott et al. 2021","BS.10",2017-12-02,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.69338417266187,1137.04231574676
"127","Abbott et al. 2021","BS.10",2017-12-03,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.699936690647482,1134.38041878705
"128","Abbott et al. 2021","BS.10",2017-12-04,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.706489208633093,1131.71852182734
"129","Abbott et al. 2021","BS.10",2017-12-05,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.713041726618705,1129.05662486763
"130","Abbott et al. 2021","BS.10",2017-12-06,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.719594244604316,1126.39472790791
"131","Abbott et al. 2021","BS.10",2017-12-07,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.726146762589928,1123.7328309482
"132","Abbott et al. 2021","BS.10",2017-12-08,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.73269928057554,1121.07093398849
"133","Abbott et al. 2021","BS.10",2017-12-09,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.739251798561151,1118.40903702878
"134","Abbott et al. 2021","BS.10",2017-12-10,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.745804316546762,1115.74714006906
"135","Abbott et al. 2021","BS.10",2017-12-11,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.752356834532374,1113.08524310935
"136","Abbott et al. 2021","BS.10",2017-12-12,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.758909352517986,1110.42334614964
"137","Abbott et al. 2021","BS.10",2017-12-13,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.765461870503597,1107.76144918993
"138","Abbott et al. 2021","BS.10",2017-12-14,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.772014388489209,1105.09955223022
"139","Abbott et al. 2021","BS.10",2017-12-15,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.77856690647482,1102.4376552705
"140","Abbott et al. 2021","BS.10",2017-12-16,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.785119424460432,1099.77575831079
"141","Abbott et al. 2021","BS.10",2017-12-17,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.791671942446043,1097.11386135108
"142","Abbott et al. 2021","BS.10",2017-12-18,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.798224460431655,1094.45196439137
"143","Abbott et al. 2021","BS.10",2017-12-19,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.804776978417266,1091.79006743165
"144","Abbott et al. 2021","BS.10",2017-12-20,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.811329496402878,1089.12817047194
"145","Abbott et al. 2021","BS.10",2017-12-21,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.817882014388489,1086.46627351223
"146","Abbott et al. 2021","BS.10",2017-12-22,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.824434532374101,1083.80437655252
"147","Abbott et al. 2021","BS.10",2017-12-23,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.830987050359712,1081.14247959281
"148","Abbott et al. 2021","BS.10",2017-12-24,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.837539568345324,1078.48058263309
"149","Abbott et al. 2021","BS.10",2017-12-25,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.844092086330935,1075.81868567338
"150","Abbott et al. 2021","BS.10",2017-12-26,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.850644604316547,1073.15678871367
"151","Abbott et al. 2021","BS.10",2017-12-27,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.857197122302158,1070.49489175396
"152","Abbott et al. 2021","BS.10",2017-12-28,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.86374964028777,1067.83299479424
"153","Abbott et al. 2021","BS.10",2017-12-29,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.870302158273381,1065.17109783453
"154","Abbott et al. 2021","BS.10",2017-12-30,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.876854676258993,1062.50920087482
"155","Abbott et al. 2021","BS.10",2017-12-31,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.883407194244604,1059.84730391511
"156","Abbott et al. 2021","BS.10",2018-01-01,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.889959712230216,1057.1854069554
"157","Abbott et al. 2021","BS.10",2018-01-02,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.896512230215827,1054.52350999568
"158","Abbott et al. 2021","BS.10",2018-01-03,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.903064748201439,1051.86161303597
"159","Abbott et al. 2021","BS.10",2018-01-04,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.90961726618705,1049.19971607626
"160","Abbott et al. 2021","BS.10",2018-01-05,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.916169784172662,1046.53781911655
"161","Abbott et al. 2021","BS.10",2018-01-06,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.922722302158273,1043.87592215683
"162","Abbott et al. 2021","BS.10",2018-01-07,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.929274820143885,1041.21402519712
"163","Abbott et al. 2021","BS.10",2018-01-08,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.935827338129496,1038.55212823741
"164","Abbott et al. 2021","BS.10",2018-01-09,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.942379856115108,1035.8902312777
"165","Abbott et al. 2021","BS.10",2018-01-10,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.948932374100719,1033.22833431799
"166","Abbott et al. 2021","BS.10",2018-01-11,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.955484892086331,1030.56643735827
"167","Abbott et al. 2021","BS.10",2018-01-12,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.962037410071942,1027.90454039856
"168","Abbott et al. 2021","BS.10",2018-01-13,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.968589928057554,1025.24264343885
"169","Abbott et al. 2021","BS.10",2018-01-14,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.975142446043165,1022.58074647914
"170","Abbott et al. 2021","BS.10",2018-01-15,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.981694964028777,1019.91884951942
"171","Abbott et al. 2021","BS.10",2018-01-16,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.988247482014388,1017.25695255971
"172","Abbott et al. 2021","BS.10",2018-01-17,68.932756,-150.7,16.01788092,"Site_1","Dwc","Burn",10,NA,NA,0.9948,1014.5950556
