Study_ID,Fire_name,Fire_year,site,comid,totdasqkm,streamorde,burn_percentage,Climate,Biome,Time_Since_Fire,response_var,Effect_size,Lat,Long,number_of_burn,State,group
Crandall et al. 2021,Pole Creek Fire Complex,2018,Payson,10350360,70.5753,3,90,Csa,Temperate,0,NO3_Interp,-4.24608696789537,40.133514,-111.771241,4,Utah,51
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Lower,10349108,2010.5073,5,24,Csa,Temperate,0,NO3_Interp,0.361724196267397,40.133514,-111.771241,4,Utah,51
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Upper,10349244,1642.5162,5,25,Csa,Temperate,0,NO3_Interp,-1.01399784917132,40.133514,-111.771241,4,Utah,51
Abbott et al. 2021,Anaktuvuk River wildfire,2007,NA,NA,NA,NA,NA,Dwc,Cold,>10,DOC_Interp,0.428539313567996,68.932756,-150.7,NA,NA,NA
Abbott et al. 2021,Anaktuvuk River wildfire,2007,NA,NA,NA,NA,NA,Dwc,Cold,>10,DOC_Interp,0.404794545407272,68.932756,-150.7,NA,NA,NA
Abbott et al. 2021,Anaktuvuk River wildfire,2007,NA,NA,NA,NA,NA,Dwc,Cold,>10,NO3_Interp,0.61270234501971,68.932756,-150.7,NA,NA,NA
Abbott et al. 2021,Anaktuvuk River wildfire,2007,NA,NA,NA,NA,NA,Dwc,Cold,>10,NO3_Interp,0.730540647216058,68.932756,-150.7,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,Dfc,Cold,>10,DOC_Interp,0.67513692475464,39.2,-105.3,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,Dfc,Cold,>10,DOC_Interp,-0.774248595960927,39.2,-105.3,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,Dfc,Cold,>10,DOC_Interp,-0.786783811960335,39.2,-105.3,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,Dfc,Cold,>10,NO3_Interp,2.1593115537283,39.2,-105.3,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,Dfc,Cold,>10,NO3_Interp,3.2167748383195,39.2,-105.3,NA,NA,NA
Rhea et al. 2021,Hayman Fire,2002,NA,NA,NA,NA,NA,Dfc,Cold,>10,NO3_Interp,2.65582826001489,39.2,-105.3,NA,NA,NA
