Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-03-10,Unburn,1,Individual,,,,,3.470695452,mg_N_L,,,Figure 8,Hampton et al. 2022 used this paper in their meta analysis and converted the transport rates to concentrations so I used those that they published with their paper. 
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-04-05,Unburn,1,Individual,,,,,3.117393082,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-04-27,Unburn,1,Individual,,,,,1.479452331,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-05-09,Unburn,1,Individual,,,,,8.406547683,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-05-18,Unburn,1,Individual,,,,,0.387582675,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-05-31,Unburn,1,Individual,,,,,21.30233959,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-06-09,Unburn,1,Individual,,,,,0.381803633,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-06-22,Unburn,1,Individual,,,,,29.66436257,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-06-29,Unburn,1,Individual,,,,,35.19723467,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-07-12,Unburn,1,Individual,,,,,5.551015313,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-07-21,Unburn,1,Individual,,,,,1.409645359,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-08-16,Unburn,1,Individual,,,,,0.932960713,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-09-09,Unburn,1,Individual,,,,,1.341296712,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1989-10-04,Unburn,1,Individual,,,,,3.855978574,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-04-06,Unburn,2,Individual,,,,,0.194763951,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-04-28,Unburn,2,Individual,,,,,0.381725193,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-05-08,Unburn,2,Individual,,,,,1.239875911,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-06-03,Unburn,2,Individual,,,,,0.297495953,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-06-13,Unburn,2,Individual,,,,,0.366296139,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-06-23,Unburn,2,Individual,,,,,42.22650248,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-07-05,Unburn,2,Individual,,,,,1.398242054,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-07-28,Unburn,2,Individual,,,,,4.030863319,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-08-17,Unburn,2,Individual,,,,,1.069253168,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-09-07,Unburn,2,Individual,,,,,0.448481787,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1990-09-30,Unburn,2,Individual,,,,,0.735686488,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-03-14,Unburn,3,Individual,,,,,3.842425617,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-04-07,Unburn,3,Individual,,,,,0.656511173,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-04-27,Unburn,3,Individual,,,,,0.48005712,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-05-12,Unburn,3,Individual,,,,,0.282958927,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-05-24,Unburn,3,Individual,,,,,4.083632393,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-06-02,Unburn,3,Individual,,,,,1.455610602,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-06-12,Unburn,3,Individual,,,,,0.921324296,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-06-22,Unburn,3,Individual,,,,,8.546664724,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-07-04,Unburn,3,Individual,,,,,0.378584597,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-07-19,Unburn,3,Individual,,,,,0.720976214,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-08-08,Unburn,3,Individual,,,,,0.786041751,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1991-08-28,Unburn,3,Individual,,,,,0.222356988,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-03-20,Unburn,4,Individual,,,,,0.942712199,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-04-08,Unburn,4,Individual,,,,,1.892766552,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-04-30,Unburn,4,Individual,,,,,0.374797408,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-05-10,Unburn,4,Individual,,,,,6.619060692,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-05-21,Unburn,4,Individual,,,,,1.198828852,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-05-31,Unburn,4,Individual,,,,,1.677887294,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-06-11,Unburn,4,Individual,,,,,0.373771931,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-06-21,Unburn,4,Individual,,,,,0.361108151,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.51295,-109.984156,4946,ha,Control,Dfc,Crow Creek,1992-07-01,Unburn,4,Individual,,,,,0.355150673,mg_N_L,,,Figure 8,
