Site,comid,PctLow Burn SeverityWs_1990,PctModerate Burn SeverityWs_1990,PctHigh Burn SeverityWs_1990,PctLow Burn SeverityWs_1991,PctModerate Burn SeverityWs_1991,PctHigh Burn SeverityWs_1991,PctLow Burn SeverityWs_1992,PctModerate Burn SeverityWs_1992,PctHigh Burn SeverityWs_1992,PctLow Burn SeverityWs_1993,PctModerate Burn SeverityWs_1993,PctHigh Burn SeverityWs_1993,PctLow Burn SeverityWs_1994,PctModerate Burn SeverityWs_1994,PctHigh Burn SeverityWs_1994,PctLow Burn SeverityWs_1995,PctModerate Burn SeverityWs_1995,PctHigh Burn SeverityWs_1995
Pinchot,22957733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fish_Creek,22958009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower_MacDonald_Creek,22957903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper_MacDonald_Creek,22957933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DS1,2889268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DS2,2889346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DS3,2889356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1,2889272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US2,2889272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crane_Creek,11750409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wash_Branch,11750421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control,8943655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site_1,8943617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site_2,8943617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camas_Creek,23075361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grade_Creek,23074473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky_Fire,8009327,0.33,0.09,0,0,0,0,0.12,0.06,0.01,0,0,0,0,0,0,0,0,0
Wragg_Fire,15032969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBR,2899241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSF,2899449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNF,2900989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin_Slough,10349048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0
Hobble_Creek_Lower,10348934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hobble_Creek_Upper,10348934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mill_Race,10376606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi_Race,10329067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Provo_River,10376192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spanish_Fork_Lower,10349108,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.13,0.08,0,0,0
Spanish_Fork_Upper,10349244,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
