Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,pair_key,response_var,year,month,lnRR_mean,lnRR_sd,lnRR_n,lnRR_area_mean,lnRR_area_sd,lnRR_area_n,lnRR_var,lnRR_area_var
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,DOC,2016,4,0.30476495378637664,0.005119030323215762,2,-0.5688363693927279,0.005119030323215762,2,1.3102235725001236e-5,1.3102235725001236e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,6,-0.1121234405688861,0.3549550107217455,30,-0.7699034772915402,0.3549550107217455,30,0.004199768654549149,0.004199768654549149
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,7,2.803894320549229,1.7775475868027995,31,2.146114283826575,1.7775475868027992,31,0.1019250136564018,0.10192501365640178
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,8,2.2989027337752597,0.3582652968731151,31,1.6411226970526056,0.35826529687311515,31,0.004140452353018751,0.0041404523530187524
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,9,1.0693315230442053,0.503346638635581,20,0.4115514863215514,0.5033466386355809,20,0.01266789193128691,0.012667891931286904
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,3,0.9153005324982274,0.17219997403317822,10,0.25752049577557334,0.17219997403317822,10,0.002965283105702725,0.002965283105702725
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,4,2.079819987549508,0.4507052185267901,30,1.4220399508268537,0.4507052185267902,30,0.006771173133576053,0.006771173133576057
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,5,2.663883293278391,0.4373669715991532,31,2.0061032565557366,0.43736697159915333,31,0.006170640898252081,0.006170640898252084
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,6,1.0204510132633395,0.8977210950265708,30,0.36267097654068553,0.8977210950265708,30,0.02686343881519018,0.02686343881519018
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,7,1.6351609593680982,1.4651289157914518,31,0.9773809226454441,1.4651289157914518,31,0.06924524967381403,0.06924524967381403
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,8,1.2217586611708502,1.1533566094514522,31,0.5639786244481961,1.153356609451452,31,0.04291069253436612,0.0429106925343661
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,9,2.37406015195546,0.13194328976249958,30,1.7162801152328055,0.13194328976249967,30,5.803010571116976e-4,5.803010571116984e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,10,2.333090357366987,0.470000096995661,31,1.675310320644333,0.470000096995661,31,0.007125809392771959,0.007125809392771959
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,11,1.0826532963011077,0.1502545658368626,30,0.4248732595784536,0.1502545658368626,30,7.525478184941361e-4,7.525478184941361e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,12,1.4519714149860639,0.06972333474595868,16,0.7941913782634097,0.06972333474595868,16,3.0383396300606307e-4,3.0383396300606307e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2014,4,1.3803187328716673,0.15686075243993608,19,0.7225386961490132,0.15686075243993608,19,0.001295015560843311,0.001295015560843311
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2014,5,1.3143329864913567,0.690406420666596,31,0.6565529497687027,0.690406420666596,31,0.015376162119279377,0.015376162119279377
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2014,6,1.6302915379560825,0.592480361710313,30,0.9725115012334283,0.5924803617103132,30,0.01170109930041278,0.011701099300412783
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2014,7,0.714234894472092,0.3151813024599572,31,0.056454857749437884,0.3151813024599572,31,0.0032044920458179035,0.0032044920458179035
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2014,8,0.6268746017879477,0.430702786294209,31,-0.030905434934706304,0.43070278629420905,31,0.005984028713599841,0.005984028713599842
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2014,9,-0.2557183120191384,0.15367312145437542,30,-0.9134983487417925,0.15367312145437542,30,7.871809419177073e-4,7.871809419177073e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2014,10,0,NA,1,-0.657780036722654,NA,1,NA,NA
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2015,4,2.126704639114425,0.16884759109148972,20,1.4689246023917708,0.16884759109148967,20,0.001425475450869946,0.001425475450869945
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2015,5,1.998912335982516,0.3093203134641091,29,1.341132299259862,0.3093203134641091,29,0.003299277804190852,0.003299277804190852
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2015,7,1.6399951463352163,0.250047637970956,10,0.9822151096125622,0.25004763797095597,10,0.006252382125485428,0.006252382125485426
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2015,8,0.5235406204867323,0.388951836301278,31,-0.1342394162359217,0.388951836301278,31,0.0048801139020043915,0.0048801139020043915
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2015,9,-0.16258460892026053,0.07653996365155905,30,-0.8203646456429146,0.07653996365155906,30,1.9527886785939934e-4,1.952788678593994e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2015,10,0.037279904877593625,0.0535077915146457,31,-0.6205001318450605,0.0535077915146457,31,9.235754041209e-5,9.235754041209e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2015,11,-0.07964542216401439,0.007396775276098437,3,-0.7374254588866683,0.007396775276098298,3,1.823742816170037e-5,1.8237428161699687e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,3,0.292776439009964,0.1182135068291146,30,-0.5977013618317115,0.1182135068291146,30,4.6581443989457085e-4,4.6581443989457085e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,4,-0.03526575660189064,0.16065454809814347,30,-0.9257435574435662,0.16065454809814353,30,8.603294608206232e-4,8.603294608206237e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,5,-0.04529812216543796,0.14997330884660687,31,-0.9357759230071134,0.1499733088466069,31,7.255481731096686e-4,7.25548173109669e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,6,0.020760626021861323,0.1092940846820447,30,-0.8697171748198143,0.1092940846820447,30,3.981732315495319e-4,3.981732315495319e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,7,0.2955917943402916,0.5240020809633339,31,-0.594886006501384,0.5240020809633339,31,0.008857360672706592,0.008857360672706592
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,8,0.6561616643275047,0.13565287295662024,31,-0.23431613651417083,0.13565287295662024,31,5.936032884317726e-4,5.936032884317726e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,9,0.8844742171432135,0.21253660751769224,30,-0.006003583698461924,0.2125366075176923,30,0.0015057269845043183,0.0015057269845043194
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,10,0.8222010801857245,0.11236495798550447,31,-0.06827672065595103,0.11236495798550448,31,4.0728657364787695e-4,4.0728657364787706e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,11,0.6034017635527005,0.07528258075267426,30,-0.28707603728897507,0.07528258075267426,30,1.8891556549276403e-4,1.8891556549276403e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,12,0.5103488770061698,0.011866604203432428,31,-0.38012892383550567,0.011866604203432414,31,4.542461139384522e-6,4.5424611393845105e-6
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,1,0.5172477158658552,0.006581002346217259,31,-0.37323008497582033,0.00658100234621725,31,1.3970836090618407e-6,1.397083609061837e-6
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,2,0.48320822269710834,0.016445711552292724,29,-0.40726957814456716,0.01644571155229275,29,9.326256153834978e-6,9.326256153835009e-6
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,3,0.20047270063618705,0.19699542468533418,31,-0.6900051002054884,0.1969954246853342,31,0.0012518450757082315,0.0012518450757082317
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,4,-0.029731905118536586,0.02451998146280216,30,-0.920209705960212,0.02451998146280214,30,2.004098303120539e-5,2.004098303120535e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,5,0.19595761070762607,0.0704357636875995,31,-0.6945201901340494,0.07043576368759953,31,1.6003860665339873e-4,1.6003860665339886e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,6,0.25275978711353003,0.054405189502720504,30,-0.6377180137281455,0.054405189502720525,30,9.86641548275643e-5,9.866415482756439e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,7,0.22657321820538395,0.5953519763842017,31,-0.6639045826362915,0.5953519763842017,31,0.011433676638212098,0.011433676638212098
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,8,0.16331636032948985,0.04332470673464816,31,-0.7271614405121857,0.043324706734648166,31,6.0549361730427986e-5,6.0549361730428006e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,9,0.29731072782609796,0.03560717746874793,20,-0.5931670730155775,0.035607177468747926,20,6.339355436454553e-5,6.33935543645455e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,3,0.24026242148530383,0.06433315306945861,10,-0.6502153793563717,0.06433315306945862,10,4.138754583858392e-4,4.1387545838583934e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,4,0.04235755165007303,0.09425716325006145,30,-0.8481202491916024,0.09425716325006145,30,2.961470941316245e-4,2.961470941316245e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,5,-0.05664602962069821,0.04677668811152943,31,-0.9471238304623737,0.04677668811152941,31,7.058253389300963e-5,7.058253389300958e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,6,0.1958928824908015,0.10362011342661046,30,-0.694584918350874,0.10362011342661046,30,3.579042635514539e-4,3.579042635514539e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,7,0.17467500480420864,0.24544741905011633,31,-0.7158027960374669,0.2454474190501163,31,0.0019433688876891422,0.0019433688876891416
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,8,0.12296771033547907,0.23974931575352243,31,-0.7675100905061963,0.23974931575352246,31,0.0018541849807832966,0.001854184980783297
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,9,0.19327526295837597,0.1990098966831108,30,-0.6972025378832996,0.19900989668311084,30,0.0013201646325940813,0.0013201646325940815
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,10,0.2768910408207609,0.16320145414889792,31,-0.6135867600209146,0.16320145414889792,31,8.5918434310693e-4,8.5918434310693e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,11,0.4669655574304734,0.026108616266330913,30,-0.4235122434112021,0.026108616266330896,30,2.272199477808397e-5,2.272199477808394e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,12,0.5472401915542062,0.01993835491752073,16,-0.34323760928746927,0.01993835491752072,16,2.4846124801063946e-5,2.484612480106392e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2014,4,-0.1723083215360253,0.02530120939630758,19,-1.0627861223777009,0.025301209396307523,19,3.369216825872647e-5,3.3692168258726324e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2014,5,-0.014793610514330409,0.05084503948943006,31,-0.9052714113560059,0.050845039489430095,31,8.339413034457104e-5,8.339413034457115e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2014,6,0.10303603723909849,0.056429926136293856,30,-0.787441763602577,0.05642992613629388,30,1.0614455212491936e-4,1.0614455212491943e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2014,7,0.060614755507868795,0.15074410911549113,31,-0.8298630453338067,0.1507441091154911,31,7.330253688071967e-4,7.330253688071964e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2014,8,0.13075684071367502,0.22510367219551833,31,-0.7597209601280005,0.22510367219551833,31,0.0016345697818034635,0.0016345697818034635
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2014,9,0.4334033296544683,0.04786292654502403,30,-0.4570744711872072,0.04786292654502401,30,7.636199124847888e-5,7.63619912484788e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2014,10,0.5234840206379141,NA,1,-0.3669937802037614,NA,1,NA,NA
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,4,-0.09962108364826489,0.0037655309768720073,20,-0.9900988844899403,0.0037655309768720017,20,7.089611768891327e-7,7.089611768891306e-7
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,5,-0.017306742226005867,0.05452188175849161,31,-0.9077845430676814,0.054521881758491576,31,9.589147066086904e-5,9.589147066086893e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,6,0.14173467142750856,0.11712810015439823,30,-0.7487431294141669,0.11712810015439823,30,4.5729972819262473e-4,4.5729972819262473e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,7,0.07206008173961669,0.11780141294143189,31,-0.8184177191020588,0.11780141294143193,31,4.4765073841928244e-4,4.4765073841928276e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,8,0.35013383785648,0.05586077905380244,31,-0.5403439629851955,0.05586077905380244,31,1.006589237579914e-4,1.006589237579914e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,9,0.4583186771570795,0.029816680346830913,30,-0.43215912368459597,0.029816680346830857,30,2.9634480896836425e-5,2.9634480896836317e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,10,0.5542038685894124,0.040120293436476495,31,-0.33627393225226304,0.040120293436476516,31,5.1923804691257385e-5,5.192380469125744e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,11,0.4559514824629082,0.008136695399654479,3,-0.43452631837876726,0.008136695399654423,3,2.2068604008919452e-5,2.2068604008919154e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,3,-1.9832968163716582,0.4341322584189315,30,-2.873774617213334,0.4341322584189314,30,0.006282360593330731,0.006282360593330727
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,4,-1.264727310635338,0.7684723642776765,30,-2.1552051114770134,0.7684723642776765,30,0.0196849924886174,0.0196849924886174
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,5,0.24380855869541787,1.7158444371809727,31,-0.6466692421462575,1.7158444371809727,31,0.0949716816969319,0.0949716816969319
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,6,0.22160869698855143,0.9734256424875246,30,-0.668869103853124,0.9734256424875246,30,0.03158524938174167,0.03158524938174167
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,7,2.1788631555706286,2.062771498786423,31,1.2883853547289532,2.062771498786423,31,0.13725891149050276,0.13725891149050276
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,8,1.7104516084158383,0.8717369244534691,31,0.8199738075741628,0.8717369244534691,31,0.024513718240503007,0.024513718240503007
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,9,3.185433404412291,0.8443650992003038,30,2.2949556035706156,0.8443650992003039,30,0.023765080691584627,0.023765080691584634
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,10,1.2249328478855084,0.9146417871356405,31,0.3344550470438329,0.9146417871356405,31,0.02698611608950575,0.02698611608950575
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,11,0.526238889924054,0.8423601194826549,30,-0.36423891091762145,0.8423601194826549,30,0.023652352363161086,0.023652352363161086
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,12,0.8044172498034621,0.26622540124253086,31,-0.08606055103821343,0.26622540124253086,31,0.0022863214279595662,0.0022863214279595662
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,1,0.8548016867610327,0.14459388177966823,31,-0.03567611408064279,0.14459388177966825,31,6.744319563907313e-4,6.744319563907316e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,2,1.2166423797822112,0.10700506571287163,29,0.32616457894053574,0.10700506571287163,29,3.948304858005509e-4,3.948304858005509e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,3,1.6080891051604567,0.15607851385654567,31,0.7176113043187813,0.15607851385654567,31,7.858226608925135e-4,7.858226608925135e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,4,2.310387075727407,0.5901983875855243,30,1.4199092748857314,0.5901983875855242,30,0.011611137890285093,0.01161113789028509
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,5,1.2206115725595568,1.1406280205278214,31,0.3301337717178814,1.1406280205278214,31,0.04196878326494246,0.04196878326494246
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,6,0.9112038265566086,0.9796742801004934,30,0.02072602571493336,0.9796742801004933,30,0.031992056503013996,0.03199205650301399
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,7,2.5055688128026987,1.2355373038348763,31,1.6150910119610233,1.2355373038348763,31,0.049243626747340494,0.049243626747340494
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,8,1.0202663715901832,1.2191960789890675,31,0.12978857074850825,1.2191960789890672,31,0.0479496477103973,0.04794964771039729
