Study_ID,Comparison_ID,Sampling_Date,response_var,Pair_Burn,Site_Burn,concentration_Burn,Area_watershed_km_Burn,Pair_Unburn,Site_Unburn,concentration_Unburn,Area_watershed_km_Unburn,pair_key,lnRR,conc_norm_Burn,conc_norm_Unburn,lnRR_area
Burd et al 2018,Burd_et_al_2018_C1,2016-04-29,DOC,Site_1,Notawohka Creek,17.8042328,321,Control_1,Scotty Creek,13.17460317,134,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,0.3011452527317312,0.055464899688473526,0.0983179341044776,-0.5724560704473732
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-13,DOC,Site_2,DS2,6.404,50,Control_1_2_3,US1,7.184,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.1149335358654303,0.12808,0.2773745173745174,-0.7727135725880844
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-13,NO3,Site_2,DS2,0.5012903222,50,Control_1_2_3,US1,0.0496774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.311634926845542,0.010025806444,0.001918047081081081,1.653854890122888
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-14,DOC,Site_2,DS2,6.112,50,Control_1_2_3,US1,6.922,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.12445069334893306,0.12224,0.2672586872586873,-0.7822307300715873
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-14,NO3,Site_2,DS2,0.4199999995999999,50,Control_1_2_3,US1,0.03612903219999999,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.453157952128182,0.008399999991999998,0.0013949433281853277,1.795377915405528
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-15,DOC,Site_2,DS2,5.82,50,Control_1_2_3,US1,6.66,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.13481922280895123,0.1164,0.2571428571428572,-0.7925992595316055
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-15,NO3,Site_2,DS2,0.338709677,50,Control_1_2_3,US1,0.022580645,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.708050207006972,0.00677419354,8.718395752895753e-4,2.050270170284318
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-16,DOC,Site_2,DS2,5.571428571428572,50,Control_1_2_3,US1,6.301428571428572,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.12312486798720185,0.11142857142857145,0.2432984004412576,-0.7809049047098559
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-16,NO3,Site_2,DS2,0.32258064485714283,50,Control_1_2_3,US1,0.02032258057142857,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.764620555275865,0.006451612897142856,7.846556205184777e-4,2.106840518553211
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-17,DOC,Site_2,DS2,5.322857142857143,50,Control_1_2_3,US1,5.942857142857143,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.11017980209377516,0.10645714285714286,0.22945394373965805,-0.7679598388164293
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-17,NO3,Site_2,DS2,0.3064516127142857,50,Control_1_2_3,US1,0.01806451614285714,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.83111029247759,0.006129032254285714,6.974716657473799e-4,2.173330255754936
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-18,DOC,Site_2,DS2,5.074285714285715,50,Control_1_2_3,US1,5.5842857142857145,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.0957707616808941,0.10148571428571429,0.2156094870380585,-0.7535507984035482
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-18,NO3,Site_2,DS2,0.29032258057142857,50,Control_1_2_3,US1,0.01580645171428571,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.9105744585457223,0.005806451611428572,6.102877109762822e-4,2.2527944218230678
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-19,DOC,Site_2,DS2,4.825714285714286,50,Control_1_2_3,US1,5.225714285714286,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.07963273158306572,0.09651428571428572,0.20176503033645893,-0.7374127683057197
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-19,NO3,Site_2,DS2,0.2741935484285714,50,Control_1_2_3,US1,0.01354838728571428,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,3.0075667174066765,0.005483870968571428,5.231037562051846e-4,2.3497866806840224
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-20,DOC,Site_2,DS2,4.577142857142857,50,Control_1_2_3,US1,4.867142857142857,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.06143210947271679,0.09154285714285715,0.18792057363485937,-0.7192121461953707
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-20,NO3,Site_2,DS2,0.25806451628571425,50,Control_1_2_3,US1,0.01129032285714285,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,3.1292636422958613,0.005161290325714285,4.359198014340869e-4,2.4714836055732072
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-21,DOC,Site_2,DS2,4.328571428571429,50,Control_1_2_3,US1,4.508571428571429,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.04074278346234998,0.08657142857142858,0.1740761169332598,-0.6985228201850041
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-21,NO3,Site_2,DS2,0.24193548414285715,50,Control_1_2_3,US1,0.00903225842857143,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,3.28786865717284,0.004838709682857143,3.487358466629896e-4,2.630088620450186
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-22,DOC,Site_2,DS2,4.08,50,Control_1_2_3,US1,4.15,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.017011345826536677,0.0816,0.16023166023166024,-0.6747913825491907
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-22,NO3,Site_2,DS2,0.225806452,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,3.5065578323676028,0.00451612904,2.615518918918919e-4,2.8487777956449487
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-23,DOC,Site_2,DS2,3.9814285714285713,50,Control_1_2_3,US1,4.041428571428572,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.014957543819619138,0.07962857142857142,0.15603971318257034,-0.6727375805422731
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-23,NO3,Site_2,DS2,0.2064516132857143,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,3.4169456738163086,0.004129032265714286,2.615518918918919e-4,2.7591656370936546
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-24,DOC,Site_2,DS2,3.882857142857143,50,Control_1_2_3,US1,3.9328571428571433,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.012794910431518331,0.07765714285714286,0.15184776613348044,-0.6705749471541725
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-24,NO3,Site_2,DS2,0.18709677457142856,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,3.318505601170082,0.0037419354914285715,2.615518918918919e-4,2.660725564447428
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-25,DOC,Site_2,DS2,3.7842857142857143,50,Control_1_2_3,US1,3.8242857142857143,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.01051455424828276,0.07568571428571429,0.14765581908439052,-0.6682945909709368
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-25,NO3,Site_2,DS2,0.1677419358571429,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,3.2093063094106604,0.003354838717142858,2.615518918918919e-4,2.5515262726880064
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-26,DOC,Site_2,DS2,3.685714285714286,50,Control_1_2_3,US1,3.715714285714286,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.008106587532988485,0.07371428571428572,0.14346387203530064,-0.6658866242556426
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-26,NO3,Site_2,DS2,0.14838709714285714,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,3.086703987577525,0.002967741942857143,2.615518918918919e-4,2.4289239508548714
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-27,DOC,Site_2,DS2,3.587142857142857,50,Control_1_2_3,US1,3.607142857142857,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.005559982551875194,0.07174285714285715,0.13927192498621072,-0.6633400192745291
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-27,NO3,Site_2,DS2,0.12903225842857144,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.9469420455393234,0.002580645168571429,2.615518918918919e-4,2.2891620088166693
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-28,DOC,Site_2,DS2,3.488571428571429,50,Control_1_2_3,US1,3.4985714285714287,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,-0.002862402281517644,0.06977142857142858,0.13507997793712082,-0.6606424390041719
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-28,NO3,Site_2,DS2,0.10967741971428573,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.7844231164974307,0.0021935483942857143,2.615518918918919e-4,2.1266430797747766
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-29,DOC,Site_2,DS2,3.39,50,Control_1_2_3,US1,3.39,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0,0.0678,0.1308880308880309,-0.657780036722654
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-29,NO3,Site_2,DS2,0.090322581,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.5902671027077337,0.00180645162,2.615518918918919e-4,1.9324870659850797
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-30,DOC,Site_2,DS2,3.31,50,Control_1_2_3,US1,3.29,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.0060606246116909545,0.0662,0.12702702702702703,-0.6517194121109631
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-30,NO3,Site_2,DS2,0.08709677442857143,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.5538994573067,0.0017419354885714286,2.615518918918919e-4,1.896119420584046
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-31,DOC,Site_2,DS2,3.23,50,Control_1_2_3,US1,3.19,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.012461220437812033,0.0646,0.12316602316602317,-0.645318816284842
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-05-31,NO3,Site_2,DS2,0.08387096785714286,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.516159127999067,0.0016774193571428573,2.615518918918919e-4,1.8583790912764127
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-01,DOC,Site_2,DS2,3.15,50,Control_1_2_3,US1,3.09,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.019231361927887592,0.063,0.1193050193050193,-0.6385486747947663
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-01,NO3,Site_2,DS2,0.08064516128571429,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.476938413415016,0.0016129032257142858,2.615518918918919e-4,1.819158376692362
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-02,DOC,Site_2,DS2,3.0700000000000003,50,Control_1_2_3,US1,2.99,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.02640417419651071,0.0614,0.11544401544401546,-0.6313758625261434
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-02,NO3,Site_2,DS2,0.07741935471428571,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.436116417344761,0.0015483870942857142,2.615518918918919e-4,1.778336380622107
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-03,DOC,Site_2,DS2,2.99,50,Control_1_2_3,US1,2.89,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.03401688527825435,0.059800000000000006,0.1115830115830116,-0.6237631514443998
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-03,NO3,Site_2,DS2,0.07419354814285714,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.3935568012411825,0.0014838709628571427,2.615518918918919e-4,1.7357767645185285
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-04,DOC,Site_2,DS2,2.91,50,Control_1_2_3,US1,2.79,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.04211148535012685,0.0582,0.10772200772200773,-0.6156685513725271
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-04,NO3,Site_2,DS2,0.07096774157142857,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.349105036832404,0.0014193548314285714,2.615518918918919e-4,1.69132500010975
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-05,DOC,Site_2,DS2,2.83,50,Control_1_2_3,US1,2.69,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.05073551804139847,0.056600000000000004,0.10386100386100386,-0.6070445186812553
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-05,NO3,Site_2,DS2,0.067741935,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.3025850191845243,0.0013548387000000002,2.615518918918919e-4,1.6448049824618702
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-06,DOC,Site_2,DS2,2.7233333333333336,50,Control_1_2_3,US1,2.5766666666666667,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.05536004627258101,0.05446666666666667,0.09948519948519949,-0.602419990450073
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-06,NO3,Site_2,DS2,0.06021505333333334,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.1848019835281405,0.0012043010666666668,2.615518918918919e-4,1.5270219468054869
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-07,DOC,Site_2,DS2,2.6166666666666667,50,Control_1_2_3,US1,2.463333333333334,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.060385796834206404,0.052333333333333336,0.09510939510939513,-0.5973942398884475
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-07,NO3,Site_2,DS2,0.05268817166666667,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,2.051270590903618,0.0010537634333333335,2.615518918918919e-4,1.3934905541809641
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-08,DOC,Site_2,DS2,2.51,50,Control_1_2_3,US1,2.3499999999999996,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.06586742498762502,0.050199999999999995,0.09073359073359072,-0.591912611735029
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-08,NO3,Site_2,DS2,0.04516129,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,1.8971199110763597,9.032258e-4,2.615518918918919e-4,1.2393398743537056
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-09,DOC,Site_2,DS2,2.4033333333333333,50,Control_1_2_3,US1,2.2366666666666664,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.0718700003132674,0.04806666666666667,0.08635778635778635,-0.5859100364093867
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-09,NO3,Site_2,DS2,0.03763440833333333,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,1.714798354282405,7.526881666666665e-4,2.615518918918919e-4,1.0570183175597507
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-10,DOC,Site_2,DS2,2.296666666666667,50,Control_1_2_3,US1,2.123333333333333,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.07847161544149552,0.04593333333333334,0.08198198198198198,-0.5793084212811586
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-10,NO3,Site_2,DS2,0.03010752666666666,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,1.491654802968195,6.021505333333332e-4,2.615518918918919e-4,0.8338747662455411
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-11,DOC,Site_2,DS2,2.19,50,Control_1_2_3,US1,2.01,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.0857668217574251,0.0438,0.0776061776061776,-0.5720132149652289
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-11,NO3,Site_2,DS2,0.022580645,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,1.2039727305164145,4.516129e-4,2.615518918918919e-4,0.5461926937937603
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-12,DOC,Site_2,DS2,2.16375,50,Control_1_2_3,US1,1.96625,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.09571465211793143,0.043274999999999994,0.07591698841698842,-0.5620653846047227
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-12,NO3,Site_2,DS2,0.020604838625,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,1.1124055400241921,4.120967725e-4,2.615518918918919e-4,0.454625503301538
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-13,DOC,Site_2,DS2,2.1375,50,Control_1_2_3,US1,1.9225,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.10601049943111633,0.04275,0.07422779922779923,-0.5517695372915377
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-13,NO3,Site_2,DS2,0.01862903225,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,1.011600844578915,3.72580645e-4,2.615518918918919e-4,0.3538208078562611
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-14,DOC,Site_2,DS2,2.11125,50,Control_1_2_3,US1,1.87875,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.11667352705482573,0.042225,0.07253861003861004,-0.5411065096678285
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-14,NO3,Site_2,DS2,0.016653225875,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.8994835510073321,3.330645175e-4,2.615518918918919e-4,0.2417035142846782
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-15,DOC,Site_2,DS2,2.085,50,Control_1_2_3,US1,1.835,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.12772437374423118,0.0417,0.07084942084942085,-0.5300556629784228
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-15,NO3,Site_2,DS2,0.0146774195,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.7731898314569272,2.9354839e-4,2.615518918918919e-4,0.11540979473427303
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-16,DOC,Site_2,DS2,2.05875,50,Control_1_2_3,US1,1.7912499999999998,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.13918530234946846,0.041174999999999996,0.06916023166023165,-0.5185947343731855
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-16,NO3,Site_2,DS2,0.012701613125,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.628608610216027,2.540322625e-4,2.615518918918919e-4,-0.02917142650662697
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-17,DOC,Site_2,DS2,2.0325,50,Control_1_2_3,US1,1.7474999999999998,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.15108036731400049,0.040650000000000006,0.06747104247104246,-0.5066996694086534
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-17,NO3,Site_2,DS2,0.01072580675,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.4595322905313242,2.1451613500000002e-4,2.615518918918919e-4,-0.19824774619132973
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-18,DOC,Site_2,DS2,2.00625,50,Control_1_2_3,US1,1.70375,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.16343560386758368,0.040125,0.06578185328185329,-0.49434443285507057
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-18,NO3,Site_2,DS2,0.008750000375,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.2559333503276781,1.7500000750000002e-4,2.615518918918919e-4,-0.4018466863949757
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-19,DOC,Site_2,DS2,1.98,50,Control_1_2_3,US1,1.66,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.17627924233799197,0.039599999999999996,0.06409266409266409,-0.48150079438466215
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-19,NO3,Site_2,DS2,0.006774194,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0,1.3548388e-4,2.615518918918919e-4,-0.657780036722654
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-20,DOC,Site_2,DS2,1.9728571428571429,50,Control_1_2_3,US1,1.65,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.17870753045339818,0.03945714285714286,0.0637065637065637,-0.47907250626925574
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-20,NO3,Site_2,DS2,0.006774194,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0,1.3548388e-4,2.615518918918919e-4,-0.657780036722654
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-21,DOC,Site_2,DS2,1.9657142857142855,50,Control_1_2_3,US1,1.64,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.18115944161377717,0.03931428571428571,0.06332046332046332,-0.4766205951088768
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-21,NO3,Site_2,DS2,0.006774194,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0,1.3548388e-4,2.615518918918919e-4,-0.657780036722654
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-22,DOC,Site_2,DS2,1.9585714285714289,50,Control_1_2_3,US1,1.63,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.18363532970023894,0.03917142857142858,0.06293436293436293,-0.47414470702241485
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-22,NO3,Site_2,DS2,0.006774194,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0,1.3548388e-4,2.615518918918919e-4,-0.657780036722654
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-23,DOC,Site_2,DS2,1.9514285714285713,50,Control_1_2_3,US1,1.62,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.1861355558430378,0.039028571428571426,0.06254826254826255,-0.4716444808796161
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-23,NO3,Site_2,DS2,0.006774194,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0,1.3548388e-4,2.615518918918919e-4,-0.657780036722654
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-24,DOC,Site_2,DS2,1.9442857142857144,50,Control_1_2_3,US1,1.61,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.18866048861168974,0.03888571428571429,0.06216216216216217,-0.4691195481109643
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-24,NO3,Site_2,DS2,0.006774194,50,Control_1_2_3,US1,0.006774194,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0,1.3548388e-4,2.615518918918919e-4,-0.657780036722654
Murphy et al. 2018,Murphy_et_al_2018_C2,2013-06-25,DOC,Site_2,DS2,1.937142857142857,50,Control_1_2_3,US1,1.6,25.9,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,0.1912105042112006,0.03874285714285714,0.061776061776061784,-0.46656953251145356
