Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,11/23/04,Unburn,1,Mean,,,,,147.7982254,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,1/18/05,Unburn,2,Mean,,,,,147.2779056,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,1/19/05,Unburn,2,Mean,,,,,119.1441195,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,3/10/05,Unburn,2,Mean,,,,,123.3660131,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,4/10/05,Unburn,2,Mean,,,,,118.3864607,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,4/23/05,Unburn,2,Mean,,,,,122.9552342,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,5/7/05,Unburn,2,Mean,,,,,155.6304086,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,5/27/05,Unburn,2,Mean,,,,,169.5101691,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/2/05,Unburn,2,Mean,,,,,174.1428415,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/5/05,Unburn,2,Mean,,,,,150.6782415,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/8/05,Unburn,2,Mean,,,,,85.02665498,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/13/05,Unburn,2,Mean,,,,,94.35589878,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/16/05,Unburn,2,Mean,,,,,99.00682806,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/20/05,Unburn,2,Mean,,,,,113.0326432,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,7/12/05,Unburn,2,Mean,,,,,98.76948917,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,7/25/05,Unburn,2,Mean,,,,,93.96337678,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,8/6/05,Unburn,2,Mean,,,,,103.2195932,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,8/16/05,Unburn,2,Mean,,,,,89.06598021,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,8/22/05,Unburn,2,Mean,,,,,121.8233103,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,9/11/05,Unburn,2,Mean,,,,,102.8909702,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,9/25/05,Unburn,2,Mean,,,,,116.8163727,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,10/31/05,Unburn,2,Mean,,,,,123.5143499,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,11/30/05,Unburn,2,Mean,,,,,111.5173257,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,1/6/06,Unburn,3,Mean,,,,,120.5453317,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,2/8/06,Unburn,3,Mean,,,,,134.2972943,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,3/11/06,Unburn,3,Mean,,,,,138.7017563,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,4/21/06,Unburn,3,Mean,,,,,96.1313762,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,5/12/06,Unburn,3,Mean,,,,,95.93055099,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/5/06,Unburn,3,Mean,,,,,114.4612407,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/14/06,Unburn,3,Mean,,,,,86.25442728,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/19/06,Unburn,3,Mean,,,,,81.51221382,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,6/27/06,Unburn,3,Mean,,,,,76.75174353,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,7/10/06,Unburn,3,Mean,,,,,71.94563114,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,7/19/06,Unburn,3,Mean,,,,,90.61324716,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,8/1/06,Unburn,3,Mean,,,,,85.79800635,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,8/21/06,Unburn,3,Mean,,,,,80.92799503,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,9/3/06,Unburn,3,Mean,,,,,29.24745317,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,9/16/06,Unburn,3,Mean,,,,,90.05641363,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,10/17/06,Unburn,3,Mean,,,,,225.7092781,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,11/15/06,Unburn,3,Mean,,,,,122.3116807,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Control,Dfc,Reference,12/17/06,Unburn,3,Mean,,,,,131.3853288,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,4/9/04,Burn,1,Mean,,,,,431.1717238,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,4/17/04,Burn,1,Mean,,,,,735.7916165,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,4/29/04,Burn,1,Mean,,,,,576.2998868,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,5/9/04,Burn,1,Mean,,,,,229.3286961,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,5/21/04,Burn,1,Mean,,,,,219.8442692,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,5/26/04,Burn,1,Mean,,,,,224.48607,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,5/28/04,Burn,1,Mean,,,,,679.1589075,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/11/04,Burn,1,Mean,,,,,111.8413846,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/25/04,Burn,1,Mean,,,,,435.1471501,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,7/1/04,Burn,1,Mean,,,,,580.403111,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,7/8/04,Burn,1,Mean,,,,,317.8332786,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,7/23/04,Burn,1,Mean,,,,,397.3828824,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,8/14/04,Burn,1,Mean,,,,,261.2370833,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,8/28/04,Burn,1,Mean,,,,,1667.360426,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,10/9/04,Burn,1,Mean,,,,,396.6526089,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,11/24/04,Burn,1,Mean,,,,,682.1667214,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,1/19/05,Burn,2,Mean,,,,,583.2009713,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,1/19/05,Burn,2,Mean,,,,,376.9534816,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,3/11/05,Burn,2,Mean,,,,,512.4146493,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,4/11/05,Burn,2,Mean,,,,,826.1903458,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,4/24/05,Burn,2,Mean,,,,,1219.816884,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,5/10/05,Burn,2,Mean,,,,,1313.419688,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,5/27/05,Burn,2,Mean,,,,,694.5129076,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/5/05,Burn,2,Mean,,,,,652.2346369,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/9/05,Burn,2,Mean,,,,,624.0734655,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/13/05,Burn,2,Mean,,,,,567.7876365,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/2/05,Burn,2,Mean,,,,,492.8889619,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/22/05,Burn,2,Mean,,,,,445.8319641,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/18/05,Burn,2,Mean,,,,,380.2442765,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,7/11/05,Burn,2,Mean,,,,,309.7135502,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,7/24/05,Burn,2,Mean,,,,,321.3134882,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,8/8/05,Burn,2,Mean,,,,,330.5514478,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,8/21/05,Burn,2,Mean,,,,,328.0799284,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,8/17/05,Burn,2,Mean,,,,,260.1485194,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,9/11/05,Burn,2,Mean,,,,,271.6389163,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,9/26/05,Burn,2,Mean,,,,,362.9025633,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,10/31/05,Burn,2,Mean,,,,,350.8553328,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,12/1/05,Burn,2,Mean,,,,,378.6970095,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,1/6/06,Burn,3,Mean,,,,,364.292365,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,2/10/06,Burn,3,Mean,,,,,380.3743564,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,3/12/06,Burn,3,Mean,,,,,359.0024464,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,4/21/06,Burn,3,Mean,,,,,318.7849162,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,5/12/06,Burn,3,Mean,,,,,414.6857998,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/4/06,Burn,3,Mean,,,,,231.6518786,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/16/06,Burn,3,Mean,,,,,196.3910797,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/20/06,Burn,3,Mean,,,,,179.9485157,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,6/28/06,Burn,3,Mean,,,,,156.4291452,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,7/11/06,Burn,3,Mean,,,,,165.6853617,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,7/19/06,Burn,3,Mean,,,,,160.9248914,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,8/1/06,Burn,3,Mean,,,,,165.4936649,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,8/21/06,Burn,3,Mean,,,,,120.7758243,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,9/4/06,Burn,3,Mean,,,,,132.3620696,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,9/17/06,Burn,3,Mean,,,,,179.1178296,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,10/16/06,Burn,3,Mean,,,,,92.12628254,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,11/16/06,Burn,3,Mean,,,,,223.0825757,ug_L,,,Figure_3,
Blandon et al. 2008,10.1139/X08-071,Control_Reference_vs_Impact,49.617,-114.667,Site_1,Dfc,Burned,12/17/06,Burn,3,Mean,,,,,267.3257385,ug_L,,,Figure_3,
