Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/78,Burn,Post,,,,,,3.762497723,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/79,Burn,Post,,,,,,1.921989283,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/80,Burn,Post,,,,,,39.59729292,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/81,Burn,Post,,,,,,7.898848724,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/82,Burn,Post,,,,,,5.104535128,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/83,Burn,Post,,,,,,1.346830395,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/84,Burn,Post,,,,,,6.26683538,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/85,Burn,Post,,,,,,6.360298699,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/86,Burn,Post,,,,,,23.79240599,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_2,Dfb,Northeast,7/1/87,Burn,Post,,,,,,24.85405343,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Pre_3,Dfb,East,7/1/71,Unburn,Pre,,,,,,22.35211227,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Pre_3,Dfb,East,7/1/72,Unburn,Pre,,,,,,36.99949194,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Pre_3,Dfb,East,7/1/73,Unburn,Pre,,,,,,18.59440754,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/74,Burn,Post,,,,,,182.5626204,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/75,Burn,Post,,,,,,158.5689088,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/76,Burn,Post,,,,,,171.1984394,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/77,Burn,Post,,,,,,26.7832322,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/78,Burn,Post,,,,,,69.27069853,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/79,Burn,Post,,,,,,75.14450867,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/80,Burn,Post,,,,,,120.5197519,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/81,Burn,Post,,,,,,65.70710992,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/82,Burn,Post,,,,,,71.58331656,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/83,Burn,Post,,,,,,56.26491818,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/84,Burn,Post,,,,,,66.9580805,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/85,Burn,Post,,,,,,42.00337427,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/86,Burn,Post,,,,,,47.8819774,ug_N_L,,,,
Bayley et al. 1992,10.1139/f92-068,Pre_Post,,,Post_3,Dfb,East,7/1/87,Burn,Post,,,,,,140.4609898,ug_N_L,,,,
