Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2005,Burn,2,,,,,,96.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2005,Unburn,2,,,,,,0.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2005,Unburn,2,,,,,,1.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2005,Unburn,2,,,,,,38.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2005,Unburn,2,,,,,,3.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2005,Unburn,2,,,,,,1.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2005,Unburn,2,,,,,,9.2,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2005,Unburn,2,,,,,,0.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2005,Unburn,2,,,,,,23.7,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Site_4,Dsb,SF,2005,Burn,2,,,,,,455.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Site_4,Dsb,SF,2005,Burn,2,,,,,,770.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Site_4,Dsb,SF,2005,Burn,2,,,,,,632.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,234.7,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,2.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,230.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,2.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,2.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,63.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,72.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,3.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,72.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,Control_4,Dsb,SF,2005,Unburn,2,,,,,,6.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Site_1,Dsb,Ca,2006,Burn,3,,,,,,349.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Site_1,Dsb,Ca,2006,Burn,3,,,,,,200,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Site_1,Dsb,Ca,2006,Burn,3,,,,,,247.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Site_1,Dsb,Ca,2006,Burn,3,,,,,,279.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Site_1,Dsb,Ca,2006,Burn,3,,,,,,187.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Site_1,Dsb,Ca,2006,Burn,3,,,,,,87.7,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,120.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,48.2,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,111.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,24.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,93.7,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,14.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,3.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,6.7,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,24.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,7.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.2,-115.233333,Control_1,Dsb,Ca,2006,Unburn,3,,,,,,26.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,67.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,33.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,16.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,15.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,26,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,12.7,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,14,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,20.2,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Site_2,Dsb,DC,2006,Burn,3,,,,,,27.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Control_2,Dsb,DC,2006,Unburn,3,,,,,,0.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Control_2,Dsb,DC,2006,Unburn,3,,,,,,2.2,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Control_2,Dsb,DC,2006,Unburn,3,,,,,,1.2,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Control_2,Dsb,DC,2006,Unburn,3,,,,,,3.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Control_2,Dsb,DC,2006,Unburn,3,,,,,,2.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Control_2,Dsb,DC,2006,Unburn,3,,,,,,3.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Control_2,Dsb,DC,2006,Unburn,3,,,,,,5.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,Control_2,Dsb,DC,2006,Unburn,3,,,,,,4.7,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,421.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,407.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,273.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,611.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,130.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,346.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,156.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,15.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Site_3,Dsb,Ha,2006,Burn,3,,,,,,78.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2006,Unburn,3,,,,,,48,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2006,Unburn,3,,,,,,1.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2006,Unburn,3,,,,,,0.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2006,Unburn,3,,,,,,1.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,Control_3,Dsb,Ha,2006,Unburn,3,,,,,,1.3,ug_L,,,Supplemental,
