Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/2/11,Burn,Pre,Individual,8.386895476,mg_C_L,,,0.073576642,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/5/11,Burn,Pre,Individual,6.889235569,mg_C_L,,,0.059562044,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/13/11,Burn,Pre,Individual,12.91731669,mg_C_L,,,0.080583942,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/28/11,Burn,Pre,Individual,13.23556942,mg_C_L,,,0.059562044,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/12/11,Burn,Pre,Individual,14.32137285,mg_C_L,,,0.106861314,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/25/11,Burn,Pre,Individual,11.60686427,mg_C_L,,,0.064817518,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/6/11,Burn,Pre,Individual,7.581903276,mg_C_L,,,0.091094891,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/8/11,Burn,Pre,Individual,5.784711388,mg_C_L,,,0.080583942,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/15/11,Burn,Pre,Individual,4.717628705,mg_C_L,,,0.052554745,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,8/5/11,Burn,Pre,Individual,4.511700468,mg_C_L,,,0.077080292,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,8/20/11,Burn,Pre,Individual,3.912636505,mg_C_L,,,0.056058394,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,8/25/11,Burn,Pre,Individual,1.984399376,mg_C_L,,,0.049051095,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,9/8/11,Burn,Pre,Individual,1.909516381,mg_C_L,,,0.09810219,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,9/10/11,Burn,Pre,Individual,1.965678627,mg_C_L,,,0.082335766,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,10/8/11,Burn,Pre,Individual,1.553822153,mg_C_L,,,0.131386861,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,11/11/11,Burn,Pre,Individual,1.872074883,mg_C_L,,,0.203211679,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,2/8/12,Burn,Pre,Individual,1.572542902,mg_C_L,,,0.208467153,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,3/8/12,Burn,Pre,Individual,2.508580343,mg_C_L,,,0.173430657,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,3/22/12,Burn,Pre,Individual,5.27925117,mg_C_L,,,0.155912409,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/5/12,Burn,Pre,Individual,5.466458658,mg_C_L,,,0.096350365,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/14/12,Burn,Pre,Individual,5.466458658,mg_C_L,,,0.078832117,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/22/12,Burn,Pre,Individual,6.758190328,mg_C_L,,,0.110364964,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/28/12,Burn,Pre,Individual,5.691107644,mg_C_L,,,0.075328467,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/11/12,Burn,Pre,Individual,4.979719189,mg_C_L,,,0.089343066,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/22/12,Burn,Pre,Individual,4.848673947,mg_C_L,,,0.105109489,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/2/12,Burn,Pre,Individual,4.174726989,mg_C_L,,,0.110364964,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/6/12,Burn,Pre,Individual,3.482059282,mg_C_L,,,0.113868613,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/22/12,Burn,Pre,Individual,2.976599064,mg_C_L,,,0.082335766,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/27/12,Burn,Pre,Individual,1.741029641,mg_C_L,,,0.092846715,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/3/12,Burn,Pre,Individual,2.377535101,mg_C_L,,,0.092846715,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/18/12,Burn,Pre,Individual,2.209048362,mg_C_L,,,0.110364964,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/26/12,Burn,Pre,Individual,1.853354134,mg_C_L,,,0.082335766,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,8/8/12,Burn,Pre,Individual,2.471138846,mg_C_L,,,0.129635036,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,8/23/12,Burn,Pre,Individual,1.553822153,mg_C_L,,,0.119124088,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,9/5/12,Burn,Pre,Individual,1.890795632,mg_C_L,,,0.117372263,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,10/5/12,Burn,Pre,Individual,1.628705148,mg_C_L,,,0.175182482,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,11/8/12,Burn,0,Individual,1.834633385,mg_C_L,,,0.171678832,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,12/13/12,Burn,0,Individual,1.722308892,mg_C_L,,,0.180437956,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,1/16/13,Burn,1,Individual,1.928237129,mg_C_L,,,0.122627737,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,2/6/13,Burn,1,Individual,1.422776911,mg_C_L,,,0.126131387,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,3/7/13,Burn,1,Individual,1.722308892,mg_C_L,,,0.096350365,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/6/13,Burn,1,Individual,1.722308892,mg_C_L,,,0.147153285,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/14/13,Burn,1,Individual,2.433697348,mg_C_L,,,0.250510949,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/19/13,Burn,1,Individual,2.265210608,mg_C_L,,,0.280291971,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/4/13,Burn,1,Individual,2.826833073,mg_C_L,,,0.182189781,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/11/13,Burn,1,Individual,8.742589704,mg_C_L,,,0.169927007,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/16/13,Burn,1,Individual,11.36349454,mg_C_L,,,0.117372263,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/23/13,Burn,1,Individual,8.499219969,mg_C_L,,,0.103357664,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/30/13,Burn,1,Individual,6.028081123,mg_C_L,,,0.101605839,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/6/13,Burn,1,Individual,5.44773791,mg_C_L,,,0.127883212,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/12/13,Burn,1,Individual,4.32449298,mg_C_L,,,0.124379562,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/14/13,Burn,1,Individual,3.313572543,mg_C_L,,,0.134890511,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/27/13,Burn,1,Individual,2.508580343,mg_C_L,,,0.089343066,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/2/13,Burn,1,Individual,2.07800312,mg_C_L,,,0.091094891,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/4/13,Burn,1,Individual,3.968798752,mg_C_L,,,0.09810219,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/15/13,Burn,1,Individual,1.946957878,mg_C_L,,,0.320583942,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/20/13,Burn,1,Individual,2.059282371,mg_C_L,,,0.084087591,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,8/7/13,Burn,1,Individual,2.209048362,mg_C_L,,,0.134890511,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,8/9/13,Burn,1,Individual,2.171606864,mg_C_L,,,0.155912409,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,9/5/13,Burn,1,Individual,3.631825273,mg_C_L,,,0.203211679,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,10/17/13,Burn,1,Individual,2.695787832,mg_C_L,,,0.199708029,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,11/8/13,Burn,1,Individual,,mg_C_L,,,0.203211679,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,12/12/13,Burn,1,Individual,,mg_C_L,,,0.222481752,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,1/16/14,Burn,2,Individual,2.677067083,mg_C_L,,,0.215474453,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,2/12/14,Burn,2,Individual,2.751950078,mg_C_L,,,0.238248175,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,3/9/14,Burn,2,Individual,4.455538222,mg_C_L,,,0.457226277,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,3/21/14,Burn,2,Individual,4.979719189,mg_C_L,,,0.415182482,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/6/14,Burn,2,Individual,5.560062402,mg_C_L,,,0.937226277,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/12/14,Burn,2,Individual,7.319812793,mg_C_L,,,0.777810219,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/18/14,Burn,2,Individual,9.734789392,mg_C_L,,,0.690218978,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/25/14,Burn,2,Individual,8.218408736,mg_C_L,,,0.387153285,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,4/30/14,Burn,2,Individual,9.75351014,mg_C_L,,,0.271532847,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/7/14,Burn,2,Individual,8.068642746,mg_C_L,,,0.278540146,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/15/14,Burn,2,Individual,9.772230889,mg_C_L,,,0.24,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/23/14,Burn,2,Individual,9.491419657,mg_C_L,,,0.185693431,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,5/28/14,Burn,2,Individual,7.581903276,mg_C_L,,,0.122627737,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/6/14,Burn,2,Individual,5.953198128,mg_C_L,,,0.122627737,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,6/19/14,Burn,2,Individual,4.024960998,mg_C_L,,,0.113868613,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/5/14,Burn,2,Individual,2.789391576,mg_C_L,,,0.106861314,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,7/10/14,Burn,2,Individual,2.24648986,mg_C_L,,,0.096350365,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,8/9/14,Burn,2,Individual,2.209048362,mg_C_L,,,0.148905109,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,9/5/14,Burn,2,Individual,3.51950078,mg_C_L,,,0.143649635,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,10/3/14,Burn,2,Individual,2.433697348,mg_C_L,,,0.199708029,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,10/31/14,Burn,2,Individual,2.096723869,mg_C_L,,,0.224233577,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.35388889,-105.5836111,,Dfc,Big Thompson River,12/12/14,Burn,2,Individual,,mg_C_L,,,0.301313869,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,1/15/11,Unburn,Pre,Individual,1.897511933,mg_C_L,,,0.17763252,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,3/4/11,Unburn,Pre,Individual,1.803885157,mg_C_L,,,0.163641878,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,3/30/11,Unburn,Pre,Individual,2.864013695,mg_C_L,,,0.147935576,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,5/7/11,Unburn,Pre,Individual,4.184444864,mg_C_L,,,0.083448866,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,5/10/11,Unburn,Pre,Individual,9.133235648,mg_C_L,,,0.057320798,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,5/19/11,Unburn,Pre,Individual,6.323840474,mg_C_L,,,0.076468167,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,5/25/11,Unburn,Pre,Individual,6.063352145,mg_C_L,,,0.057302385,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,6/2/11,Unburn,Pre,Individual,7.607491767,mg_C_L,,,0.071226957,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,6/8/11,Unburn,Pre,Individual,7.235282682,mg_C_L,,,0.119985703,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,6/13/11,Unburn,Pre,Individual,6.230550276,mg_C_L,,,0.119979204,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,6/22/11,Unburn,Pre,Individual,5.635131802,mg_C_L,,,0.113002838,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,6/30/11,Unburn,Pre,Individual,5.690852907,mg_C_L,,,0.114734744,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,7/4/11,Unburn,Pre,Individual,3.960446256,mg_C_L,,,0.095571128,mg_N_L,,,Figure_4,
Mast et al. 2016,10.1002/hyp.10755,Control_Reference_vs_Impact_Pre_Post,40.20722222,-105.5669444,Control,Dfc,North Saint Vrain Creek,7/13/11,Unburn,Pre,Individual,3.923144105,mg_C_L,,,0.08511037,mg_N_L,,,Figure_4,
