Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,40.0502637,-105.3666599,Site_2,Cfb,FCBC,,Burn,0,Individual,0.9,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,Exact coordinates for each watershed are not given
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.9,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.7,mg_C_L,,,0.015806452,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.7,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.7,mg_C_L,,,0.015806452,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.7,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.7,mg_C_L,,,0.011290323,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.7,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.6,mg_C_L,,,0.006774194,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.8,mg_C_L,,,0.011290323,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.6,mg_C_L,,,0.015806452,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.7,mg_C_L,,,0.009032258,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.6,mg_C_L,,,0.011290323,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.8,mg_C_L,,,0.009032258,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.9,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.9,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,1.8,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.4,mg_C_L,,,0.022580645,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.1,mg_C_L,,,0.042903226,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.5,mg_C_L,,,0.013548387,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.4,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.4,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.4,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.5,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,4.9,mg_C_L,,,0.006774194,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.9,mg_C_L,,,0.009032258,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.8,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.4,mg_C_L,,,0.036129032,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.5,mg_C_L,,,0.042903226,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.7,mg_C_L,,,0.049677419,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,4.2,mg_C_L,,,0.058709677,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,4.3,mg_C_L,,,0.063225806,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,5,mg_C_L,,,0.081290323,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,5.1,mg_C_L,,,0.101612903,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,5.3,mg_C_L,,,0.142258065,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,5.2,mg_C_L,,,0.169354839,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,4.9,mg_C_L,,,0.144516129,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,4.3,mg_C_L,,,0.083548387,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.7,mg_C_L,,,0.049677419,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.5,mg_C_L,,,0.02483871,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.2,mg_C_L,,,0.04516129,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2.6,mg_C_L,,,0.004516129,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,5,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.8,mg_C_L,,,0.006774194,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,--,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.7,mg_C_L,,,0.029354839,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,3.9,mg_C_L,,,0.018064516,mg_N_L,,,Figure_4,
"Writer & Murphy, 2012",10.3133/fs20123095,Control_Reference_vs_Impact,,,Site_2,Cfb,FCBC,,Burn,0,Individual,2,mg_C_L,,,0.005193548,mg_N_L,,,Figure_4,
