Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,3/10/89,Unburn,1,,,,,,3.470695452,mg_N_L,,,Figure 8,Hampton et al. used this paper in their meta analysis and converted the transport rates to concentrations so I used those that they published with their paper. 
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,4/5/89,Unburn,1,,,,,,3.117393082,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,4/27/89,Unburn,1,,,,,,1.479452331,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,5/9/89,Unburn,1,,,,,,8.406547683,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,5/18/89,Unburn,1,,,,,,0.387582675,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,5/31/89,Unburn,1,,,,,,21.30233959,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,6/9/89,Unburn,1,,,,,,0.381803633,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,6/22/89,Unburn,1,,,,,,29.66436257,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,6/29/89,Unburn,1,,,,,,35.19723467,mg_N_L,,,Figure 8,
"Gerla & Galloway, 1998",10.1007/s002540050328,Control_Reference_vs_Impact,44.516,-110.05,Control,Dfc,Crow Creek,7/12/89,Unburn,1,,,,,,5.551015313,mg_N_L,,,Figure 8,
