Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,38.512031,-122.097228,Control,Csa,Reference First Rainy Season,2016,Unburn,1,Individual,4.1521197,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c","Dont have exact coordinates for each watershed. NH4-N, NO3-N; The reason there might be an empty cell in DOC but a corresponding NH4 value for example is because I extracted this data from the two figures listed and potentially do to overlapping we might be missing some points so the total number of points dont exactly add up "
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference First Rainy Season,2016,Unburn,1,Individual,8.41645885,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference First Rainy Season,2016,Unburn,1,Individual,3.62842893,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,3.96226415,mg_C_L,,,0.01532934,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,3.43160377,mg_C_L,,,0.17149701,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,4.31603774,mg_C_L,,,0.15712575,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,1.64504717,mg_C_L,,,0.03257485,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,5.67806604,mg_C_L,,,0.02874251,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,3.09551887,mg_C_L,,,0.02586826,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,5.74882075,mg_C_L,,,0.06898204,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,4.08608491,mg_C_L,,,0.06610778,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,1.75117925,mg_C_L,,,0.06706587,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,1.71580189,mg_C_L,,,0.04886228,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,4.75825472,mg_C_L,,,0.11209581,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,1.85731132,mg_C_L,,,0.14562874,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Second Rainy Season,2017,Unburn,2,Individual,,mg_C_L,,,,mg_N_L,,,"NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Subsequent Flush,2016,Unburn,1,Individual,7.1446384,mg_C_L,,,0.00092272,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Subsequent Flush,2016,Unburn,1,Individual,6.04114713,mg_C_L,,,0.00092272,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Control,Csa,Reference Subsequent Flush,2016,Unburn,1,Individual,1.51496259,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Site_1,Csa,Rocky Fire First Rainy Season Initial Flush,2016,Burn,1,Individual,3.10473815,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Site_1,Csa,Rocky Fire First Rainy Season Initial Flush,2016,Burn,1,Individual,7.10723192,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Site_1,Csa,Rocky Fire First Rainy Season Initial Flush,2016,Burn,1,Individual,6.45261845,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Site_1,Csa,Rocky Fire First Rainy Season Initial Flush,2016,Burn,1,Individual,6.60224439,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Site_1,Csa,Rocky Fire First Rainy Season Initial Flush,2016,Burn,1,Individual,4.9563591,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
Uzun et al. 2020,10.1016/j.watres.2020.115891,Control_Reference_vs_Impact,,,Site_1,Csa,Rocky Fire First Rainy Season Initial Flush,2016,Burn,1,Individual,4.91895262,mg_C_L,,,,mg_N_L,,,"DOC: Fig 2a, NH4: Fig 3b, NO3: Fig 3c",
