Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,3/15/89,Burn,1,Individual,,,,,86.66920074,ug_N_L,,,Figure_5,Data was extracted from figure 5 but I got some of the data and the coordinates from Hampton
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,5/2/89,Burn,1,Individual,,,,,427.652072,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,5/27/89,Burn,1,Individual,,,,,346.9791576,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,7/25/89,Burn,1,Individual,,,,,125.146659,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,10/11/89,Burn,1,Individual,,,,,102.5016863,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,5/13/91,Burn,3,Individual,,,,,305.1490906,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,7/1/91,Burn,3,Individual,,,,,342.6523401,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,7/22/91,Burn,3,Individual,,,,,42.46266717,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,9/7/91,Burn,3,Individual,,,,,93.9449082,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,Site_1,Dfc,Red_Bench_Creek,5/12/93,Burn,5,Individual,,,,,123.9368165,ug_N_L,,,Figure_5,
