Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1970-09-19,Burn,0,Individual,-9999,N/A,N/A,N/A,0.0053032899999999996,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1970-10-25,Burn,0,Individual,-9999,N/A,N/A,N/A,0.00115485,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1970-11-16,Burn,0,Individual,-9999,N/A,N/A,N/A,0.0015174,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1971-01-16,Burn,1,Individual,-9999,N/A,N/A,N/A,8.1553e-4,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1971-02-22,Burn,1,Individual,-9999,N/A,N/A,N/A,0.00768738,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1971-03-18,Burn,1,Individual,-9999,N/A,N/A,N/A,0.00610845,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1971-04-15,Burn,1,Individual,-9999,N/A,N/A,N/A,3.2602e-4,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1971-04-29,Burn,1,Individual,-9999,N/A,N/A,N/A,5.1292e-4,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1971-05-18,Burn,1,Individual,-9999,N/A,N/A,N/A,3.8403e-4,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
Tiedemann; 1973,https://www.fs.usda.gov/research/treesearch/25489,Control_Reference_vs_Impact,48.035327,-120.291846,680,ha,Site_1,Dsb,Camas Creek,  1971-05-27,Burn,1,Individual,-9999,N/A,N/A,N/A,2.3797e-4,mg_N_L,N/A,N/A,Figure_1,Data from figure 1 was extracted by Hampton et al. 2022 meta_analysis and we used it here.
