Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,Dfb,Brush,1/1/15,Burn,13,Mean,0.011701269,mg_L,,,0.010566121,mg_N_L,,,Figire 3,Figure 3 reports in total export so had to do a calculation to turn it into concentration. See Hampton et al. 2023 for the conversion. Means were derived from 2015 and 2016 monthly samples for two catchments per burn severity class
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,2/1/15,Burn,13,Mean,0.019265013,mg_L,,,0.022666184,mg_N_L,,,,
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,3/1/15,Burn,13,Mean,0.035509983,mg_L,,,0.016855292,mg_N_L,,,,
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,4/1/15,Burn,13,Mean,0.0271413,mg_L,,,0.02448758,mg_N_L,,,,
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,5/1/15,Burn,13,Mean,0.034062429,mg_L,,,0.025889684,mg_N_L,,,,
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,6/1/15,Burn,13,Mean,0.013232024,mg_L,,,0.010651416,mg_N_L,,,,
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,7/1/15,Burn,13,Mean,0.030979241,mg_L,,,0.017169481,mg_N_L,,,,
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,8/1/15,Burn,13,Mean,0.019461987,mg_L,,,0.016821104,mg_N_L,,,,
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,9/1/15,Burn,13,Mean,0.009562248,mg_L,,,0.010139984,mg_N_L,,,,
Rhoades et al. 2019,10.1007/s10021-018-0293-6,Control_Reference_vs_Impact,39.177683,-105.26552,Site_1,,Brush,10/1/15,Burn,13,Mean,0.018719254,mg_L,,,0.0148934,mg_N_L,,,,
