Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-09,Burn,1,Individual,2.7,mg_L,,,0.65,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-10,Burn,1,Individual,2.3,mg_L,,,0.86,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-11,Burn,1,Individual,2,mg_L,,,0.66,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-12,Burn,1,Individual,2.4,mg_L,,,0.79,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-13,Burn,1,Individual,2.6,mg_L,,,0.85,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-14,Burn,1,Individual,2.7,mg_L,,,0.79,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-15,Burn,1,Individual,3.2,mg_L,,,0.88,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-16,Burn,1,Individual,3.2,mg_L,,,1.03,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-17,Burn,1,Individual,3,mg_L,,,0.91,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-18,Burn,1,Individual,3.1,mg_L,,,0.95,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-19,Burn,1,Individual,3.4,mg_L,,,1.03,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-20,Burn,1,Individual,3.4,mg_L,,,0.78,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-22,Burn,1,Individual,3.3,mg_L,,,1.39,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-23,Burn,1,Individual,3.6,mg_L,,,1.73,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-24,Burn,1,Individual,3.9,mg_L,,,1.92,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-25,Burn,1,Individual,4,mg_L,,,1.75,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-26,Burn,1,Individual,4.1,mg_L,,,1.59,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-27,Burn,1,Individual,4.5,mg_L,,,1.51,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-28,Burn,1,Individual,3.6,mg_L,,,1.33,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-29,Burn,1,Individual,3.6,mg_L,,,1.29,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-30,Burn,1,Individual,3.3,mg_L,,,1.15,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-03-31,Burn,1,Individual,3.3,mg_L,,,1.14,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-04-01,Burn,1,Individual,3.4,mg_L,,,0.69,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-04,Burn,2,Individual,4.9,mg_L,,,0.69,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-05,Burn,2,Individual,2.7,mg_L,,,0.6,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-06,Burn,2,Individual,3,mg_L,,,0.48,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-07,Burn,2,Individual,2.8,mg_L,,,0.42,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-08,Burn,2,Individual,2.9,mg_L,,,0.34,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-09,Burn,2,Individual,3,mg_L,,,0.35,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-10,Burn,2,Individual,3.1,mg_L,,,0.28,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-11,Burn,2,Individual,2.7,mg_L,,,0.36,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-13,Burn,2,Individual,3.9,mg_L,,,0.31,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-18,Burn,2,Individual,3.2,mg_L,,,0.29,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-19,Burn,2,Individual,2.5,mg_L,,,0.39,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-20,Burn,2,Individual,2.3,mg_L,,,0.45,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-21,Burn,2,Individual,2.4,mg_L,,,0.34,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-22,Burn,2,Individual,2.3,mg_L,,,0.36,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-23,Burn,2,Individual,2.4,mg_L,,,0.35,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-24,Burn,2,Individual,2.7,mg_L,,,0.47,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-25,Burn,2,Individual,2.8,mg_L,,,0.49,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-04-26,Burn,2,Individual,3,mg_L,,,0.38,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-04,Burn,2,Individual,3.7,mg_L,,,0.18,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-05,Burn,2,Individual,3.4,mg_L,,,0.18,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-06,Burn,2,Individual,3.4,mg_L,,,0.01,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-07,Burn,2,Individual,3.3,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-08,Burn,2,Individual,3.1,mg_L,,,0.15,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-11,Burn,2,Individual,2.8,mg_L,,,0.02,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-12,Burn,2,Individual,2.9,mg_L,,,0.31,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-13,Burn,2,Individual,2.9,mg_L,,,0.08,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-14,Burn,2,Individual,3.2,mg_L,,,0.01,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-18,Burn,2,Individual,3.2,mg_L,,,0.43,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-19,Burn,2,Individual,3.5,mg_L,,,0.28,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-20,Burn,2,Individual,3.3,mg_L,,,0.07,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-21,Burn,2,Individual,3.1,mg_L,,,0.08,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-22,Burn,2,Individual,3.2,mg_L,,,0.09,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-05-23,Burn,2,Individual,3.3,mg_L,,,0.06,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-06-02,Burn,2,Individual,2.2,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-06-14,Burn,2,Individual,2.4,mg_L,,,0.01,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-06-20,Burn,2,Individual,2.3,mg_L,,,0.01,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-06-23,Burn,2,Individual,2.3,mg_L,,,0.01,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2023-06-27,Burn,2,Individual,2.2,mg_L,,,0.03,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-07-02,Burn,1,Individual,2.6,mg_L,,,0.01,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-07-09,Burn,1,Individual,2.1,mg_L,,,0.02,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-07-13,Burn,1,Individual,2.1,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-07-20,Burn,1,Individual,2,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-07-28,Burn,1,Individual,2.2,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-03,Burn,1,Individual,2.4,mg_L,,,0.06,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-05,Burn,1,Individual,1.7,mg_L,,,0.59,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-07,Burn,1,Individual,1.6,mg_L,,,0.61,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-09,Burn,1,Individual,1.8,mg_L,,,0.48,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-11,Burn,1,Individual,1.8,mg_L,,,0.47,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-13,Burn,1,Individual,1.8,mg_L,,,0.49,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-15,Burn,1,Individual,1.9,mg_L,,,0.83,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-17,Burn,1,Individual,1.8,mg_L,,,0.75,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-19,Burn,1,Individual,1.9,mg_L,,,0.68,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-08-26,Burn,1,Individual,1.8,mg_L,,,0.03,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-09-01,Burn,1,Individual,1.7,mg_L,,,0.06,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-09-07,Burn,1,Individual,1.9,mg_L,,,0.23,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-09-11,Burn,1,Individual,1.6,mg_L,,,0.15,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.88376,-119.978005,56.0808,km,Site_1,Csb,Trout_Creek,2022-09-20,Burn,1,Individual,2.9,mg_L,,,0.37,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,2.5,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,1.1,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,2.3,mg_L,,,0.43,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,1.9,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,3.1,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,2.9,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,2.5,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,4.9,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-05,Unburn,0,Individual,2.8,mg_L,,,1.85,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,2.4,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,1.6,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,3,mg_L,,,0.01,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,2.2,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,2,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,3.1,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,2,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,1.1,mg_L,,,0.05,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,2.3,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,2.3,mg_L,,,0.05,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,1.6,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,1.3,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,2.2,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2021-10-06,Unburn,0,Individual,1.3,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2022-04-18,Unburn,1,Individual,2.2,mg_L,,,0.1,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2022-05-18,Unburn,1,Individual,2.6,mg_L,,,0.65,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2022-05-26,Unburn,1,Individual,2.2,mg_L,,,0.74,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2022-06-02,Unburn,1,Individual,2.2,mg_L,,,0.73,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2022-06-20,Unburn,1,Individual,1.2,mg_L,,,0,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2022-06-27,Unburn,1,Individual,1.1,mg_L,,,0.05,mg_L,,,Supplemental,
Hickenbottom et al. 2023,10.1016/j.watres.2023.120474,Control_Reference_vs_Impact,38.898689,-119.948785,30.3471,km,Control_1,Csb,Cold_Creek,2022-07-13,Unburn,1,Individual,0.9,mg_L,,,0.08,mg_L,,,Supplemental,
