DateTime,SiteCode,SampleCode,SamplingMethod,Offset,SampleType,SampleMedium,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,dD,d18O,FI,HIX,UVA254,UVA280,SUVA254,SUVA280,Comments
MST,,,,hr,,,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,nm/nm,nm/nm,1/cm,1/cm,L/(mg.cm),L/(mg.cm),
(Detection limit),,,,,,,0.00023,0.00026,0.0002,2.37,0.82,3.34,1.9,0.51,0.84,1.45,0.004243,2.26495,0.75816,0.040305,0.004243,0.66,3.266833,0.14425,0.424264,0.010607,0.152735,0.123037,0.002121,0.17607,0.125158,0.006364,0.002121,0.014849,0.008485,0.271529,0.012728,0.763675,0.076368,0.012728,0.038184,0.178191,0.006364,0.019092,2.100107,4.5184,0.360624,0.678823,0.190919,0.975807,0.784889,0.042426,0.296885,0.042426,0.296885,0.0212,0.063,0.0212,0.065761,0.002121,0.136492,0.4,0.1,,,,,,,
(Lab Method),,,,,,,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,WIA_LGR,WIA_LGR,Fluoromax4,Fluoromax4,UV_Vis,UV_Vis,UV_Vis,UV_Vis,
7/13/2012 18:00,RainISCO_JC,JEMEZ_P101,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.88,-1,-9999,-9999,-9999,-9999,-9999,-9999,Isco
7/14/2012 18:00,RainISCO_JC,JEMEZ_P102,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-49.54,-7.19,-9999,-9999,-9999,-9999,-9999,-9999,Isco
7/26/2012 18:00,RainISCO_JC,JEMEZ_P103,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.45,-1.3,-9999,-9999,-9999,-9999,-9999,-9999,Isco
7/12/2012 10:00,RainColl_UJ,JEMEZ_P104,PrcpColl,0,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-45.12,-7.51,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/12/2012 10:00,RainColl_UJ,JEMEZ_P105,PrcpColl,0,Grab,Precipitation,-9999,2.108,1.093,1.185,28.14,1.67,0.95,16.9,0.42,0.725,0.0021215,28.53,138,32,14.78,947.78,1.6334165,1325,242,1.26,0.39,0.25,5.13,34.69,0.02,0.66,1.44,13.27,0.31,1.82,0.82,1,0.22,1.28,0.27,0.04,0.3,6.14,10.53,11.19,1.56,3.33,1.66,1.95,1.88,0.76,2,0.96,1.34,0.45,1.53,0.49,0.07,0.21,0.068246,-51.18,-8.69,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/26/2012 10:00,RainColl_UJ,JEMEZ_P106,PrcpColl,336,Grab,Precipitation,-9999,41.94,32.86,1.185,40.82,1.67,0.95,0.255,11.79,135.92,0.0021215,40,599,461,13.27,1232.27,4991.42,6965,913,1.3,0.36,0.01,12.82,63.03,0.02,0.96,3.7,66.81,0.19,0.1,5.07,26,0.23,0.006364,0.04,0.01,0.07,99.77,29.92,52.92,7.69,21.69,7.15,12.43,7.47,0.72,3.98,1.99,4.65,0.63,3.39,0.9,0.04,0.46,4.39,-43.79,-6.36,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/26/2012 10:00,RainColl_UJ,JEMEZ_P107,PrcpColl,336,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-43.89,-6.44,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/16/2012 11:00,RainColl_LLJ,JEMEZ_P108,PrcpColl,0,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-50.11,-7.28,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/16/2012 11:00,RainColl_LLJ,JEMEZ_P109,PrcpColl,0,Grab,Precipitation,-9999,3.23,0.9139,1.185,0.41,1.67,0.95,15.66,0.42,0.725,0.0021215,32.42,118,58,9.36,880.89,1.6334165,374,379,0.87,0.33,0.11,10.77,4.5,0.03,0.65,1.19,12.59,0.08,0.09,2.01,1,0.09,0.006364,0.09,0.01,0.06,10.61,6.09,11.49,1.2,3.21,0.56,2.64,4.27,0.61,2.95,0.47,1.01,0.34,1.2,0.42,0.08,0.07,1.67,-27.39,-5.18,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/26/2012 11:00,RainColl_LLJ,JEMEZ_P110,PrcpColl,0,Grab,Precipitation,-9999,1.579,0.301,1.185,0.41,1.67,0.95,0.255,0.42,0.725,0.0021215,29.26,40,53,10.16,1310.4,1.6334165,146,1501,1.16,0.31,0.05,2.05,5.64,0.08,0.18,0.2,4.48,0.04,0.04,2.68,2,0.05,0.006364,0.06,0.03,0.01,3.49,9.07,14.24,2.05,4.77,1.97,1.29,1.91,0.42,2.81,0.55,1.53,0.61,1.21,0.73,0.08,0.08,0.068246,-51.53,-7.31,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/26/2012 11:00,RainColl_LLJ,JEMEZ_P111,PrcpColl,0,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-23,-3.27,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/30/2012 14:00,RainColl_LLJ,JEMEZ_P112,PrcpColl,99,Grab,Precipitation,-9999,2.08,0.8562,1.185,0.41,1.67,0.95,18.33,0.42,0.725,0.0021215,27.57,60,34,6.16,1305.65,1.6334165,156,766,0.82,0.36,0.12,0.3,2.46,0.01,0.15,0.3,3.54,0.07,0.74,1.4,1,0.07,0.006364,0.02,0.03,0.003182,2.32,8.22,9.76,1.81,3.33,1.66,1.57,3.52,0.87,2.15,0.46,2,0.6,2.38,0.42,0.08,0.02,0.068246,-18.46,-3.85,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/30/2012 14:00,RainColl_LLJ,JEMEZ_P113,PrcpColl,99,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-20.27,-4.01,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/26/2012 10:30,RainColl_MCZOB,JEMEZ_P114,PrcpColl,0,Grab,Precipitation,-9999,1.67,2.546,1.185,13.53,1.67,0.95,0.255,13.58,12.53,0.0021215,29.95,101,85,6.25,1668.25,464.17,934,430,0.69,0.3,0.11,18.74,1.79,0.01,0.12,0.52,8.48,0.05,0.05,2.32,2,0.05,0.01,0.019092,0.04,0.87,5.11,5.54,7,0.37,1.66,2.2,1.56,1.63,0.49,0.92,0.5,0.33,0.48,0.68,0.49,0.07,0.02,0.068246,-38.09,-6.14,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
7/27/2012 10:30,RainColl_MCZOB,JEMEZ_P115,PrcpColl,24,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-36.85,-5.79,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/6/2012 10:00,RainColl_MCZOB,JEMEZ_P116,PrcpColl,239.5,Grab,Precipitation,-9999,2.038,4.365,1.185,17.14,1.67,0.95,0.255,17.37,20.7,0.01,82.87,104,112,8.53,2026.4934,816.43,1321,444,0.74,0.04,0.06,2.43,0.86,0.01,0.17,1.16,18.86,0.06,0.12,1.7,2,0.01,0.006364,0.01,0.05,2.95,9.28,20.71,7.63,1.11,4.85,1.66,1.2,0.71,0.23,0.77,0.42,1,0.49,0.85,0.11,0.01,0.0010605,0.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/6/2012 10:00,RainColl_MCZOB,JEMEZ_P117,PrcpColl,239.5,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-33.9,-6.08,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/20/2012 13:00,RainColl_MCZOB,JEMEZ_P118,PrcpColl,339,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15,2.22,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain w/oil
8/20/2012 13:00,RainColl_MCZOB,JEMEZ_P119,PrcpColl,339,Grab,Precipitation,-9999,8.478,8.759,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain w/o oil
8/9/2012 0:00,RainColl_LLJ,JEMEZ_P120,PrcpColl,226,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-25.79,-4.32,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/9/2012 0:00,RainColl_LLJ,JEMEZ_P121,PrcpColl,226,Grab,Precipitation,-9999,6.726,1.92,1.185,0.41,1.67,0.95,15.92,0.42,0.725,0.01,82.45,62,79,7.64,1480.6975,27.42,306,1780,0.71,0.1,0.09,9.31,1.34,0.01,0.26,0.4,9.65,0.08,0.35,2.99,20,0.27,0.02,0.1,0.08,0.13,6.62,27.7,25.12,16.08,21.88,15.44,15.58,13.81,15.47,17.16,16.74,13.14,14.39,18.66,13.35,0.08,0.03,0.068246,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/27/2012 0:00,RainColl_LLJ,JEMEZ_P122,PrcpColl,432,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-36.27,-5.84,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/27/2012 0:00,RainColl_LLJ,JEMEZ_P123,PrcpColl,432,Grab,Precipitation,-9999,3.915,2.715,1.185,14.14,1.67,0.95,12.31,0.42,0.725,0.0021215,81.7,214,78,5.26,1986.4364,29.2,732,1353,0.71,0.13,0.11,10.71,3.06,0.062579,0.3,0.61,8.46,0.07,0.75,3.06,12,0.18,0.02,0.06,0.06,0.1,13.4,19.97,15.53,10.28,10.75,12.17,11.82,9.62,8.25,6.92,7.72,10.01,7.91,10.21,8.36,0.08,0.0010605,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/9/2012 0:00,RainColl_UJ,JEMEZ_P124,PrcpColl,326,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-27.82,-4.26,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/9/2012 0:00,RainColl_UJ,JEMEZ_P125,PrcpColl,326,Grab,Precipitation,-9999,2.242,1.356,1.185,17.41,1.67,0.95,35.98,11.25,0.725,0.0021215,86.13,302,116,6.75,2329.7269,97.28,750,884,0.76,0.07,0.04,2.43,1.28,0.02,0.25,0.63,49.32,0.06,0.29,3.73,10,0.2,0.01,0.02,0.06,0.24,6.17,17.39,15.75,5.46,14.15,12.78,7.89,10.38,5.31,5.1,6.45,6.87,5.59,7.69,5.85,0.05,0.13,1.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/15/2012 0:00,RainColl_UJ,JEMEZ_P126,PrcpColl,144,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.1,1.83,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/15/2012 0:00,RainColl_UJ,JEMEZ_P127,PrcpColl,144,Grab,Precipitation,-9999,12.89,5.172,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/23/2012 0:00,RainColl_UJ,JEMEZ_P128,PrcpColl,192,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.39,-3.05,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/23/2012 0:00,RainColl_UJ,JEMEZ_P129,PrcpColl,192,Grab,Precipitation,-9999,2.182,1.29,1.185,0.41,1.67,0.95,36.85,0.42,0.725,0.01,83.44,89,59,8.26,1723.645,28.25,136,655,0.75,0.13,0.06,3.83,1.8,0.01,0.18,0.5,41.47,0.06,0.31,3.35,8,0.13,0.006364,0.04,0.03,0.12,5.88,14.06,13.94,2.41,6.57,3.91,1.58,3.55,1.15,1.86,1.32,1.52,0.64,2.4,1.3,0.04,0.1,0.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/27/2012 0:00,RainColl_UJ,JEMEZ_P130,PrcpColl,96,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-62.7,-9.07,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/27/2012 0:00,RainColl_UJ,JEMEZ_P131,PrcpColl,96,Grab,Precipitation,-9999,1.54,1.089,1.185,0.41,1.67,0.95,29.8,0.42,0.725,0.0021215,86.21,65,29,5.1,1519.7046,10.06,69,254,0.85,0.1,0.05,4.45,0.41,0.01,0.11,0.57,29.1,0.03,0.77,1.13,4,0.1,0.006364,0.02,0.02,0.09,2.81,16.18,9.14,3.39,4.57,6.4,4.74,3.54,4.02,4.95,3.63,5.71,3.45,5.65,3.77,0.03,0.04,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk Rain
8/3/2012 0:00,RainColl_HQ,JEMEZ_P132,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-27.97,-3.63,-9999,-9999,-9999,-9999,-9999,-9999,Isco
8/5/2012 0:00,RainColl_HQ,JEMEZ_P133,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-31.74,-4.92,-9999,-9999,-9999,-9999,-9999,-9999,Isco
8/6/2012 0:00,RainColl_HQ,JEMEZ_P134,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-24.54,-4.49,-9999,-9999,-9999,-9999,-9999,-9999,Isco
8/12/2012 0:00,RainColl_HQ,JEMEZ_P135,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.52,1.5,-9999,-9999,-9999,-9999,-9999,-9999,Isco
8/16/2012 0:00,RainColl_HQ,JEMEZ_P136,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.54,0.3,-9999,-9999,-9999,-9999,-9999,-9999,Isco
8/17/2012 0:00,RainColl_HQ,JEMEZ_P137,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.07,0.89,-9999,-9999,-9999,-9999,-9999,-9999,Isco
8/18/2012 0:00,RainColl_HQ,JEMEZ_P138,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.06,1.83,-9999,-9999,-9999,-9999,-9999,-9999,Isco
8/19/2012 0:00,RainColl_HQ,JEMEZ_P139,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.92,1.2,-9999,-9999,-9999,-9999,-9999,-9999,Isco
8/12/2012 0:00,RainISCO_JC,JEMEZ_P140,PrcpColl_Auto,24,Automated,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.67,-0.77,-9999,-9999,-9999,-9999,-9999,-9999,Isco
