DateTime,SiteCode,SampleCode,SamplingMethod,Offset,SampleType,SampleMedium,pH,Cond,pH,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,B,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,dD,d18O,NH4-N,Ortho-P,FI,HIX,SUVA254,SamplingNote
MST,,,,hr,,,pH,uS/cm,,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,mg/L,mg/L,nm/nm,nm/nm,L/(mg.cm),
(Detection limit),,,,,,,,,,,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.983,1.141,2.332,1.449,0.724,0.109,1.052,0.014,0.04,0.015,0.012,0.006,0.004,0.042,0.039,3.69,0.366,0.096,0.684,0.723,0.138,0.114,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.012,0.342,0.003,0.00029,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,0.4,0.1,0.01,0.01,,,,
(Lab Method),,,,,,,PH_EC1,PH_EC1,PH_EC2,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,
3/13/2011 0:00,ZNF3,JEMEZ_P19,Snow,,Grab,Snow,-9999,-9999,5.02,-0.63,-9999,5.362,0.2637,0.351,0.324,0.412,0.273,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0393,0.0229,-9999,0.001817,0.000604,0.001,-9999,-9999,-9999,3.1,9.81,115,-9999,-9999,0.0989,0.0307,0.0015,21.4,0.996,0.0007,0.2529,1.93,2.17,0.0596,0.0285,-9999,18.5,0.00556,2.25,0.004,0.0765,0.012,2.44,19.4,28.5,4.1,8.91,3.48,1.032,6.59,0.627,3.55,0.51,1.591,0.035,1.134,0.0285,0.004,0.0398,2.59,-138.45,-18.51,0.0402,0.0882,-9999,-9999,-9999,integrated 5-35cm depth
3/13/2011 0:00,MC_Cen,JEMEZ_P20,Snow,,Grab,Snow,-9999,-9999,4.68,-0.83,-9999,0.9549,0.09493,0.397,0.247,0.115,0.211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0157,0.0573,-9999,0.001029,0.0002105,0.016,-9999,-9999,-9999,1.82,3.06,4.26,-9999,-9999,0.0493,0.0203,0.0015,3.05,0.069,0.0007,0.064,0.3997,1.62,0.0541,0.0283,-9999,5.82,0.00177,0.0437,0.003,0.0693,0.01,3.46,7.54,14.6,2.13,4.07,2.57,0.848,4.14,0.287,1.9,0.34,0.896,0.1677,1.027,0.01,0.004,0.0141,1.3,-141.4,-18.74,0.028,0.0045,-9999,-9999,-9999,integrated 5-35cm depth
3/13/2011 0:00,MC_Cen,JEMEZ_P21,Snow,,Grab,Snow,-9999,-9999,5.9,-1.06,-9999,-9999,-9999,0.321,0.182,0.423,0.323,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-132.17,-17.38,0.0442,0.0106,-9999,-9999,-9999,surface/40-45 cm depth; Not enough sample for DOC
3/13/2011 0:00,FLUME_MCZOB,JEMEZ_P22,Snow,,Grab,Snow,-9999,-9999,5,-0.75,-9999,1.642,0.1018,0.393,0.397,0.061,0.424,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0196,0.0336,-9999,0.001097,0.0002794,0.008,-9999,-9999,-9999,1.89,2.6,5.86,-9999,-9999,0.0572,0.0337,0.0015,7.98,0.066,0.0007,0.064,0.2945,1.58,0.0479,0.0473,-9999,7.81,0.0015,0.0036,0.003,0.0681,0.012,4.81,9.43,16.9,2.41,4.58,2.23,0.977,4.7,0.351,1.92,0.28,1.037,0.084,0.797,0.0285,0.003,0.0086,0.778,-137.59,-18.53,0.0291,0.0026,1.42,2.156,0.0152,integrated 5-35cm depth
3/13/2011 0:00,FLUME_MCZOB,JEMEZ_P23,Snow,,Grab,Snow,-9999,-9999,5.59,-0.8,-9999,1.859,0.1417,0.348,0.114,0.287,0.023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0267,0.0223,-9999,0.001958,0.000206,0.006,-9999,-9999,-9999,7.63,17.51,8.396,-9999,-9999,0.1773,0.0404,0.0015,13.5,3.2,0.0007,0.2185,1.218,14.12,0.0508,0.00897,-9999,22.8,0.292,0.0002,0.003,0.0793,0.02,1.96,30.7,55.1,7.28,9.02,6.35,1.644,9.45,0.953,4.61,0.75,1.746,0.072,1.68,0.02,0.004,0.0246,1.97,-125.92,-16.85,0.04,0.007,1.52,5.721,0.0145,surface/30 cm depth; Not enough sample for DOC
3/13/2011 0:00,MC_Pit5,JEMEZ_P24,Snow,,Grab,Snow,-9999,-9999,5.37,-0.87,-9999,1.466,0.2426,0.263,0.463,0.399,0.273,0.039,-9999,0.021,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0184,0.0551,-9999,0.001793,0.0002356,0.02,-9999,-9999,-9999,1.18,7.22,4.36,-9999,-9999,0.0697,0.0329,0.0015,2.88,2.42,0.0007,0.1459,8.14,7.05,0.0614,0.0828,-9999,6.38,0.0196,0.0012,0.003,0.0832,0.018,1.03,7.87,14,2.18,3.86,1.648,0.468,4.4,0.237,1.22,0.21,0.596,0.114,0.3901,0.0285,0.004,0.323,1.34,-142.28,-19.3,0.0823,0.0019,-9999,-9999,-9999,integrated 5-35cm depth
3/13/2011 0:00,MC_Pit5,JEMEZ_P25,Snow,,Grab,Snow,-9999,-9999,5.75,-0.79,-9999,1.332,0.3037,0.375,0.353,0.599,0.187,-9999,-9999,0.071,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0354,0.0159,-9999,0.00355,0.0003815,0.004,-9999,-9999,-9999,4.76,0.342,1.72,-9999,-9999,0.1414,0.057,0.0015,5.19,1.67,0.0007,0.239,0.848,3.55,0.071,0.0124,-9999,14.6,0.158,0.0003,0.003,0.0793,0.023,2.85,17.7,33.5,4.62,10.5,4.88,1.183,6.91,0.552,3.19,0.44,1.349,0.114,0.861,0.0285,0.005,0.04272,0.0909,-128.06,-16.73,0.0898,0.0075,-9999,-9999,-9999,surface/40-45 cm depth
3/15/2011 20:00,MC_SnowLys_SW,JEMEZ_P26,Snow_Auto,,Automated,Snow,-9999,-9999,6.25,-9999,-9999,-9999,-9999,0.99,0.37,0.416,0.208,0.073,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0535,0.0327,-9999,0.00271,0.00662,0.035,-9999,-9999,-9999,7.18,45.1,5.7,-9999,-9999,0.1763,0.0511,0.276,14.7,31.05,0.0474,0.494,1.47,29.72,0.141,0.048,-9999,8.4,0.0779,0.1129,0.419,0.152,0.944,9.39,7.5,16.9,2.53,3.3,1.737,1.468,4.51,0.288,1.9,0.31,0.843,0.014,0.742,0.0285,0.007,0.028,3.52,-137.78,-18.04,0.883,0.005,-9999,-9999,-9999,30ml glass & 250ml HDPE
3/16/2011 20:00,MC_SnowLys_SE,JEMEZ_P27,Snow_Auto,,Automated,Snow,-9999,-9999,6.35,-9999,1.739,4.486,1.582,1.46,6.403,11.088,0.426,-9999,-9999,0.045,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.102,0.192,-9999,0.0261,0.0229,0.004,-9999,-9999,-9999,13,543,99.6,-9999,-9999,0.358,0.347,0.537,157,19.75,0.297,0.728,2.98,51.32,0.396,0.392,-9999,43.3,0.196,0.0163,0.37,0.238,2.47,44.2,33.9,69.4,9.62,20.6,9.24,8.78,13.2,1.619,8.4,1.56,4.02,0.451,3.89,0.32,0.011,0.205,9.27,-119.33,-16.21,1.4021,0.0706,-9999,-9999,-9999,125ml amber & 250ml HDPE
3/17/2011 20:00,MC_SnowLys_SE,JEMEZ_P28,Snow_Auto,,Automated,Snow,-9999,-9999,6.27,-9999,2.843,11.71,3.151,1.276,4.875,8.406,0.434,0.055,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0773,0.129,-9999,0.0241,0.00945,0.021,-9999,-9999,-9999,13.3,747,42.4,-9999,-9999,0.34,0.334,0.418,137,30.75,0.338,2.85,5.01,43.42,0.341,0.294,-9999,41.6,0.175,0.0363,0.2233,0.189,1.49,18.7,226,67.7,9.37,19.1,8.2,3.86,11.5,1.309,7.95,1.546,4.16,0.603,4.32,0.35,0.007,0.1303,7.93,-124.27,-17.18,0.8988,0.015,-9999,-9999,-9999,125ml amber & 250ml HDPE
3/18/2011 15:15,MC_SnowLys_SE,JEMEZ_P29,Snow,,Grab,Snow,-9999,-9999,6.1,-9999,2.63,10.54,2.337,0.979,0.52,0.446,0.422,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0215,0.0336,-9999,0.0012391,0.0423,0.026,-9999,-9999,-9999,7.24,102.2,2.77,-9999,-9999,0.10715,0.0221,0.128,3.96,0.3838,0.145,0.046,1.82,26.22,0.0588,0.015,-9999,2.18,0.00964,0.1154,0.017,0.0777,0.022,22.3,3.89,3.48,0.7552,1.87,0.534,3.66,3.3,0.09,0.534,0.07,0.215,0.114,0.453,0.0285,0.003,0.0134,1.03,-135.09,-18.08,0.1015,0.0032,-9999,-9999,-9999,not enough sample for DIC; integrated
3/18/2011 0:00,MC_SnowLys_SW,JEMEZ_P30,Snow,,Grab,Snow,-9999,-9999,6.39,-9999,-9999,2.0137,0.36058,1.611,0.534,0.609,0.435,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0275,0.0123,-9999,0.0026,0.0118,0.011,-9999,-9999,-9999,26.7,45.1,4.76,-9999,-9999,0.616,0.119,0.0137,7.49,15.8,0.014,0.1304,0.492,3.16,0.0802,0.0363,-9999,84.5,0.0432,9.74,0.01,0.0793,0.034,4.48,103,154,23.2,43.3,21.94,4.28,21.8,2.73,15.14,2.792,6.88,0.717,5,0.61,0.005,0.04821,2.16,-140.48,-18.19,0.1459,0.0021,-9999,-9999,-9999,not enough sample for DIC; integrated
3/18/2011 20:00,MC_SnowLys_SW,JEMEZ_P31,Snow_Lys,,Grab,Snow,-9999,-9999,6.29,-9999,-9999,1.449,0.31,1.355,0.428,0.358,0.466,0.059,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0493,0.0427,-9999,0.002102,0.00846,0.02,-9999,-9999,-9999,6.83,43.2,0.3615,-9999,-9999,0.1496,0.0206,0.0918,11.5,5.85,0.0865,0.1588,2.01,19.92,0.0579,0.00396,-9999,7.73,0.0312,0.09844,0.1714,0.0869,0.524,21,12.5,20.8,2.81,3,1.711,3.21,4.23,0.33,1.55,0.23,0.71,0.114,0.297,0.02,0.004,0.0024,1.71,-134.82,-17.93,0.4459,0.005,-9999,-9999,-9999,30ml glass & 250ml HDPE
3/19/2011 14:30,MC_SnowLys_SW,JEMEZ_P32,Snow,,Grab,Snow,-9999,-9999,6.18,-9999,1.118,2.163,1.187,0.99,0.566,0.547,0.386,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0124,0.0508,-9999,0.0013595,0.0616,0.017,-9999,-9999,-9999,13.7,79.3,0.25,-9999,-9999,0.273,0.0015,0.159,1.61,1.61,0.108,0.077,2.43,38.62,0.0321,0.0285,-9999,6.03,0.0212,0.0119,0.014,0.161,0.011,72.4,5.39,6.28,1.045,1.68,0.96,11.39,3.39,0.15,0.611,0.1,0.33,0.114,0.361,0.08,0.003,0.0529,0.758,-140.17,-18.42,0.1232,0.0017,-9999,-9999,-9999,not enough sample for DIC; integrated
3/19/2011 16:00,MC_SnowLys_SE,JEMEZ_P33,Snow,,Grab,Snow,-9999,-9999,6.02,-9999,-9999,1.72,0.151,1.244,0.344,0.289,0.414,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0105,0.0207,-9999,0.000678,0.0295,0.009,-9999,-9999,-9999,3.29,16.24,0.3615,-9999,-9999,0.0281,0.00171,0.0669,8.55,1.28,0.101,0.04,2.49,20.02,0.0321,0.0285,-9999,1.27,0.016,0.1834,0.004,0.0713,0.01,32.7,1.46,1.4,0.352,1.16,0.22,5.53,2.49,0.08,0.225,0.06,0.3,0.114,0.42,0.17,0.003,0.0065,0.94,-135.4,-18.26,0.055,0.0003,-9999,-9999,-9999,not enough sample for DIC; integrated
3/19/2011 14:00,MC_SnowLys_SW,JEMEZ_P34,Snow_Auto,,Automated,Snow,-9999,-9999,6.4,-9999,1.205,1.27,0.179,0.707,0.368,0.222,0.482,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0283,0.0145,-9999,0.0013932,0.014,0.024,-9999,-9999,-9999,4.28,16.25,0.3615,-9999,-9999,0.098,0.00352,0.0349,8.01,4.66,0.181,0.084,1.64,9.22,0.0391,0.0285,-9999,5.6,0.024,0.0544,0.064,0.0782,0.1626,13.4,7.57,9.9,1.79,3.97,1.3587,2.12,3.63,0.26,0.979,0.2,0.29,0.114,0.302,0.03,0.006,0.339,1.61,-132.02,-17.46,0.0641,0.005,-9999,-9999,-9999,
3/19/2011 14:00,MC_SnowLys_SE,JEMEZ_P35,Snow_Auto,,Automated,Snow,-9999,-9999,6.42,-9999,5.155,38.54,2.059,29.955,5.854,3.041,0.463,0.094,0.023,0.042,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.218,0.899,-9999,0.0699,0.1313,0.054,-9999,-9999,-9999,61.6,1083,26.7,-9999,-9999,0.982,2.05,25.6,317,1680,16.1,1090.2,1550.38,6820.22,0.717,0.588,-9999,216,10.4,0.1332,3.08,199,4.28,53.7,938,652,62.4,31.3,55.34,16.69,57.1,7.3,40.44,7.72,22.04,2.84,19.2,2.67,0.179,1770,55.9,-133.47,-18.22,2.0381,0.005,-9999,-9999,-9999,
3/18/2011 14:00,MC_SnowLys_SW,JEMEZ_P36,Snow_Auto,,Automated,Snow,-9999,-9999,6.55,-9999,1.273,2.881,1.859,0.933,0.38,0.497,0.481,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0313,0.0493,-9999,0.0013881,0.0387,0.021,-9999,-9999,-9999,7.01,59.2,2.33,-9999,-9999,0.10965,0.0256,0.161,7.5,7.43,0.143,0.41,2.39,21.72,0.0707,0.0285,-9999,7.64,0.454,0.0775,0.1087,7.64,0.2173,11.1,9.46,13.7,2.04,3.26,1.485,1.87,4.46,0.3,1.69,0.39,0.768,0.095,0.773,0.19,0.02,3.34,2.89,-129.72,-16.97,0.9804,0.0026,-9999,-9999,-9999,
3/21/2011 15:00,MC_SnowLys_SE,JEMEZ_P37,Snow_Lys,,Grab,Snow,-9999,-9999,6.45,-9999,4.42,22.74,2.717,1.211,2.634,1.126,0.501,0.562,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.101,0.1,-9999,0.0318,0.00698,0.019,-9999,-9999,-9999,36.9,399,16.43,-9999,-9999,0.865,0.346,0.814,234,74.1,0.491,0.981,3.22,25.62,0.369,0.149,-9999,52.5,0.253,0.0253,0.1567,2.73,3.02,29.3,37.4,78,9.15,14.5,9.46,5.85,12.3,1.659,10.13,2.269,6.86,1.176,7.38,1.462,0.016,0.785,20.4,-136.8,-19.05,1.5714,0.0008,-9999,-9999,-9999,attention Si data: Only glass sample bottle arrived; may affect Si data
3/19/2011 2:00,MC_SnowLys_SE,JEMEZ_P38,Snow_Auto,,Automated,Snow,-9999,-9999,6.27,-9999,2.383,9.837,2.076,1.241,4.301,7.64,0.395,0.065,-9999,0.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0657,0.135,-9999,0.0255,0.0137,0.018,-9999,-9999,-9999,12.3,288,44.5,-9999,-9999,0.293,0.367,0.325,91,22.4,0.253,0.588,3.34,30.42,0.313,0.303,-9999,34.8,0.216,0.0069,0.2179,1.73,1.119,34.1,26.8,54.9,7.15,13.8,7.79,7.53,10.6,1.504,7.06,1.605,4.77,0.926,5.02,1.25,0.01,0.612,9.8,-127.63,-17.76,0.5861,0.0254,-9999,-9999,-9999,
3/21/2011 11:30,MC_SnowLys_SW,JEMEZ_P39,Snow_Lys,,Grab,Snow,-9999,-9999,6.43,-9999,0.852,2.77,0.794,0.894,0.365,0.306,0.482,0.128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0212,0.00961,-9999,0.001012,0.0117,0.017,-9999,-9999,-9999,5.57,55.9,2.52,-9999,-9999,0.1389,0.0134,0.0856,6.72,18.7,0.0533,0.1588,1.61,16.42,0.0587,0.0102,-9999,7.87,0.0722,0.043,0.073,1.02,0.366,12,9.92,18.2,2.65,4.44,2.253,2.19,4.72,0.26,2.1,0.23,0.976,0.037,0.803,0.15,0.007,0.269,3.48,-132.03,-17.29,0.5331,0.005,-9999,-9999,-9999,
3/21/2011 16:00,MC_Pit4,JEMEZ_P40,Snow,,Grab,Snow,-9999,-9999,5.37,-9999,0.417,4.591,0.434,0.709,0.286,0.402,0.365,-9999,-9999,0.069,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0532,0.0041,-9999,0.0015,0.0002436,0.13,-9999,-9999,-9999,3.39,290,1.85,-9999,-9999,0.287,0.0015,0.0553,24.2,13.4,0.0007,0.68,3.423,7.75,0.0732,0.0285,-9999,2.38,0.448,1.52,0.003,13.2,0.11,7.51,2.82,4.16,0.811,1.69,0.749,0.096,2.44,0.08,0.314,0.1155,0.15,0.114,0.014,0.0285,0.04,3.13,0.0808,-123.89,-16.49,-9999,-9999,-9999,-9999,-9999,integrated
3/21/2011 14:00,MC_Pit6,JEMEZ_P41,Snow,,Grab,Snow,-9999,-9999,5.62,-9999,0.394,2.474,0.253,0.534,0.316,0.483,0.413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0297,0.069,-9999,0.001192,0.000842,0.01,-9999,-9999,-9999,2.12,11.17,0.87,-9999,-9999,0.0795,0.00465,0.0015,9.53,1.27,0.0007,0.1212,1.359,3.82,0.0293,0.0285,-9999,11.2,0.0402,0.246,0.002,0.576,0.016,7.66,13.8,23.1,3.07,3.63,3.08,1.77,4.5,0.407,1.95,0.32,0.778,0.114,0.877,0.26,0.003,0.156,0.869,-133.14,-17.61,-9999,-9999,-9999,-9999,-9999,integrated
3/21/2011 15:30,MC_Piez4,JEMEZ_P42,Snow,,Grab,Snow,-9999,-9999,5.87,-9999,0.472,2.288,0.183,0.656,0.856,0.294,0.386,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0687,0.0166,-9999,0.00238,0.00045,0.009,-9999,-9999,-9999,3.15,102,0.3615,-9999,-9999,0.1467,0.0205,0.0015,7.52,4.08,0.0368,0.1214,1.68,2.26,0.04,0.0285,-9999,44,0.0277,0.993,0.001,0.48,0.015,1.85,26.7,51.9,7.85,24.4,8.72,1.73,9.71,1.2875,7,1.347,4.65,0.587,4.54,0.66,0.005,0.157,3.28,-130.44,-17.41,-9999,-9999,-9999,-9999,-9999,integrated
3/21/2011 16:00,MC_SnowLys_SE,JEMEZ_P43,Snow,,Grab,Snow,-9999,-9999,5.7,-9999,0.322,2.271,0.277,0.538,0.413,0.28,0.447,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0209,0.0353,-9999,0.000775,0.000498,0.019,-9999,-9999,-9999,0.852,7,6.04,-9999,-9999,0.0199,0.00563,0.0015,11.6,0.5,0.0235,0.087,1.169,3.13,0.0209,0.0285,-9999,3.5,0.0229,0.534,0.007,0.429,0.016,5.03,3.89,6.3,1.1,2.79,0.91,0.828,3.26,0.11,0.776,0.08,0.09,0.114,0.106,0.01,0.004,0.1084,1.13,-139.29,-18.58,-9999,-9999,-9999,-9999,-9999,integrated
3/23/2011 15:00,MC_SnowLys_SE,JEMEZ_P44,Snow_Lys,,Grab,Snow,-9999,-9999,6.95,-9999,6.583,25.55,25.37,4.212,3.94,1.454,0.592,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0752,0.523,-9999,0.0224,0.00683,0.025,-9999,-9999,-9999,24.4,316,13.92,-9999,-9999,0.509,0.282,0.554,176,32,0.315,0.651,1.57,20.92,0.378,0.16,-9999,67,0.163,0.0081,0.16,0.575,2.1,21.2,43.1,81.4,10.21,16.7,9.57,8.19,12.2,1.497,9.27,1.558,4.9,0.52,3.98,0.54,0.016,0.242,18.2,-145.43,-19.93,5.219,0.005,1.49,1.578,0.00998,attention Si data-split was taken from glass bottle (no plastic came from field)
3/21/2011 15:30,MC_SnowLys_SE,JEMEZ_P45,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,-9999,2.733,0.1935,0.459,0.221,0.697,0.121,0.075,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0223,0.0152,-9999,0.000945,0.000429,0.037,-9999,-9999,-9999,1.1,18.361,11.75,-9999,-9999,0.0297,0.00142,0.0015,9.97,0.647,0.0223,0.1063,1.4,4.88,0.0282,0.0282,-9999,3.76,0.0324,0.00015,0.046,0.312,0.026,6.11,9.19,8.04,1.163,1.63,0.737,1.052,2.51,0.14,0.71,0.03,0.1275,0.114,0.096,0.0285,0.002,0.0743,0.798,-132.13,-17.8,-9999,-9999,-9999,-9999,-9999,integrated 0-33cm snow
3/28/2011 12:30,MC_Pit3,JEMEZ_P46,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,-9999,8.166,0.2993,0.507,0.333,-9999,0.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.093,0.0531,-9999,0.00266,0.00222,0.03,-9999,-9999,-9999,5.93,21.19,122,-9999,-9999,0.1683,0.0448,0.0015,50.8,2.49,0.0268,0.19175,2.69,4.28,0.0504,0.0285,-9999,23.6,0.0297,0.00015,0.002,0.398,0.02,12.4,31.5,39.1,5.31,7.36,4.29,2.84,7.34,0.678,4.28,0.51,1.834,0.125,1.233,0.17,0.003,0.1166,3.05,-119.22,-15.76,-9999,-9999,1.43,0.827,0.00526,integrated 0-30cm snow
3/28/2011 14:00,MC_SnowLys_SE,JEMEZ_P47,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,-9999,2.674,0.0964,0.377,0.137,0.25,0.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00972,0.0186,-9999,0.000413,0.000408,0.004,-9999,-9999,-9999,0.92,11.06,4.17,-9999,-9999,0.0321,0.0048,0.0015,3.85,0.501,0.00103,0.075,1.66,2.16,0.0283,0.0285,-9999,2.04,0.027,0.00015,0.001,0.27,0.01,5.72,11.9,3.5,0.7654,0.968,0.21,0.877,2.58,0.08,0.583,0.1155,0.15,0.114,0.186,0.07,0.001,0.0624,0.576,-124.42,-16.92,-9999,-9999,1.88,0.327,0.0176,integrated 18-30cm snow
3/28/2011 15:00,MC_Piez4,JEMEZ_P48,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,-9999,1.512,0.1975,0.449,0.118,0.509,0.208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0176,0.0978,-9999,0.00086,0.0002821,0.007,-9999,-9999,-9999,0.931,14.48,4.58,-9999,-9999,0.0178,0.0116,0.0347,3.53,0.537,0.00242,0.093,1.95,3.86,0.0306,0.0285,-9999,6.78,0.0228,0.00015,0.015,0.255,0.0675,2.39,10.9,12.2,1.93,3.08,1.749,0.6045,3.5,0.27,1.298,0.23,0.416,0.002,0.668,0.15,0.003,0.0522,0.859,-125.1,-16.98,-9999,-9999,1.29,0.347,0.0139,integrated 0 -30cm snow
3/28/2011 14:00,MC_SnowLys_SE,JEMEZ_P49,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,-9999,3.028,0.08715,0.369,0.142,0.142,0.116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.015,0.0224,-9999,0.000791,0.000441,0.012,-9999,-9999,-9999,2.15,16.87,5.6,-9999,-9999,0.0757,0.0015,0.0015,13.6,0.855,0.0007,0.1438,2.18,4.26,0.0195,0.0285,-9999,7.86,0.0391,0.00015,0.001,0.278,0.01,9.21,30.1,16.5,2.39,3.49,2.41,1.557,4.58,0.388,1.7,0.25,0.82,0.024,0.679,0.22,0.003,0.0751,1.05,-135.39,-18,-9999,-9999,-9999,-9999,-9999,integrated 0-18cm snow
