TempNorm,Climate,Site,Burn_Unburn,totdasqkm,minelevsmo,maxelevsmo,slope,burn_percentage,Time_Since_Fire
0.00192783368,Csa,Payson,Burn,70.5753,156372,163694,0.03599803,90,0
0.027378528807,BSk,Gaviota,Burn,52.1721,236,5464,0.01765023,12.969,0
0.023150835,BSk,Gaviota,Burn,52.1721,236,5464,0.01765023,12.969,0
0.101789346354,Dfc,Red_Bench_Creek,Burn,1.9386,124759,137433,0.0664604,100,1
0.106503006977,Dfc,Red_Bench_Creek,Burn,1.9386,124759,137433,0.0664604,100,1
0.107279572969,Dfc,Red_Bench_Creek,Burn,1.9386,124759,137433,0.0664604,100,1
0.059316639794,Dfc,Red_Bench_Creek,Burn,1.9386,124759,137433,0.0664604,100,1
0.056552470451,Dfc,Red_Bench_Creek,Burn,1.9386,124759,137433,0.0664604,100,1
8.41734374e-4,Dfc,Red_Meadow_Creek,Burn,77.9949,109888,113621,0.02185597,24.087,1
6.54677078e-4,Dfc,Red_Meadow_Creek,Burn,77.9949,109888,113621,0.02185597,24.087,1
0.001069653121,Dfc,Red_Meadow_Creek,Burn,77.9949,109888,113621,0.02185597,24.087,1
0.001723911498,Dfc,Red_Meadow_Creek,Burn,77.9949,109888,113621,0.02185597,24.087,1
0.001600914529,Dfc,Red_Meadow_Creek,Burn,77.9949,109888,113621,0.02185597,24.087,1
2.72904927e-4,Dfc,Akokala_Creek,Burn,105.8112,108366,109810,0.00550514,13.8379,1
2.37059961e-4,Dfc,Akokala_Creek,Burn,105.8112,108366,109810,0.00550514,13.8379,1
1.92671999e-4,Dfc,Akokala_Creek,Burn,105.8112,108366,109810,0.00550514,13.8379,1
2.46719021e-4,Dfc,Akokala_Creek,Burn,105.8112,108366,109810,0.00550514,13.8379,1
2.31946967e-4,Dfc,Akokala_Creek,Burn,105.8112,108366,109810,0.00550514,13.8379,1
2.10304315e-4,Dfc,Bowman_Creek,Burn,137.0853,109440,110082,0.01030497,5.7229,3
1.34535391e-4,Dfc,Bowman_Creek,Burn,137.0853,109440,110082,0.01030497,5.7229,3
1.22715762e-4,Dfc,Bowman_Creek,Burn,137.0853,109440,110082,0.01030497,5.7229,3
3.01405947e-4,Dfc,Quartz_Creek,Burn,136.8477,105155,108277,0.01675791,27.0952,1
2.21564277e-4,Dfc,Quartz_Creek,Burn,136.8477,105155,108277,0.01675791,27.0952,1
2.57416193e-4,Dfc,Quartz_Creek,Burn,136.8477,105155,108277,0.01675791,27.0952,1
8.84744076e-4,Dfc,Coal,Burn,96.5538,109637,115107,0.02580188,55.8481,1
6.36257741e-4,Dfc,Coal,Burn,96.5538,109637,115107,0.02580188,55.8481,1
3.47973952e-4,Dfc,Coal,Burn,96.5538,109637,115107,0.02580188,55.8481,1
3.54961321e-4,Dfc,Coal,Burn,96.5538,109637,115107,0.02580188,55.8481,1
0.001108506348,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.003912132299,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.001228793904,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.002363450956,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
6.10360979e-4,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.00159251436,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.00148157007,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.002686343733,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.001414828742,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.001715082889,Cfb,DS1,Burn,41.4918,201169,219187,0.03861551,16.3095,1
0.001474152529,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
0.002776921303,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
0.004638640649,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
0.00658426772,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
8.97012917e-4,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
0.001838698622,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
0.002623135674,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
0.004158924225,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
0.0018422551,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
0.002217395113,Cfb,DS2,Burn,62.9001,174884,201169,0.03894074,27.1144,1
1.78832543e-4,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
0.001076432228,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
0.007600331188,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
0.002573892111,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
6.59739686e-4,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
0.001757839594,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
0.002702036272,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
0.001215505044,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
0.001489753164,Cfb,DS3,Burn,62.9055,174884,174884,1e-5,27.1121,1
2.9405336e-5,Dfb,PSF,Burn,693.8973,199985,205058,0.01344909,1.5243,0
1.19271062e-4,Dfb,PSF,Burn,693.8973,199985,205058,0.01344909,1.5243,0
2.7921926e-5,Dfb,PNF,Burn,1254.2697,163245,165529,0.00900986,16.718700000000002,0
3.0252692e-5,Dfb,PNF,Burn,1254.2697,163245,165529,0.00900986,16.718700000000002,0
