TempNorm,Climate,totdasqkm,minelevsmo,maxelevsmo,slope,burn_percentage,Time_Since_Fire
0.008788111126,Dfc,96.5538,109637,115107,0.02580188,55.8481,0
0.012389496072,Dfc,96.5538,109637,115107,0.02580188,55.8481,0
0.01088524396,Dfc,96.5538,109637,115107,0.02580188,55.8481,0
0.011223810244,Dfc,96.5538,109637,115107,0.02580188,55.8481,0
0.009525959008,Dfc,96.5538,109637,115107,0.02580188,55.8481,0
0.067964750438,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.068737763368,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.045365256122,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.06005948059,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.054771259855,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.067090435794,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.044178587166,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.057949404379,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.054159711223,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.058813184061,Cfb,41.4918,201169,219187,0.03861551,16.3095,1
0.113421493898,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.064132514841,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.043295506644,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.054807854344,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.065264775567,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.055651814865,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.043539766998,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.054719416552,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.044870880904,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.048956805065,Cfb,62.9001,174884,201169,0.03894074,27.1144,1
0.024836442546,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.043659080967,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.040800401836,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.048265255117,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.043357701549,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.04002442556,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.04696807233,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.038921380281,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.041271775819,Cfb,62.9055,174884,174884,1e-5,27.1121,1
0.003871584105,Dfb,693.8973,199985,205058,0.01344909,1.5243,1
0.00235750574,Dfb,693.8973,199985,205058,0.01344909,1.5243,1
0.003495163312,Dfb,693.8973,199985,205058,0.01344909,1.5243,1
0.003210142633,Dfb,1254.2697,163245,165529,0.00900986,16.7187,1
0.002598231457,Dfb,1254.2697,163245,165529,0.00900986,16.7187,1
0.002803973943,Dfb,1254.2697,163245,165529,0.00900986,16.7187,1
0.0899605136243067,Csa,337.365,137637,137637,1e-5,67,0
0.494906565656566,Csa,70.5753,156372,163694,0.03599803,90,0
0.0106328093254774,Csa,2010.5073,138783,139310,0.00219949,24,0
0.0126657151129126,Csa,1642.5162,145674,146394,0.01123244,25,0
