Study_ID,response_var,Pair,year,meanConc,Site,latitude,longitude,Area_watershed_km,Climate,Burn_Unburn,TempNorm,logTempNorm
Writer et al. 2014,NO3_Interp,Site_2,2012,0.028324983953846153,PSF,40.685031,-105.449096,963.26,Dfb,Burn,2.9405336e-5,-10.434334403489514
Writer et al. 2014,NO3_Interp,Site_2,2013,0.11488904332651824,PSF,40.685031,-105.449096,963.26,Dfb,Burn,1.19271062e-4,-9.034111823246322
Crandall et al. 2021,NO3_Interp,Control_1,2018,0.5328760381860465,Hobble Creek Lower,40.191035,-111.659939,324,Csa,Unburn,0.00164467913,-6.410209971541799
Crandall et al. 2021,NO3_Interp,Control_2,2018,4.038712679446666,Dry Creek,40.180647,-111.671664,30,Csa,Unburn,0.13462375598,-2.0052713841796628
Crandall et al. 2021,NO3_Interp,Control_3_4,2018,0.2125936284,Provo River,40.234889,-111.724869,1769,Csa,Unburn,1.2017729e-4,-9.026542488821805
Crandall et al. 2021,NO3_Interp,Site_1,2018,1.9010765865192307,Benjamin Slough,40.133514,-111.771241,319,Csa,Burn,0.00595948773,-5.1227707529411886
Crandall et al. 2021,NO3_Interp,Site_2,2018,0.10410301875,Payson,39.987804,-111.729891,54,Csa,Burn,0.00192783368,-6.251358352075036
Crandall et al. 2021,NO3_Interp,Site_3,2018,0.2954071449423077,Spanish Fork Lower,40.162204,-111.732766,1712,Csa,Burn,1.725509e-4,-8.66481829255441
Crandall et al. 2021,NO3_Interp,Site_4,2018,0.0719337433670886,Spanish Fork Upper,40.071704,-111.57715,1650,Csa,Burn,4.359621e-5,-10.040540337993127
Abbott et al. 2021,NO3_Interp,Site_1,2017,0.00539074539089123,BS.10,68.932756,-150.7,16.01788092,Dwc,Burn,1.478523e-4,-8.819296755479717
Abbott et al. 2021,NO3_Interp,Site_1,2018,0.00680425671712459,BS.10,68.932756,-150.7,16.01788092,Dwc,Burn,1.866207e-4,-8.586432343227699
Abbott et al. 2021,NO3_Interp,Control,2017,0.00389284085870952,BS.11,68.9491428,-150.746,21.34597706,Dwc,Unburn,1.145289e-4,-9.074683365071216
Abbott et al. 2021,NO3_Interp,Control,2018,0.00436738808431655,BS.11,68.9491428,-150.746,21.34597706,Dwc,Unburn,1.284903e-4,-8.959657142859562
Rhea et al. 2021,NO3_Interp,Control,2017,0.01655844216883116,U1,40.26237,-105.590804,7.04,Dfc,Unburn,0.002352051,-6.052467565507374
Rhea et al. 2021,NO3_Interp,Site_1,2017,0.06623799727777778,B1,-9999,-9999,3.25,Dfc,Burn,0.020380922,-3.8931560117790798
Rhea et al. 2021,NO3_Interp,Site_2,2017,0.3532407410576923,B2,-9999,-9999,6.02,Dfc,Burn,0.058677864,-2.835692727187878
Rhea et al. 2021,NO3_Interp,Site_3,2017,0.27893518542307694,B3,-9999,-9999,8.33,Dfc,Burn,0.033485616,-3.3966393054924837
