Study_ID,Site,Sampling_Date,latitude,longitude,Area_watershed_km,Pair,Climate,Burn_Unburn,Time_Since_Fire,DOC_mg_C_L,NO3_mg_N_L,NO3_Interp,DOC_Interp
Rhea et al. 2021,U1,2017-07-25,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,7.625272941176469e-4,4.092560553764706
Rhea et al. 2021,U1,2017-07-26,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,6.535948235294117e-4,4.100346020941177
Rhea et al. 2021,U1,2017-07-27,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,5.446623529411763e-4,4.108131488117647
Rhea et al. 2021,U1,2017-07-28,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,4.357298823529413e-4,4.115916955294118
Rhea et al. 2021,U1,2017-07-29,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,3.2679741176470586e-4,4.123702422470588
Rhea et al. 2021,U1,2017-07-30,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,2.1786494117647065e-4,4.131487889647059
Rhea et al. 2021,U1,2017-07-31,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,1.0893247058823522e-4,4.139273356823529
Rhea et al. 2021,U1,2017-08-01,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,4.147058824,0,0,4.147058824
Rhea et al. 2021,U1,2017-08-02,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,9.259259999999999e-4,4.0698529415
Rhea et al. 2021,U1,2017-08-03,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.0018518519999999998,3.9926470590000003
Rhea et al. 2021,U1,2017-08-04,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.002777778,3.9154411765
Rhea et al. 2021,U1,2017-08-05,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.0037037039999999995,3.838235294
Rhea et al. 2021,U1,2017-08-06,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.00462963,3.7610294115
Rhea et al. 2021,U1,2017-08-07,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,3.683823529,0.005555556,0.005555556,3.683823529
Rhea et al. 2021,U1,2017-08-08,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.005555556,3.703124999625
Rhea et al. 2021,U1,2017-08-09,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.005555556,3.7224264702500003
Rhea et al. 2021,U1,2017-08-10,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.005555556,3.741727940875
Rhea et al. 2021,U1,2017-08-11,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.005555556,3.7610294115
Rhea et al. 2021,U1,2017-08-12,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.005555556,3.780330882125
Rhea et al. 2021,U1,2017-08-13,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.005555556,3.7996323527499998
Rhea et al. 2021,U1,2017-08-14,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,NA,NA,0.005555556,3.818933823375
Rhea et al. 2021,U1,2017-08-15,40.26237,-105.590804,7.04,Control,Dfc,Unburn,5,3.838235294,0.005555556,0.005555556,3.838235294
Rhea et al. 2021,U2,2017-07-07,NA,NA,19.38,Control,Dfc,Unburn,5,5.161764706,0.007407407,0.007407407,5.161764706
Rhea et al. 2021,U2,2017-07-08,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.006712962625000001,5.112132353
Rhea et al. 2021,U2,2017-07-09,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.00601851825,5.0625
Rhea et al. 2021,U2,2017-07-10,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.005324073875,5.012867647
Rhea et al. 2021,U2,2017-07-11,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0046296295,4.963235294
Rhea et al. 2021,U2,2017-07-12,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.003935185125000001,4.913602941
Rhea et al. 2021,U2,2017-07-13,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0032407407500000002,4.863970588
Rhea et al. 2021,U2,2017-07-14,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0025462963750000006,4.814338235
Rhea et al. 2021,U2,2017-07-15,NA,NA,19.38,Control,Dfc,Unburn,5,4.764705882,0.001851852,0.001851852,4.764705882
Rhea et al. 2021,U2,2017-07-16,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0020697169411764706,4.729671279941177
Rhea et al. 2021,U2,2017-07-17,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.002287581882352941,4.694636677882353
Rhea et al. 2021,U2,2017-07-18,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.002505446823529412,4.65960207582353
Rhea et al. 2021,U2,2017-07-19,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0027233117647058823,4.6245674737647064
Rhea et al. 2021,U2,2017-07-20,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0029411767058823528,4.589532871705883
Rhea et al. 2021,U2,2017-07-21,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0031590416470588236,4.554498269647059
Rhea et al. 2021,U2,2017-07-22,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0033769065882352936,4.519463667588235
Rhea et al. 2021,U2,2017-07-23,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0035947715294117645,4.484429065529412
Rhea et al. 2021,U2,2017-07-24,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0038126364705882354,4.449394463470589
Rhea et al. 2021,U2,2017-07-25,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.004030501411764705,4.414359861411765
Rhea et al. 2021,U2,2017-07-26,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.004248366352941176,4.3793252593529415
Rhea et al. 2021,U2,2017-07-27,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.004466231294117647,4.344290657294118
Rhea et al. 2021,U2,2017-07-28,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.004684096235294117,4.309256055235294
Rhea et al. 2021,U2,2017-07-29,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.004901961176470588,4.274221453176471
Rhea et al. 2021,U2,2017-07-30,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.005119826117647058,4.239186851117648
Rhea et al. 2021,U2,2017-07-31,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.005337691058823529,4.204152249058824
Rhea et al. 2021,U2,2017-08-01,NA,NA,19.38,Control,Dfc,Unburn,5,4.169117647,0.005555556,0.005555556,4.169117647
Rhea et al. 2021,U2,2017-08-02,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.007407407833333332,4.305147058833334
Rhea et al. 2021,U2,2017-08-03,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.009259259666666665,4.441176470666667
Rhea et al. 2021,U2,2017-08-04,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0111111115,4.5772058824999995
Rhea et al. 2021,U2,2017-08-05,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.012962963333333332,4.713235294333333
Rhea et al. 2021,U2,2017-08-06,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.014814815166666667,4.849264706166666
Rhea et al. 2021,U2,2017-08-07,NA,NA,19.38,Control,Dfc,Unburn,5,4.985294118,0.016666667,0.016666667,4.985294118
Rhea et al. 2021,U2,2017-08-08,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0155092595,4.988051470875
Rhea et al. 2021,U2,2017-08-09,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.014351852,4.990808823749999
Rhea et al. 2021,U2,2017-08-10,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0131944445,4.9935661766249995
Rhea et al. 2021,U2,2017-08-11,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.012037037,4.9963235295
Rhea et al. 2021,U2,2017-08-12,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.010879629500000002,4.999080882375
Rhea et al. 2021,U2,2017-08-13,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.009722222,5.00183823525
Rhea et al. 2021,U2,2017-08-14,NA,NA,19.38,Control,Dfc,Unburn,5,NA,NA,0.0085648145,5.0045955881249995
Rhea et al. 2021,U2,2017-08-15,NA,NA,19.38,Control,Dfc,Unburn,5,5.007352941,0.007407407,0.007407407,5.007352941
Rhea et al. 2021,U3,2017-06-25,NA,NA,8.6,Control,Dfc,Unburn,15,1.5,0.02222222,0.02222222,1.5
Rhea et al. 2021,U3,2017-06-26,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.024382714166666666,1.4650735294166666
Rhea et al. 2021,U3,2017-06-27,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.026543208333333332,1.4301470588333334
Rhea et al. 2021,U3,2017-06-28,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.0287037025,1.39522058825
Rhea et al. 2021,U3,2017-06-29,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.030864196666666666,1.3602941176666667
Rhea et al. 2021,U3,2017-06-30,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.033024690833333335,1.3253676470833333
Rhea et al. 2021,U3,2017-07-01,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.035185185,1.2904411765
Rhea et al. 2021,U3,2017-07-02,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.037345679166666666,1.2555147059166667
Rhea et al. 2021,U3,2017-07-03,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.03950617333333333,1.2205882353333335
Rhea et al. 2021,U3,2017-07-04,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.041666667500000004,1.18566176475
Rhea et al. 2021,U3,2017-07-05,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.04382716166666667,1.1507352941666666
Rhea et al. 2021,U3,2017-07-06,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.045987655833333335,1.1158088235833334
Rhea et al. 2021,U3,2017-07-07,NA,NA,8.6,Control,Dfc,Unburn,15,1.080882353,0.04814815,0.04814815,1.080882353
Rhea et al. 2021,U3,2017-07-08,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.04927983722222222,1.1041666667222223
Rhea et al. 2021,U3,2017-07-09,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.050411524444444446,1.1274509804444444
Rhea et al. 2021,U3,2017-07-10,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.051543211666666665,1.1507352941666666
Rhea et al. 2021,U3,2017-07-11,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.05267489888888889,1.174019607888889
Rhea et al. 2021,U3,2017-07-12,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.05380658611111111,1.1973039216111112
Rhea et al. 2021,U3,2017-07-13,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.054938273333333336,1.2205882353333333
Rhea et al. 2021,U3,2017-07-14,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.056069960555555555,1.2438725490555556
Rhea et al. 2021,U3,2017-07-15,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.05720164777777778,1.2671568627777778
Rhea et al. 2021,U3,2017-07-16,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.058333335,1.2904411765
Rhea et al. 2021,U3,2017-07-17,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.05946502222222222,1.3137254902222222
Rhea et al. 2021,U3,2017-07-18,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.060596709444444445,1.3370098039444445
Rhea et al. 2021,U3,2017-07-19,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.061728396666666664,1.3602941176666667
Rhea et al. 2021,U3,2017-07-20,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.06286008388888889,1.3835784313888888
Rhea et al. 2021,U3,2017-07-21,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.06399177111111111,1.406862745111111
Rhea et al. 2021,U3,2017-07-22,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.06512345833333333,1.4301470588333334
Rhea et al. 2021,U3,2017-07-23,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.06625514555555556,1.4534313725555554
Rhea et al. 2021,U3,2017-07-24,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.06738683277777778,1.4767156862777777
Rhea et al. 2021,U3,2017-07-25,NA,NA,8.6,Control,Dfc,Unburn,15,1.5,0.06851852,0.06851852,1.5
Rhea et al. 2021,U3,2017-07-26,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.06367521538461539,1.5254524886923078
Rhea et al. 2021,U3,2017-07-27,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.05883191076923077,1.5509049773846153
Rhea et al. 2021,U3,2017-07-28,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.05398860615384615,1.576357466076923
Rhea et al. 2021,U3,2017-07-29,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.04914530153846154,1.6018099547692308
Rhea et al. 2021,U3,2017-07-30,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.04430199692307692,1.6272624434615386
Rhea et al. 2021,U3,2017-07-31,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.039458692307692306,1.6527149321538461
Rhea et al. 2021,U3,2017-08-01,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.034615387692307695,1.678167420846154
Rhea et al. 2021,U3,2017-08-02,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.029772083076923077,1.7036199095384617
Rhea et al. 2021,U3,2017-08-03,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.024928778461538466,1.7290723982307692
Rhea et al. 2021,U3,2017-08-04,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.02008547384615384,1.754524886923077
Rhea et al. 2021,U3,2017-08-05,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.01524216923076923,1.7799773756153847
Rhea et al. 2021,U3,2017-08-06,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.010398864615384612,1.8054298643076923
Rhea et al. 2021,U3,2017-08-07,NA,NA,8.6,Control,Dfc,Unburn,15,1.830882353,0.00555556,0.00555556,1.830882353
Rhea et al. 2021,U3,2017-08-08,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.006481485,1.7619485295000001
Rhea et al. 2021,U3,2017-08-09,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.0074074100000000006,1.693014706
Rhea et al. 2021,U3,2017-08-10,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.008333335,1.6240808825
Rhea et al. 2021,U3,2017-08-11,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.00925926,1.555147059
Rhea et al. 2021,U3,2017-08-12,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.010185185,1.4862132355000002
Rhea et al. 2021,U3,2017-08-13,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.01111111,1.417279412
Rhea et al. 2021,U3,2017-08-14,NA,NA,8.6,Control,Dfc,Unburn,15,NA,NA,0.012037035000000001,1.3483455885
Rhea et al. 2021,U3,2017-08-15,NA,NA,8.6,Control,Dfc,Unburn,15,1.279411765,0.01296296,0.01296296,1.279411765
