site,latitude,longitude,comid
Reference ,38.451372,-122.056381,
Rocky Fire,38.923564,-122.326478,
Wragg Fire,38.515812,-122.091057,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
