File_Name,File_Description,Standard,Missing_Value_Codes,File_Path
site_flowlines.gpkg,Geospatial data used to create flowlines for each river or stream.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data
Global-AI_PET_v3_Readme.pdf,The Global Aridity Index (Global-AI) and Global Reference Evapo-Transpiration (Global- ET0) datasets provided in Version 3 of the Global Aridity Index and Potential Evapo- Transpiration (ET0) Database (Global-AI_PET_v3) provide high-resolution (30 arc-seconds) global raster data for the 1970-2000 period related to evapotranspiration processes and rainfall deficit for potential vegetative growth; based upon implementation of the FAO-56 Penman- Monteith Reference Evapotranspiration (ET0) equation.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/Global-AI_ET0_v3_annual
ai_v3_yr.tfw,Aridity index data.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/Global-AI_ET0_v3_annual
Akokala_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Arroyo_Hondo.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Benjamin_Slough.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Bowman_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Camas_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Coal.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Coal_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Cold_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Control.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Crane_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Crow_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
DS1.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
DS2.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
DS3.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Dry_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Fish_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Gaviota.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Grade_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Hobble_Creek_Lower.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Hobble_Creek_Upper.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Jones_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Logging_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Lower_MacDonald_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Middle_Fork.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Mill_Race.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Mitsubishi_Race.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
North_Fork.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
PBR.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
PNF.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
PSF.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Payson.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Pinchot.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Provo_River.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Quartz_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Rattlesnake.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Red_Bench_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Red_Meadow_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Reference.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Rocky_Fire.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
San_Onofre.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Site_1.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Site_2.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Site_3.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Spanish_Fork_Lower.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Spanish_Fork_Upper.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Trout_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
US1.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
US2.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Upper_MacDonald_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Wally_Creek.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Wash_Branch.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
Wragg_Fire.jpg,Image of extracted watershed. The file name indicates the name of the creek associated with a particular watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/maps
getAridity.R,The R code to generate aridity indices.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getChemistry.R,The R code to generate stream chemistry for each watershed.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getMaps.R,The R code to generate images of watershed boundaries.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getNHDcomid.R,The R code that uses the National Hydrography Dataset (NHD) to generate watershed characteristics using common identifiers.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getNHDxy.R,This function links coordinates to their associated National Hydrography Dataset (NHD) flowline.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getOmernikSite.R,The R code function to get Environmental Protection Agency (EPA) ecoregions for each sample location.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getOmernikWs.R,Level III and IV Ecoregions of the Continental United States.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getPRISM.R,A function to extract a location's 30-year normal mean; maximum; minimum temperature and mean precipitation from Parameter-elevation Regressions on Independent Slopes Model (PRISM).,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getStreamCat.R,This function pulls data from the Environmental Protection Agency's (EPA) StreamCat database to extract wildfire characteristics for each catchment (Cat).,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
getWatersheds.R,The R code to generate watershed boundaries.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
sus_mapper.R,The R code to generate suspected watershed boundaries that were not identified correctly.,N/A,N/A,/Cavaiani_2024_Metaanalysis/R_scripts/data/src
ak6913315063620070716_20070620_20080614_burn_bndy.shp,The fire perimeter polygon shapefile for the Anaktuvuk wildfire. Numbers correspond to geographic data for the polygon.,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/Anaktuvuk_River_2007
ak6913315063620070716_20070620_20080614_mask.shp,The masked raster layer for the shapefile for the Anaktuvuk wildfire. Numbers correspond to geographic data for the polygon.,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/Anaktuvuk_River_2007
Matt_Fire_1985.shp,Shape file for the Matt wildfire.,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/Matt_Fire_1985
Northwest_Territories_2013.shp,Shape file for the Northwest Territories wildfire.,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/Northwest_Territories_2013
CA3888612004020070623_20060812_20080630_metadata.xml,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora.kmz,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_burn_bndy.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_burn_bndy.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_burn_bndy.sbn,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_burn_bndy.sbx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_burn_bndy.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_burn_bndy.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_dnbr.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_dnbr.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_dnbr.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_dnbr6.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_dnbr6.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_dnbr6.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_map.pdf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_mask.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_mask.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_mask.sbn,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_mask.sbx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_mask.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_mask.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_metadata.xml,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_post_l5_refl.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_post_l5_refl.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_post_l5_refl.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_pre_l5_refl.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_pre_l5_refl.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_pre_l5_refl.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_rdnbr.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_rdnbr.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
angora_rdnbr.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630.kmz,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_burn_bndy.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_burn_bndy.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_burn_bndy.sbn,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_burn_bndy.sbx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_burn_bndy.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_burn_bndy.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_dnbr.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_dnbr.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_dnbr.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_dnbr6.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_dnbr6.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_dnbr6.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_mask.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_mask.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_mask.sbn,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_mask.sbx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_mask.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_mask.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_rdnbr.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_rdnbr.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_20080630_rdnbr.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_l5_refl.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_l5_refl.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20060812_l5_refl.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20080630_l5_refl.aux,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20080630_l5_refl.rrd,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_20080630_l5_refl.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
ca3888612004020070623_map.pdf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/angora/mtbs/2007/ca3888612004020070623
CA3858612053820210815_20210805_20220723_metadata.xml,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723.kmz,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_burn_bndy.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_burn_bndy.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_burn_bndy.sbn,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_burn_bndy.sbx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_burn_bndy.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_burn_bndy.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_dnbr.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_dnbr6.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_mask.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_mask.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_mask.sbn,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_mask.sbx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_mask.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_mask.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_20220723_rdnbr.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20210805_L8_refl.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_20220723_L8_refl.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
ca3858612053820210815_map.pdf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor.kmz,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_burn_bndy.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_burn_bndy.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_burn_bndy.sbn,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_burn_bndy.sbx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_burn_bndy.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_burn_bndy.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_dnbr.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_dnbr6.tif,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_map.pdf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_mask.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_mask.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_mask.sbn,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_mask.sbx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
caldor_mask.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/gis_data/Fire_Perimeters/caldor/mtbs/2021/ca3858612053820210815
