agency_cd,site_no,Date,X_00060_00003,X_00060_00003_cd
USGS,103366097,2008-10-01,0.36,A
USGS,103366097,2008-10-02,0.37,A
USGS,103366097,2008-10-03,0.46,A
USGS,103366097,2008-10-04,2.86,A
USGS,103366097,2008-10-05,1.21,A
USGS,103366097,2008-10-06,0.8,A
USGS,103366097,2008-10-07,0.71,A
USGS,103366097,2008-10-08,0.69,A
USGS,103366097,2008-10-09,0.67,A
USGS,103366097,2008-10-10,0.67,A
USGS,103366097,2008-10-11,0.72,A
USGS,103366097,2008-10-12,0.72,A
USGS,103366097,2008-10-13,0.74,A
USGS,103366097,2008-10-14,0.73,A
USGS,103366097,2008-10-15,0.75,A
USGS,103366097,2008-10-16,0.73,A
USGS,103366097,2008-10-17,0.73,A
USGS,103366097,2008-10-18,0.74,A
USGS,103366097,2008-10-19,0.75,A
USGS,103366097,2008-10-20,0.75,A
USGS,103366097,2008-10-21,0.75,A
USGS,103366097,2008-10-22,0.76,A
USGS,103366097,2008-10-23,0.75,A
USGS,103366097,2008-10-24,0.79,A
USGS,103366097,2008-10-25,0.78,A
USGS,103366097,2008-10-26,0.81,A
USGS,103366097,2008-10-27,0.81,A
USGS,103366097,2008-10-28,0.82,A
USGS,103366097,2008-10-29,0.81,A
USGS,103366097,2008-10-30,0.85,A
USGS,103366097,2008-10-31,1.13,A
USGS,103366097,2008-11-01,2.44,A
USGS,103366097,2008-11-02,5.37,A
USGS,103366097,2008-11-03,3,A
USGS,103366097,2008-11-04,3,A
USGS,103366097,2008-11-05,2.28,A
USGS,103366097,2008-11-06,2.17,A
USGS,103366097,2008-11-07,1.95,A
USGS,103366097,2008-11-08,1.91,A
USGS,103366097,2008-11-09,2.55,A
USGS,103366097,2008-11-10,2.19,A
USGS,103366097,2008-11-11,1.86,A
USGS,103366097,2008-11-12,1.74,A
USGS,103366097,2008-11-13,1.61,A
USGS,103366097,2008-11-14,1.56,A
USGS,103366097,2008-11-15,1.5,A
USGS,103366097,2008-11-16,1.45,A
USGS,103366097,2008-11-17,1.44,A
USGS,103366097,2008-11-18,1.43,A
USGS,103366097,2008-11-19,1.39,A
USGS,103366097,2008-11-20,1.42,A
USGS,103366097,2008-11-21,1.36,A
USGS,103366097,2008-11-22,1.37,A
USGS,103366097,2008-11-23,1.33,A
USGS,103366097,2008-11-24,1.3,A
USGS,103366097,2008-11-25,1.41,A
USGS,103366097,2008-11-26,1.57,A
USGS,103366097,2008-11-27,1.71,A
USGS,103366097,2008-11-28,1.43,A
USGS,103366097,2008-11-29,1.41,A
USGS,103366097,2008-11-30,1.32,A
USGS,103366097,2008-12-01,1.34,A
USGS,103366097,2008-12-02,1.4,A
USGS,103366097,2008-12-03,1.24,A
USGS,103366097,2008-12-04,1.19,A
USGS,103366097,2008-12-05,1.12,A
USGS,103366097,2008-12-06,1.07,A
USGS,103366097,2008-12-07,1.02,A
USGS,103366097,2008-12-08,1.08,A
USGS,103366097,2008-12-09,0.98,A
USGS,103366097,2008-12-10,0.9,A
USGS,103366097,2008-12-11,0.92,A
USGS,103366097,2008-12-12,1,A
USGS,103366097,2008-12-13,1.08,A
USGS,103366097,2008-12-14,1,A
USGS,103366097,2008-12-15,1.1,A e
USGS,103366097,2008-12-16,1.09,A e
USGS,103366097,2008-12-17,1.1,A e
USGS,103366097,2008-12-18,1.09,A e
USGS,103366097,2008-12-19,1.09,A e
USGS,103366097,2008-12-20,1.15,A e
USGS,103366097,2008-12-21,1.12,A e
USGS,103366097,2008-12-22,1.13,A e
USGS,103366097,2008-12-23,1.13,A e
USGS,103366097,2008-12-24,1.18,A e
USGS,103366097,2008-12-25,1.18,A e
USGS,103366097,2008-12-26,1.18,A e
USGS,103366097,2008-12-27,1.27,A e
USGS,103366097,2008-12-28,1.27,A e
USGS,103366097,2008-12-29,1.27,A e
USGS,103366097,2008-12-30,1.27,A e
USGS,103366097,2008-12-31,1.22,A e
USGS,103366097,2009-01-01,1.22,A e
USGS,103366097,2009-01-02,1.27,A e
USGS,103366097,2009-01-03,1.31,A e
USGS,103366097,2009-01-04,1.27,A e
USGS,103366097,2009-01-05,1.27,A e
USGS,103366097,2009-01-06,1.25,A e
USGS,103366097,2009-01-07,1.25,A e
USGS,103366097,2009-01-08,1.25,A e
USGS,103366097,2009-01-09,1.25,A e
USGS,103366097,2009-01-10,1.25,A e
USGS,103366097,2009-01-11,1.23,A e
USGS,103366097,2009-01-12,1.23,A e
USGS,103366097,2009-01-13,1.2,A e
USGS,103366097,2009-01-14,1.2,A e
USGS,103366097,2009-01-15,1.18,A e
USGS,103366097,2009-01-16,1.18,A e
USGS,103366097,2009-01-17,1.15,A e
USGS,103366097,2009-01-18,1.15,A e
USGS,103366097,2009-01-19,1.2,A e
USGS,103366097,2009-01-20,1.18,A e
USGS,103366097,2009-01-21,1.5,A e
USGS,103366097,2009-01-22,1.91,A e
USGS,103366097,2009-01-23,7.07,A e
USGS,103366097,2009-01-24,12,A e
USGS,103366097,2009-01-25,7.94,A e
USGS,103366097,2009-01-26,5.65,A e
USGS,103366097,2009-01-27,4.64,A e
USGS,103366097,2009-01-28,3.86,A e
USGS,103366097,2009-01-29,3.3,A e
USGS,103366097,2009-01-30,2.71,A e
USGS,103366097,2009-01-31,2.25,A e
USGS,103366097,2009-02-01,1.93,A e
USGS,103366097,2009-02-02,1.82,A e
USGS,103366097,2009-02-03,1.91,A e
USGS,103366097,2009-02-04,2.16,A e
USGS,103366097,2009-02-05,2.21,A
USGS,103366097,2009-02-06,2.04,A
USGS,103366097,2009-02-07,1.95,A
USGS,103366097,2009-02-08,1.86,A
USGS,103366097,2009-02-09,1.74,A
USGS,103366097,2009-02-10,1.5,A
USGS,103366097,2009-02-11,1.67,A
USGS,103366097,2009-02-12,1.69,A
USGS,103366097,2009-02-13,1.66,A
USGS,103366097,2009-02-14,1.65,A
USGS,103366097,2009-02-15,1.67,A
USGS,103366097,2009-02-16,1.7,A
USGS,103366097,2009-02-17,1.66,A
USGS,103366097,2009-02-18,1.65,A
USGS,103366097,2009-02-19,1.61,A
USGS,103366097,2009-02-20,1.66,A
USGS,103366097,2009-02-21,1.72,A
USGS,103366097,2009-02-22,1.79,A e
USGS,103366097,2009-02-23,6.02,A e
USGS,103366097,2009-02-24,10.5,A e
USGS,103366097,2009-02-25,6.71,A e
USGS,103366097,2009-02-26,4.51,A e
USGS,103366097,2009-02-27,3.46,A e
USGS,103366097,2009-02-28,3.31,A e
USGS,103366097,2009-03-01,4.24,A e
USGS,103366097,2009-03-02,24,A e
USGS,103366097,2009-03-03,19.8,A
USGS,103366097,2009-03-04,14.8,A e
USGS,103366097,2009-03-05,11,A e
USGS,103366097,2009-03-06,7.68,A e
USGS,103366097,2009-03-07,6.29,A
USGS,103366097,2009-03-08,5.7,A
USGS,103366097,2009-03-09,5.66,A
USGS,103366097,2009-03-10,5.24,A
USGS,103366097,2009-03-11,5.53,A
USGS,103366097,2009-03-12,5.8,A
USGS,103366097,2009-03-13,6.18,A
USGS,103366097,2009-03-14,6.71,A
USGS,103366097,2009-03-15,7.18,A
USGS,103366097,2009-03-16,10.8,A
USGS,103366097,2009-03-17,12,A
USGS,103366097,2009-03-18,11.5,A
USGS,103366097,2009-03-19,11.3,A
USGS,103366097,2009-03-20,11.2,A
USGS,103366097,2009-03-21,10.5,A
USGS,103366097,2009-03-22,9.47,A
USGS,103366097,2009-03-23,8.63,A
USGS,103366097,2009-03-24,7.99,A
USGS,103366097,2009-03-25,8.3,A
USGS,103366097,2009-03-26,9.11,A
USGS,103366097,2009-03-27,9,A
USGS,103366097,2009-03-28,9.28,A
USGS,103366097,2009-03-29,9.87,A
USGS,103366097,2009-03-30,8.58,A
USGS,103366097,2009-03-31,8.23,A
USGS,103366097,2009-04-01,8.69,A
USGS,103366097,2009-04-02,8.88,A
USGS,103366097,2009-04-03,8.77,A
USGS,103366097,2009-04-04,7.56,A
USGS,103366097,2009-04-05,7.3,A
USGS,103366097,2009-04-06,7.49,A
USGS,103366097,2009-04-07,7.64,A
USGS,103366097,2009-04-08,7.88,A
USGS,103366097,2009-04-09,7.36,A
USGS,103366097,2009-04-10,7.17,A
USGS,103366097,2009-04-11,6.84,A
USGS,103366097,2009-04-12,6.76,A
USGS,103366097,2009-04-13,6.95,A
USGS,103366097,2009-04-14,7.05,A
USGS,103366097,2009-04-15,6.86,A
USGS,103366097,2009-04-16,6.52,A
USGS,103366097,2009-04-17,6.34,A
USGS,103366097,2009-04-18,6.42,A
USGS,103366097,2009-04-19,6.57,A
USGS,103366097,2009-04-20,6.88,A
USGS,103366097,2009-04-21,7.37,A
USGS,103366097,2009-04-22,7.84,A
USGS,103366097,2009-04-23,8.06,A
USGS,103366097,2009-04-24,8.6,A
USGS,103366097,2009-04-25,8.47,A
USGS,103366097,2009-04-26,7.56,A
USGS,103366097,2009-04-27,7.01,A
USGS,103366097,2009-04-28,6.69,A
USGS,103366097,2009-04-29,6.49,A
USGS,103366097,2009-04-30,6.49,A
USGS,103366097,2009-05-01,8.67,A
USGS,103366097,2009-05-02,19.1,A
USGS,103366097,2009-05-03,21.8,A
USGS,103366097,2009-05-04,13.8,A
USGS,103366097,2009-05-05,21.3,A
USGS,103366097,2009-05-06,8.45,A
USGS,103366097,2009-05-07,6.67,A
USGS,103366097,2009-05-08,6.02,A
USGS,103366097,2009-05-09,5.64,A
USGS,103366097,2009-05-10,5.44,A
USGS,103366097,2009-05-11,5.32,A
USGS,103366097,2009-05-12,5.24,A
USGS,103366097,2009-05-13,5,A
USGS,103366097,2009-05-14,4.87,A
USGS,103366097,2009-05-15,4.96,A
USGS,103366097,2009-05-16,5.12,A
USGS,103366097,2009-05-17,5.31,A
USGS,103366097,2009-05-18,5.68,A
USGS,103366097,2009-05-19,5.85,A
USGS,103366097,2009-05-20,5.88,A
USGS,103366097,2009-05-21,5.47,A
USGS,103366097,2009-05-22,5.24,A
USGS,103366097,2009-05-23,5.18,A
USGS,103366097,2009-05-24,5.14,A
USGS,103366097,2009-05-25,4.89,A
USGS,103366097,2009-05-26,4.74,A
USGS,103366097,2009-05-27,4.6,A
USGS,103366097,2009-05-28,4.71,A
USGS,103366097,2009-05-29,4.8,A
USGS,103366097,2009-05-30,4.64,A
USGS,103366097,2009-05-31,4.51,A
USGS,103366097,2009-06-01,4.35,A
USGS,103366097,2009-06-02,5,A
USGS,103366097,2009-06-03,4.8,A
USGS,103366097,2009-06-04,4.37,A
USGS,103366097,2009-06-05,4.21,A
USGS,103366097,2009-06-06,4.12,A
USGS,103366097,2009-06-07,3.96,A
USGS,103366097,2009-06-08,3.54,A
USGS,103366097,2009-06-09,3.36,A
USGS,103366097,2009-06-10,3.18,A
USGS,103366097,2009-06-11,3,A
USGS,103366097,2009-06-12,2.89,A
USGS,103366097,2009-06-13,2.9,A
USGS,103366097,2009-06-14,3.01,A
USGS,103366097,2009-06-15,2.72,A
USGS,103366097,2009-06-16,2.67,A
USGS,103366097,2009-06-17,2.49,A
USGS,103366097,2009-06-18,2.36,A
USGS,103366097,2009-06-19,2.24,A
USGS,103366097,2009-06-20,2.12,A
USGS,103366097,2009-06-21,2.04,A
USGS,103366097,2009-06-22,2,A
USGS,103366097,2009-06-23,1.9,A
USGS,103366097,2009-06-24,1.67,A
USGS,103366097,2009-06-25,1.56,A
USGS,103366097,2009-06-26,1.45,A
USGS,103366097,2009-06-27,1.45,A
USGS,103366097,2009-06-28,1.39,A
USGS,103366097,2009-06-29,1.34,A
USGS,103366097,2009-06-30,1.35,A
USGS,103366097,2009-07-01,1.43,A
USGS,103366097,2009-07-02,1.55,A
USGS,103366097,2009-07-03,1.67,A
USGS,103366097,2009-07-04,1.27,A
USGS,103366097,2009-07-05,1.02,A
USGS,103366097,2009-07-06,0.92,A
USGS,103366097,2009-07-07,0.87,A
USGS,103366097,2009-07-08,0.86,A
USGS,103366097,2009-07-09,0.92,A
USGS,103366097,2009-07-10,0.94,A
USGS,103366097,2009-07-11,0.88,A
USGS,103366097,2009-07-12,0.87,A
USGS,103366097,2009-07-13,0.74,A
USGS,103366097,2009-07-14,0.73,A
USGS,103366097,2009-07-15,0.7,A
USGS,103366097,2009-07-16,0.64,A
USGS,103366097,2009-07-17,0.62,A
USGS,103366097,2009-07-18,0.61,A
USGS,103366097,2009-07-19,0.59,A
USGS,103366097,2009-07-20,0.56,A
USGS,103366097,2009-07-21,0.53,A
USGS,103366097,2009-07-22,0.48,A
USGS,103366097,2009-07-23,0.47,A
USGS,103366097,2009-07-24,0.55,A
USGS,103366097,2009-07-25,0.54,A
USGS,103366097,2009-07-26,0.49,A
USGS,103366097,2009-07-27,0.49,A
USGS,103366097,2009-07-28,0.47,A
USGS,103366097,2009-07-29,0.73,A
USGS,103366097,2009-07-30,0.8,A
USGS,103366097,2009-07-31,0.65,A
USGS,103366097,2009-08-01,0.63,A
USGS,103366097,2009-08-02,0.64,A
USGS,103366097,2009-08-03,0.61,A
USGS,103366097,2009-08-04,0.55,A
USGS,103366097,2009-08-05,0.53,A
USGS,103366097,2009-08-06,0.59,A
USGS,103366097,2009-08-07,0.72,A
USGS,103366097,2009-08-08,0.72,A
USGS,103366097,2009-08-09,0.67,A
USGS,103366097,2009-08-10,0.63,A
USGS,103366097,2009-08-11,0.59,A
USGS,103366097,2009-08-12,0.57,A
USGS,103366097,2009-08-13,0.54,A
USGS,103366097,2009-08-14,0.49,A
USGS,103366097,2009-08-15,0.49,A
USGS,103366097,2009-08-16,0.49,A
USGS,103366097,2009-08-17,0.44,A
