response_var,scenario,iteration,predictor,coefficient,lambda
DOC,lasso_family_balanced,48,Area_watershed_km,0,0.022513066921357176
DOC,lasso_family_balanced,48,runoffws,0.029738862785847763,0.022513066921357176
DOC,lasso_family_balanced,48,forest_cover,-0.0039905891387615215,0.022513066921357176
DOC,lasso_family_balanced,48,omws,0.14335885627541062,0.022513066921357176
DOC,lasso_family_balanced,49,post_fire_year,0,0.06501735601438334
DOC,lasso_family_balanced,49,burn_percent_fire_year,0,0.06501735601438334
DOC,lasso_family_balanced,49,burn_sev_high,0,0.06501735601438334
DOC,lasso_family_balanced,49,Area_watershed_km,0,0.06501735601438334
DOC,lasso_family_balanced,49,runoffws,0.008178239009555464,0.06501735601438334
DOC,lasso_family_balanced,49,forest_cover,0,0.06501735601438334
DOC,lasso_family_balanced,49,omws,0.12300868243551895,0.06501735601438334
DOC,lasso_family_balanced,50,post_fire_year,0,0.030812151467675866
DOC,lasso_family_balanced,50,burn_percent_fire_year,0,0.030812151467675866
DOC,lasso_family_balanced,50,burn_sev_high,0,0.030812151467675866
DOC,lasso_family_balanced,50,Area_watershed_km,0.025568123808190266,0.030812151467675866
DOC,lasso_family_balanced,50,runoffws,0.03992780967194336,0.030812151467675866
DOC,lasso_family_balanced,50,forest_cover,-0.06883412659598616,0.030812151467675866
DOC,lasso_family_balanced,50,omws,0.18294577847216303,0.030812151467675866
DOC,lasso_family_balanced,51,post_fire_year,0.05456882491220383,0.006871785067971235
DOC,lasso_family_balanced,51,burn_percent_fire_year,0,0.006871785067971235
DOC,lasso_family_balanced,51,burn_sev_high,0.01421607470865862,0.006871785067971235
DOC,lasso_family_balanced,51,Area_watershed_km,0.09953587203261469,0.006871785067971235
DOC,lasso_family_balanced,51,runoffws,0,0.006871785067971235
DOC,lasso_family_balanced,51,forest_cover,0.0345754957743533,0.006871785067971235
DOC,lasso_family_balanced,51,omws,0.32077425666315046,0.006871785067971235
DOC,lasso_family_balanced,52,post_fire_year,0,0.118540640429162
DOC,lasso_family_balanced,52,burn_percent_fire_year,0,0.118540640429162
DOC,lasso_family_balanced,52,burn_sev_high,0,0.118540640429162
DOC,lasso_family_balanced,52,Area_watershed_km,0.015014381864719017,0.118540640429162
DOC,lasso_family_balanced,52,runoffws,0.05261775197574453,0.118540640429162
DOC,lasso_family_balanced,52,forest_cover,0,0.118540640429162
DOC,lasso_family_balanced,52,omws,0.12672501868316757,0.118540640429162
DOC,lasso_family_balanced,53,post_fire_year,0,0.1289885471878162
DOC,lasso_family_balanced,53,burn_percent_fire_year,0,0.1289885471878162
DOC,lasso_family_balanced,53,burn_sev_high,0,0.1289885471878162
DOC,lasso_family_balanced,53,Area_watershed_km,0,0.1289885471878162
DOC,lasso_family_balanced,53,runoffws,0,0.1289885471878162
DOC,lasso_family_balanced,53,forest_cover,0,0.1289885471878162
DOC,lasso_family_balanced,53,omws,0.1886367720822564,0.1289885471878162
DOC,lasso_family_balanced,54,post_fire_year,0,0.06331023497059257
DOC,lasso_family_balanced,54,burn_percent_fire_year,0,0.06331023497059257
DOC,lasso_family_balanced,54,burn_sev_high,0,0.06331023497059257
DOC,lasso_family_balanced,54,Area_watershed_km,0,0.06331023497059257
DOC,lasso_family_balanced,54,runoffws,0.06742834821263666,0.06331023497059257
DOC,lasso_family_balanced,54,forest_cover,0,0.06331023497059257
