agency_cd,site_no,Date,X_00060_00003,X_00060_00003_cd
USGS,01064300,1997-09-01,16,A
USGS,01064300,1997-09-02,15,A
USGS,01064300,1997-09-03,15,A
USGS,01064300,1997-09-04,15,A
USGS,01064300,1997-09-05,14,A
USGS,01064300,1997-09-06,14,A
USGS,01064300,1997-09-07,14,A
USGS,01064300,1997-09-08,15,A
USGS,01064300,1997-09-09,14,A
USGS,01064300,1997-09-10,14,A
USGS,01064300,1997-09-11,15,A
USGS,01064300,1997-09-12,22,A
USGS,01064300,1997-09-13,17,A
USGS,01064300,1997-09-14,15,A
USGS,01064300,1997-09-15,14,A
USGS,01064300,1997-09-16,14,A
USGS,01064300,1997-09-17,13,A
USGS,01064300,1997-09-18,13,A
USGS,01064300,1997-09-19,12,A
USGS,01064300,1997-09-20,13,A
USGS,01064300,1997-09-21,13,A
USGS,01064300,1997-09-22,13,A
USGS,01064300,1997-09-23,14,A
USGS,01064300,1997-09-24,14,A
USGS,01064300,1997-09-25,13,A
USGS,01064300,1997-09-26,13,A
USGS,01064300,1997-09-27,12,A
USGS,01064300,1997-09-28,12,A
USGS,01064300,1997-09-29,39,A
USGS,01064300,1997-09-30,30,A
USGS,01064300,1997-10-01,27,A
USGS,01064300,1997-10-02,20,A
USGS,01064300,1997-10-03,18,A
USGS,01064300,1997-10-04,18,A
USGS,01064300,1997-10-05,26,A
USGS,01064300,1997-10-06,21,A
USGS,01064300,1997-10-07,18,A
USGS,01064300,1997-10-08,16,A
USGS,01064300,1997-10-09,16,A
USGS,01064300,1997-10-10,15,A
USGS,01064300,1997-10-11,14,A
USGS,01064300,1997-10-12,14,A
USGS,01064300,1997-10-13,14,A
USGS,01064300,1997-10-14,14,A
USGS,01064300,1997-10-15,14,A
USGS,01064300,1997-10-16,14,A
USGS,01064300,1997-10-17,14,A
USGS,01064300,1997-10-18,13,A
USGS,01064300,1997-10-19,13,A
USGS,01064300,1997-10-20,13,A
USGS,01064300,1997-10-21,13,A
USGS,01064300,1997-10-22,13,A
USGS,01064300,1997-10-23,12,A
USGS,01064300,1997-10-24,12,A
USGS,01064300,1997-10-25,12,A
USGS,01064300,1997-10-26,12,A
USGS,01064300,1997-10-27,16,A
USGS,01064300,1997-10-28,15,A
USGS,01064300,1997-10-29,13,A
USGS,01064300,1997-10-30,14,A
USGS,01064300,1997-10-31,14,A
USGS,01064300,1997-11-01,59,A
USGS,01064300,1997-11-02,569,A
USGS,01064300,1997-11-03,200,A
USGS,01064300,1997-11-04,90,A
USGS,01064300,1997-11-05,96,A
USGS,01064300,1997-11-06,55,A
USGS,01064300,1997-11-07,44,A
USGS,01064300,1997-11-08,37,A
USGS,01064300,1997-11-09,114,A
USGS,01064300,1997-11-10,127,A
USGS,01064300,1997-11-11,59,A
USGS,01064300,1997-11-12,44,A
USGS,01064300,1997-11-13,35,A
USGS,01064300,1997-11-14,34,A
USGS,01064300,1997-11-15,32,A
USGS,01064300,1997-11-16,29,A
USGS,01064300,1997-11-17,29,A
USGS,01064300,1997-11-18,26,A
USGS,01064300,1997-11-19,25,A
USGS,01064300,1997-11-20,24,A
USGS,01064300,1997-11-21,24,A
USGS,01064300,1997-11-22,23,A
USGS,01064300,1997-11-23,22,A
USGS,01064300,1997-11-24,21,A
USGS,01064300,1997-11-25,24,A
USGS,01064300,1997-11-26,23,A
USGS,01064300,1997-11-27,21,A e
USGS,01064300,1997-11-28,23,A e
USGS,01064300,1997-11-29,22,A
USGS,01064300,1997-11-30,19,A
USGS,01064300,1997-12-01,18,A
USGS,01064300,1997-12-02,20,A e
USGS,01064300,1997-12-03,20,A e
USGS,01064300,1997-12-04,18,A
USGS,01064300,1997-12-05,18,A
USGS,01064300,1997-12-06,18,A
USGS,01064300,1997-12-07,17,A
USGS,01064300,1997-12-08,16,A e
USGS,01064300,1997-12-09,15,A e
USGS,01064300,1997-12-10,15,A e
USGS,01064300,1997-12-11,15,A e
USGS,01064300,1997-12-12,15,A e
USGS,01064300,1997-12-13,16,A e
USGS,01064300,1997-12-14,15,A e
USGS,01064300,1997-12-15,13,A e
USGS,01064300,1997-12-16,14,A e
USGS,01064300,1997-12-17,13,A e
USGS,01064300,1997-12-18,13,A e
USGS,01064300,1997-12-19,13,A e
USGS,01064300,1997-12-20,12,A e
USGS,01064300,1997-12-21,12,A e
USGS,01064300,1997-12-22,12,A e
USGS,01064300,1997-12-23,11,A e
USGS,01064300,1997-12-24,11,A e
USGS,01064300,1997-12-25,12,A e
USGS,01064300,1997-12-26,12,A e
USGS,01064300,1997-12-27,11,A e
USGS,01064300,1997-12-28,11,A e
USGS,01064300,1997-12-29,10,A e
USGS,01064300,1997-12-30,11,A e
USGS,01064300,1997-12-31,11,A e
USGS,01064300,1998-01-01,10,A e
USGS,01064300,1998-01-02,10,A e
USGS,01064300,1998-01-03,11,A e
USGS,01064300,1998-01-04,14,A e
USGS,01064300,1998-01-05,14,A e
USGS,01064300,1998-01-06,20,A e
USGS,01064300,1998-01-07,39,A e
USGS,01064300,1998-01-08,160,A e
USGS,01064300,1998-01-09,99,A
USGS,01064300,1998-01-10,39,A
USGS,01064300,1998-01-11,25,A
USGS,01064300,1998-01-12,20,A e
USGS,01064300,1998-01-13,22,A e
USGS,01064300,1998-01-14,19,A e
USGS,01064300,1998-01-15,19,A e
USGS,01064300,1998-01-16,18,A e
USGS,01064300,1998-01-17,17,A e
USGS,01064300,1998-01-18,17,A e
USGS,01064300,1998-01-19,16,A e
USGS,01064300,1998-01-20,15,A e
USGS,01064300,1998-01-21,14,A e
USGS,01064300,1998-01-22,14,A e
USGS,01064300,1998-01-23,14,A e
USGS,01064300,1998-01-24,14,A e
USGS,01064300,1998-01-25,13,A e
USGS,01064300,1998-01-26,13,A e
USGS,01064300,1998-01-27,13,A e
USGS,01064300,1998-01-28,12,A e
USGS,01064300,1998-01-29,12,A e
USGS,01064300,1998-01-30,11,A e
USGS,01064300,1998-01-31,11,A e
USGS,01064300,1998-02-01,11,A e
USGS,01064300,1998-02-02,11,A e
USGS,01064300,1998-02-03,11,A e
USGS,01064300,1998-02-04,11,A e
USGS,01064300,1998-02-05,11,A e
USGS,01064300,1998-02-06,11,A e
USGS,01064300,1998-02-07,10,A e
USGS,01064300,1998-02-08,10,A e
USGS,01064300,1998-02-09,10,A e
USGS,01064300,1998-02-10,10,A e
USGS,01064300,1998-02-11,10,A e
USGS,01064300,1998-02-12,30,A e
USGS,01064300,1998-02-13,25,A
USGS,01064300,1998-02-14,19,A e
USGS,01064300,1998-02-15,18,A e
USGS,01064300,1998-02-16,18,A e
USGS,01064300,1998-02-17,15,A e
USGS,01064300,1998-02-18,14,A e
USGS,01064300,1998-02-19,13,A e
USGS,01064300,1998-02-20,13,A e
USGS,01064300,1998-02-21,13,A
USGS,01064300,1998-02-22,13,A
USGS,01064300,1998-02-23,13,A
USGS,01064300,1998-02-24,16,A
USGS,01064300,1998-02-25,18,A
USGS,01064300,1998-02-26,15,A
USGS,01064300,1998-02-27,15,A
USGS,01064300,1998-02-28,16,A
USGS,01064300,1998-03-01,19,A
USGS,01064300,1998-03-02,19,A
USGS,01064300,1998-03-03,20,A
USGS,01064300,1998-03-04,18,A
USGS,01064300,1998-03-05,17,A
USGS,01064300,1998-03-06,15,A
USGS,01064300,1998-03-07,15,A
USGS,01064300,1998-03-08,15,A
USGS,01064300,1998-03-09,102,A
USGS,01064300,1998-03-10,212,A
USGS,01064300,1998-03-11,58,A e
USGS,01064300,1998-03-12,35,A e
USGS,01064300,1998-03-13,32,A e
USGS,01064300,1998-03-14,26,A e
USGS,01064300,1998-03-15,24,A e
USGS,01064300,1998-03-16,21,A e
USGS,01064300,1998-03-17,18,A e
USGS,01064300,1998-03-18,17,A e
USGS,01064300,1998-03-19,16,A
USGS,01064300,1998-03-20,15,A e
USGS,01064300,1998-03-21,14,A e
USGS,01064300,1998-03-22,14,A e
USGS,01064300,1998-03-23,13,A e
USGS,01064300,1998-03-24,12,A e
USGS,01064300,1998-03-25,10,A e
USGS,01064300,1998-03-26,13,A e
USGS,01064300,1998-03-27,182,A
USGS,01064300,1998-03-28,341,A
USGS,01064300,1998-03-29,351,A
USGS,01064300,1998-03-30,239,A
USGS,01064300,1998-03-31,442,A
USGS,01064300,1998-04-01,210,A
USGS,01064300,1998-04-02,140,A
USGS,01064300,1998-04-03,87,A
USGS,01064300,1998-04-04,58,A
USGS,01064300,1998-04-05,44,A
USGS,01064300,1998-04-06,39,A
USGS,01064300,1998-04-07,40,A
USGS,01064300,1998-04-08,42,A
USGS,01064300,1998-04-09,46,A
USGS,01064300,1998-04-10,43,A
USGS,01064300,1998-04-11,36,A
USGS,01064300,1998-04-12,37,A
USGS,01064300,1998-04-13,40,A
USGS,01064300,1998-04-14,43,A
USGS,01064300,1998-04-15,46,A
USGS,01064300,1998-04-16,60,A
USGS,01064300,1998-04-17,159,A
USGS,01064300,1998-04-18,98,A
USGS,01064300,1998-04-19,59,A
USGS,01064300,1998-04-20,77,A
USGS,01064300,1998-04-21,57,A
USGS,01064300,1998-04-22,48,A
USGS,01064300,1998-04-23,45,A
USGS,01064300,1998-04-24,54,A
USGS,01064300,1998-04-25,49,A
USGS,01064300,1998-04-26,40,A
USGS,01064300,1998-04-27,35,A
USGS,01064300,1998-04-28,32,A
USGS,01064300,1998-04-29,31,A
USGS,01064300,1998-04-30,37,A
USGS,01064300,1998-05-01,49,A
USGS,01064300,1998-05-02,128,A
USGS,01064300,1998-05-03,98,A
USGS,01064300,1998-05-04,78,A
USGS,01064300,1998-05-05,166,A
USGS,01064300,1998-05-06,531,A
USGS,01064300,1998-05-07,177,A
USGS,01064300,1998-05-08,92,A
USGS,01064300,1998-05-09,71,A
USGS,01064300,1998-05-10,74,A
USGS,01064300,1998-05-11,68,A
USGS,01064300,1998-05-12,52,A
USGS,01064300,1998-05-13,45,A
USGS,01064300,1998-05-14,41,A
USGS,01064300,1998-05-15,39,A
USGS,01064300,1998-05-16,37,A
USGS,01064300,1998-05-17,36,A
USGS,01064300,1998-05-18,34,A
USGS,01064300,1998-05-19,32,A
USGS,01064300,1998-05-20,30,A
USGS,01064300,1998-05-21,29,A
USGS,01064300,1998-05-22,28,A
USGS,01064300,1998-05-23,26,A
USGS,01064300,1998-05-24,24,A
USGS,01064300,1998-05-25,23,A
USGS,01064300,1998-05-26,22,A
USGS,01064300,1998-05-27,21,A
USGS,01064300,1998-05-28,21,A
USGS,01064300,1998-05-29,21,A
USGS,01064300,1998-05-30,21,A
