Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-05,Unburn,0,Individual,,mg_C_L,,,2.867110835,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-06,Unburn,0,Individual,15.184,mg_C_L,,,2.556138419,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-07,Unburn,0,Individual,13.092,mg_C_L,,,2.403527642,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-08,Unburn,0,Individual,3.659,mg_C_L,,,2.316053169,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-10,Unburn,0,Individual,48.127,mg_C_L,,,2.610547527,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-12,Unburn,0,Individual,,mg_C_L,,,2.634678464,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-16,Unburn,0,Individual,2.826,mg_C_L,,,2.191021607,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-19,Unburn,0,Individual,27.285,mg_C_L,,,2.059281171,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.192393,-111.652799,3,km,Control_2,Csa,Mitsubishi Race,2018-10-26,Unburn,0,Individual,51.598,mg_C_L,,,0,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-02,Burn,0,Individual,35.665,mg_C_L,,,0.001323567,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-03,Burn,0,Individual,,mg_C_L,,,0.252890935,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-04,Burn,0,Individual,,mg_C_L,,,0.003439874,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-05,Burn,0,Individual,,mg_C_L,,,0.004848877,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-06,Burn,0,Individual,13.374,mg_C_L,,,0.100425821,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-07,Burn,0,Individual,13.142,mg_C_L,,,0.040725246,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-08,Burn,0,Individual,38.982,mg_C_L,,,0.10023674,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-10,Burn,0,Individual,,mg_C_L,,,0.108851831,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-12,Burn,0,Individual,24.312,mg_C_L,,,0.123203779,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,39.987804,-111.729891,54,km,Site_2,Csa,Payson,2018-10-19,Burn,0,Individual,,mg_C_L,,,0.13693106,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-02,Unburn,0,Individual,5.653,mg_C_L,,,0.186403053,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-03,Unburn,0,Individual,,mg_C_L,,,0.161871544,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-04,Unburn,0,Individual,,mg_C_L,,,0.187501123,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-05,Unburn,0,Individual,,mg_C_L,,,0.307316851,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-06,Unburn,0,Individual,7.362,mg_C_L,,,0.669098834,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-07,Unburn,0,Individual,9.596,mg_C_L,,,0.285653771,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-08,Unburn,0,Individual,2.791,mg_C_L,,,0.317018807,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-10,Unburn,0,Individual,4.769,mg_C_L,,,0.294551782,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-12,Unburn,0,Individual,,mg_C_L,,,0.26473721,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-16,Unburn,0,Individual,2.787,mg_C_L,,,0.210807107,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-19,Unburn,0,Individual,4.873,mg_C_L,,,0.184065451,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.234889,-111.724869,1769,km,Control_3_4,Csa,Provo River,2018-10-26,Unburn,0,Individual,37.166,mg_C_L,,,0,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.162204,-111.732766,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-02,Burn,0,Individual,,mg_C_L,,,0.269277955,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-03,Burn,0,Individual,,mg_C_L,,,0.071465615,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-04,Burn,0,Individual,,mg_C_L,,,0.035306325,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-05,Burn,0,Individual,12.505,mg_C_L,,,0.231561198,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-08,Burn,0,Individual,6.01,mg_C_L,,,0.395401985,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-08,Burn,0,Individual,14.294,mg_C_L,,,0.316742889,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-10,Burn,0,Individual,5.749,mg_C_L,,,0.304068859,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-12,Burn,0,Individual,4.121,mg_C_L,,,0.427458918,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-19,Burn,0,Individual,15.752,mg_C_L,,,0.434827475,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1712,km,Site_3,Csa,Spanish Fork Lower,2018-10-26,Burn,0,Individual,54.975,mg_C_L,,,0,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1650,km,Site_4,Csa,Spanish Fork Upper,2018-10-02,Burn,0,Individual,,mg_C_L,,,0.02679768,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1650,km,Site_4,Csa,Spanish Fork Upper,2018-10-03,Burn,0,Individual,32.686,mg_C_L,,,0.001571473,mg_N_L,,,Supplemental,
Crandall et al. 2021,https://doi.org/10.1371/journal.pone.0257733,Control_Reference_vs_Impact,40.071704,-111.57715,1650,km,Site_4,Csa,Spanish Fork Upper,2018-10-03,Burn,0,Individual,63.315,mg_C_L,,,0,mg_N_L,,,Supplemental,
