agency_cd,site_no,Date,X_00060_00003,X_00060_00003_cd
USGS,11454000,2016-01-01,120,A
USGS,11454000,2016-01-02,121,A
USGS,11454000,2016-01-03,121,A
USGS,11454000,2016-01-04,109,A
USGS,11454000,2016-01-05,95.6,A
USGS,11454000,2016-01-06,104,A
USGS,11454000,2016-01-07,113,A
USGS,11454000,2016-01-08,120,A
USGS,11454000,2016-01-09,129,A
USGS,11454000,2016-01-10,132,A
USGS,11454000,2016-01-11,124,A
USGS,11454000,2016-01-12,110,A
USGS,11454000,2016-01-13,103,A
USGS,11454000,2016-01-14,119,A
USGS,11454000,2016-01-15,127,A
USGS,11454000,2016-01-16,115,A
USGS,11454000,2016-01-17,114,A
USGS,11454000,2016-01-18,126,A
USGS,11454000,2016-01-19,134,A
USGS,11454000,2016-01-20,78.9,A
USGS,11454000,2016-01-21,108,A
USGS,11454000,2016-01-22,118,A
USGS,11454000,2016-01-23,116,A
USGS,11454000,2016-01-24,105,A
USGS,11454000,2016-01-25,110,A
USGS,11454000,2016-01-26,118,A
USGS,11454000,2016-01-27,114,A
USGS,11454000,2016-01-28,113,A
USGS,11454000,2016-01-29,113,A
USGS,11454000,2016-01-30,113,A
USGS,11454000,2016-01-31,118,A
USGS,11454000,2016-02-01,121,A
USGS,11454000,2016-02-02,121,A
USGS,11454000,2016-02-03,121,A
USGS,11454000,2016-02-04,121,A
USGS,11454000,2016-02-05,120,A
USGS,11454000,2016-02-06,120,A
USGS,11454000,2016-02-07,120,A
USGS,11454000,2016-02-08,125,A
USGS,11454000,2016-02-09,125,A
USGS,11454000,2016-02-10,116,A
USGS,11454000,2016-02-11,111,A
USGS,11454000,2016-02-12,111,A
USGS,11454000,2016-02-13,111,A
USGS,11454000,2016-02-14,111,A
USGS,11454000,2016-02-15,111,A
USGS,11454000,2016-02-16,111,A
USGS,11454000,2016-02-17,111,A
USGS,11454000,2016-02-18,115,A
USGS,11454000,2016-02-19,117,A
USGS,11454000,2016-02-20,122,A
USGS,11454000,2016-02-21,122,A
USGS,11454000,2016-02-22,121,A
USGS,11454000,2016-02-23,121,A
USGS,11454000,2016-02-24,121,A
USGS,11454000,2016-02-25,115,A
USGS,11454000,2016-02-26,113,A
USGS,11454000,2016-02-27,113,A
USGS,11454000,2016-02-28,118,A
USGS,11454000,2016-02-29,127,A
USGS,11454000,2016-03-01,131,A
USGS,11454000,2016-03-02,130,A
USGS,11454000,2016-03-03,124,A
USGS,11454000,2016-03-04,116,A
USGS,11454000,2016-03-05,188,A
USGS,11454000,2016-03-06,137,A
USGS,11454000,2016-03-07,110,A
USGS,11454000,2016-03-08,73.7,A
USGS,11454000,2016-03-09,74,A
USGS,11454000,2016-03-10,117,A
USGS,11454000,2016-03-11,159,A
USGS,11454000,2016-03-12,143,A
USGS,11454000,2016-03-13,148,A
USGS,11454000,2016-03-14,99.5,A
USGS,11454000,2016-03-15,69.7,A
USGS,11454000,2016-03-16,59.3,A
USGS,11454000,2016-03-17,54.1,A
USGS,11454000,2016-03-18,60.5,A
USGS,11454000,2016-03-19,64.7,A
USGS,11454000,2016-03-20,63.5,A
USGS,11454000,2016-03-21,64.9,A
USGS,11454000,2016-03-22,68.9,A
USGS,11454000,2016-03-23,79.9,A
USGS,11454000,2016-03-24,82.8,A
USGS,11454000,2016-03-25,93.7,A
USGS,11454000,2016-03-26,97.5,A
USGS,11454000,2016-03-27,97.3,A
USGS,11454000,2016-03-28,96.4,A
USGS,11454000,2016-03-29,140,A
USGS,11454000,2016-03-30,169,A
USGS,11454000,2016-03-31,153,A
USGS,11454000,2016-04-01,138,A
USGS,11454000,2016-04-02,134,A
USGS,11454000,2016-04-03,134,A
USGS,11454000,2016-04-04,134,A
USGS,11454000,2016-04-05,134,A
USGS,11454000,2016-04-06,155,A
USGS,11454000,2016-04-07,173,A
USGS,11454000,2016-04-08,179,A
USGS,11454000,2016-04-09,185,A
USGS,11454000,2016-04-10,185,A
USGS,11454000,2016-04-11,186,A
USGS,11454000,2016-04-12,195,A
USGS,11454000,2016-04-13,206,A
USGS,11454000,2016-04-14,225,A
USGS,11454000,2016-04-15,261,A
USGS,11454000,2016-04-16,281,A
USGS,11454000,2016-04-17,302,A
USGS,11454000,2016-04-18,319,A
USGS,11454000,2016-04-19,331,A
USGS,11454000,2016-04-20,347,A
USGS,11454000,2016-04-21,352,A
USGS,11454000,2016-04-22,360,A
USGS,11454000,2016-04-23,345,A
USGS,11454000,2016-04-24,338,A
USGS,11454000,2016-04-25,372,A
USGS,11454000,2016-04-26,412,A
USGS,11454000,2016-04-27,433,A
USGS,11454000,2016-04-28,435,A
USGS,11454000,2016-04-29,420,A
USGS,11454000,2016-04-30,391,A
USGS,11454000,2016-05-01,379,A
USGS,11454000,2016-05-02,385,A
USGS,11454000,2016-05-03,407,A
USGS,11454000,2016-05-04,410,A
USGS,11454000,2016-05-05,411,A
USGS,11454000,2016-05-06,420,A
USGS,11454000,2016-05-07,405,A
USGS,11454000,2016-05-08,379,A
USGS,11454000,2016-05-09,361,A
USGS,11454000,2016-05-10,369,A
USGS,11454000,2016-05-11,386,A
USGS,11454000,2016-05-12,377,A
USGS,11454000,2016-05-13,406,A
USGS,11454000,2016-05-14,422,A
USGS,11454000,2016-05-15,422,A
USGS,11454000,2016-05-16,427,A
USGS,11454000,2016-05-17,483,A
USGS,11454000,2016-05-18,519,A
USGS,11454000,2016-05-19,500,A
USGS,11454000,2016-05-20,474,A
USGS,11454000,2016-05-21,466,A
USGS,11454000,2016-05-22,445,A
USGS,11454000,2016-05-23,450,A
USGS,11454000,2016-05-24,465,A
USGS,11454000,2016-05-25,465,A
USGS,11454000,2016-05-26,452,A
USGS,11454000,2016-05-27,454,A
USGS,11454000,2016-05-28,478,A
USGS,11454000,2016-05-29,434,A
USGS,11454000,2016-05-30,428,A
USGS,11454000,2016-05-31,488,A
USGS,11454000,2016-06-01,588,A
USGS,11454000,2016-06-02,620,A
USGS,11454000,2016-06-03,612,A
USGS,11454000,2016-06-04,599,A
USGS,11454000,2016-06-05,624,A
USGS,11454000,2016-06-06,623,A
USGS,11454000,2016-06-07,603,A
USGS,11454000,2016-06-08,581,A
USGS,11454000,2016-06-09,553,A
USGS,11454000,2016-06-10,519,A
USGS,11454000,2016-06-11,497,A
USGS,11454000,2016-06-12,476,A
USGS,11454000,2016-06-13,522,A
USGS,11454000,2016-06-14,597,A
USGS,11454000,2016-06-15,613,A
USGS,11454000,2016-06-16,620,A
USGS,11454000,2016-06-17,597,A
USGS,11454000,2016-06-18,558,A
USGS,11454000,2016-06-19,532,A
USGS,11454000,2016-06-20,527,A
USGS,11454000,2016-06-21,539,A
USGS,11454000,2016-06-22,552,A
USGS,11454000,2016-06-23,581,A
USGS,11454000,2016-06-24,601,A
USGS,11454000,2016-06-25,570,A
USGS,11454000,2016-06-26,551,A
USGS,11454000,2016-06-27,582,A
