agency_cd,site_no,Date,X_00060_00003,X_00060_00003_cd
USGS,402114105350101,2007-01-01,4.5,A e
USGS,402114105350101,2007-01-02,4.5,A e
USGS,402114105350101,2007-01-03,4.5,A e
USGS,402114105350101,2007-01-04,4.5,A e
USGS,402114105350101,2007-01-05,4.5,A e
USGS,402114105350101,2007-01-06,4.5,A e
USGS,402114105350101,2007-01-07,4.4,A e
USGS,402114105350101,2007-01-08,4.4,A e
USGS,402114105350101,2007-01-09,4.4,A e
USGS,402114105350101,2007-01-10,4.3,A e
USGS,402114105350101,2007-01-11,4.3,A e
USGS,402114105350101,2007-01-12,4.3,A e
USGS,402114105350101,2007-01-13,4.2,A e
USGS,402114105350101,2007-01-14,4.2,A e
USGS,402114105350101,2007-01-15,4.1,A e
USGS,402114105350101,2007-01-16,4.1,A e
USGS,402114105350101,2007-01-17,4.1,A e
USGS,402114105350101,2007-01-18,4.1,A e
USGS,402114105350101,2007-01-19,3.8,A e
USGS,402114105350101,2007-01-20,3.8,A e
USGS,402114105350101,2007-01-21,3.8,A e
USGS,402114105350101,2007-01-22,3.8,A e
USGS,402114105350101,2007-01-23,3.8,A e
USGS,402114105350101,2007-01-24,3.8,A e
USGS,402114105350101,2007-01-25,3.8,A e
USGS,402114105350101,2007-01-26,3.8,A e
USGS,402114105350101,2007-01-27,3.9,A e
USGS,402114105350101,2007-01-28,3.9,A e
USGS,402114105350101,2007-01-29,3.9,A e
USGS,402114105350101,2007-01-30,3.9,A e
USGS,402114105350101,2007-01-31,4,A e
USGS,402114105350101,2007-02-01,4,A e
USGS,402114105350101,2007-02-02,4,A e
USGS,402114105350101,2007-02-03,4,A e
USGS,402114105350101,2007-02-04,4.1,A e
USGS,402114105350101,2007-02-05,4.1,A e
USGS,402114105350101,2007-02-06,4.1,A e
USGS,402114105350101,2007-02-07,4.2,A e
USGS,402114105350101,2007-02-08,4.2,A e
USGS,402114105350101,2007-02-09,4.2,A e
USGS,402114105350101,2007-02-10,4.2,A e
USGS,402114105350101,2007-02-11,4.2,A e
USGS,402114105350101,2007-02-12,4.2,A e
USGS,402114105350101,2007-02-13,4.3,A e
USGS,402114105350101,2007-02-14,4.3,A e
USGS,402114105350101,2007-02-15,4.3,A e
USGS,402114105350101,2007-02-16,4.3,A e
USGS,402114105350101,2007-02-17,4.3,A e
USGS,402114105350101,2007-02-18,4.4,A e
USGS,402114105350101,2007-02-19,4.4,A e
USGS,402114105350101,2007-02-20,4.4,A e
USGS,402114105350101,2007-02-21,4.5,A e
USGS,402114105350101,2007-02-22,4.5,A e
USGS,402114105350101,2007-02-23,4.5,A e
USGS,402114105350101,2007-02-24,4.5,A e
USGS,402114105350101,2007-02-25,4.5,A e
USGS,402114105350101,2007-02-26,4.6,A e
USGS,402114105350101,2007-02-27,4.6,A e
USGS,402114105350101,2007-02-28,4.6,A e
USGS,402114105350101,2007-03-01,4.6,A e
USGS,402114105350101,2007-03-02,4.7,A e
USGS,402114105350101,2007-03-03,4.7,A e
USGS,402114105350101,2007-03-04,4.7,A e
USGS,402114105350101,2007-03-05,4.7,A e
USGS,402114105350101,2007-03-06,4.8,A e
USGS,402114105350101,2007-03-07,4.8,A e
USGS,402114105350101,2007-03-08,4.8,A e
USGS,402114105350101,2007-03-09,4.8,A e
USGS,402114105350101,2007-03-10,5.22,A e
USGS,402114105350101,2007-03-11,5.55,A e
USGS,402114105350101,2007-03-12,6.16,A e
USGS,402114105350101,2007-03-13,6.28,A e
USGS,402114105350101,2007-03-14,6.82,A e
USGS,402114105350101,2007-03-15,7.1,A e
USGS,402114105350101,2007-03-16,7.29,A e
USGS,402114105350101,2007-03-17,7.42,A
USGS,402114105350101,2007-03-18,8.21,A
USGS,402114105350101,2007-03-19,9.2,A
USGS,402114105350101,2007-03-20,10,A
USGS,402114105350101,2007-03-21,10.7,A
USGS,402114105350101,2007-03-22,10.5,A
USGS,402114105350101,2007-03-23,12.8,A
USGS,402114105350101,2007-03-24,15.5,A
USGS,402114105350101,2007-03-25,13.5,A e
USGS,402114105350101,2007-03-26,13,A e
USGS,402114105350101,2007-03-27,12,A e
USGS,402114105350101,2007-03-28,11,A e
USGS,402114105350101,2007-03-29,10,A e
USGS,402114105350101,2007-03-30,10.5,A e
USGS,402114105350101,2007-03-31,9.5,A e
USGS,402114105350101,2007-04-01,9.5,A e
USGS,402114105350101,2007-04-02,9.5,A e
USGS,402114105350101,2007-04-03,9.6,A e
USGS,402114105350101,2007-04-04,9.6,A e
USGS,402114105350101,2007-04-05,9.6,A e
USGS,402114105350101,2007-04-06,9.3,A e
USGS,402114105350101,2007-04-07,9,A e
USGS,402114105350101,2007-04-08,8.7,A e
USGS,402114105350101,2007-04-09,8.5,A e
USGS,402114105350101,2007-04-10,8.3,A e
USGS,402114105350101,2007-04-11,8.3,A e
USGS,402114105350101,2007-04-12,7.44,A
USGS,402114105350101,2007-04-13,7.7,A
USGS,402114105350101,2007-04-14,6.93,A
USGS,402114105350101,2007-04-15,7.31,A
USGS,402114105350101,2007-04-16,8.27,A
USGS,402114105350101,2007-04-17,12.7,A
USGS,402114105350101,2007-04-18,14.5,A
USGS,402114105350101,2007-04-19,16.3,A
USGS,402114105350101,2007-04-20,15.4,A
USGS,402114105350101,2007-04-21,16.4,A
USGS,402114105350101,2007-04-22,15.8,A
USGS,402114105350101,2007-04-23,17.5,A
USGS,402114105350101,2007-04-24,18.4,A
USGS,402114105350101,2007-04-25,17.2,A
USGS,402114105350101,2007-04-26,16.5,A
USGS,402114105350101,2007-04-27,17.7,A
USGS,402114105350101,2007-04-28,25.1,A
USGS,402114105350101,2007-04-29,45.1,A
USGS,402114105350101,2007-04-30,68.5,A
USGS,402114105350101,2007-05-01,78.4,A
USGS,402114105350101,2007-05-02,79.1,A
USGS,402114105350101,2007-05-03,87.4,A
USGS,402114105350101,2007-05-04,92.2,A
USGS,402114105350101,2007-05-05,69.2,A
USGS,402114105350101,2007-05-06,55.6,A
USGS,402114105350101,2007-05-07,47.2,A
USGS,402114105350101,2007-05-08,40.9,A
USGS,402114105350101,2007-05-09,43.1,A
USGS,402114105350101,2007-05-10,57.7,A
USGS,402114105350101,2007-05-11,84.4,A
USGS,402114105350101,2007-05-12,111,A
USGS,402114105350101,2007-05-13,135,A
USGS,402114105350101,2007-05-14,135,A e
USGS,402114105350101,2007-05-15,124,A e
USGS,402114105350101,2007-05-16,125,A e
USGS,402114105350101,2007-05-17,135,A e
USGS,402114105350101,2007-05-18,140,A e
USGS,402114105350101,2007-05-19,145,A e
USGS,402114105350101,2007-05-20,165,A e
USGS,402114105350101,2007-05-21,165,A e
USGS,402114105350101,2007-05-22,173,A
USGS,402114105350101,2007-05-23,114,A
USGS,402114105350101,2007-05-24,93.3,A
USGS,402114105350101,2007-05-25,82.6,A
USGS,402114105350101,2007-05-26,85,A
USGS,402114105350101,2007-05-27,98.9,A
USGS,402114105350101,2007-05-28,134,A
USGS,402114105350101,2007-05-29,153,A
USGS,402114105350101,2007-05-30,113,A
USGS,402114105350101,2007-05-31,89.6,A
USGS,402114105350101,2007-06-01,79,A
USGS,402114105350101,2007-06-02,80.8,A
USGS,402114105350101,2007-06-03,116,A
USGS,402114105350101,2007-06-04,142,A
USGS,402114105350101,2007-06-05,156,A
USGS,402114105350101,2007-06-06,193,A
USGS,402114105350101,2007-06-07,121,A
USGS,402114105350101,2007-06-08,100,A
USGS,402114105350101,2007-06-09,111,A
USGS,402114105350101,2007-06-10,128,A
USGS,402114105350101,2007-06-11,159,A
USGS,402114105350101,2007-06-12,192,A
USGS,402114105350101,2007-06-13,177,A
USGS,402114105350101,2007-06-14,173,A
USGS,402114105350101,2007-06-15,193,A
USGS,402114105350101,2007-06-16,211,A
USGS,402114105350101,2007-06-17,210,A
USGS,402114105350101,2007-06-18,210,A
USGS,402114105350101,2007-06-19,169,A
USGS,402114105350101,2007-06-20,159,A
USGS,402114105350101,2007-06-21,148,A
USGS,402114105350101,2007-06-22,143,A
USGS,402114105350101,2007-06-23,142,A
USGS,402114105350101,2007-06-24,142,A
USGS,402114105350101,2007-06-25,139,A
USGS,402114105350101,2007-06-26,131,A
USGS,402114105350101,2007-06-27,121,A
USGS,402114105350101,2007-06-28,121,A
USGS,402114105350101,2007-06-29,103,A
USGS,402114105350101,2007-06-30,102,A
USGS,402114105350101,2007-07-01,94.8,A
USGS,402114105350101,2007-07-02,97,A
USGS,402114105350101,2007-07-03,90.9,A
USGS,402114105350101,2007-07-04,90.4,A
USGS,402114105350101,2007-07-05,97.4,A
USGS,402114105350101,2007-07-06,86.5,A
USGS,402114105350101,2007-07-07,84.1,A
USGS,402114105350101,2007-07-08,92.4,A
USGS,402114105350101,2007-07-09,92,A e
USGS,402114105350101,2007-07-10,87.1,A e
USGS,402114105350101,2007-07-11,78.8,A e
USGS,402114105350101,2007-07-12,71,A e
USGS,402114105350101,2007-07-13,68,A
USGS,402114105350101,2007-07-14,61.4,A
USGS,402114105350101,2007-07-15,61.8,A
USGS,402114105350101,2007-07-16,61.6,A
USGS,402114105350101,2007-07-17,58.5,A
USGS,402114105350101,2007-07-18,63.1,A
USGS,402114105350101,2007-07-19,62.4,A
USGS,402114105350101,2007-07-20,60.3,A
USGS,402114105350101,2007-07-21,59.8,A
USGS,402114105350101,2007-07-22,54.7,A
USGS,402114105350101,2007-07-23,55.9,A
USGS,402114105350101,2007-07-24,56.6,A
USGS,402114105350101,2007-07-25,56.2,A
USGS,402114105350101,2007-07-26,63.4,A
USGS,402114105350101,2007-07-27,60.6,A
USGS,402114105350101,2007-07-28,65.3,A
USGS,402114105350101,2007-07-29,55.5,A
USGS,402114105350101,2007-07-30,50.5,A
USGS,402114105350101,2007-07-31,48.1,A
USGS,402114105350101,2007-08-01,44.1,A
