Study_ID,Site,Sampling_Date,latitude,longitude,Area_watershed_km,Pair,Climate,Burn_Unburn,Time_Since_Fire,DOC_mg_C_L,NO3_mg_N_L,NO3_Interp,DOC_Interp
Abbott et al. 2021,BS.10,2017-08-12,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,9.911265656250001e-4,18.10144496361344
Abbott et al. 2021,BS.10,2017-08-13,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00100088769375,18.023949480440628
Abbott et al. 2021,BS.10,2017-08-14,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001010648821875,17.946453997267813
Abbott et al. 2021,BS.10,2017-08-15,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00102040995,17.868958514095002
Abbott et al. 2021,BS.10,2017-08-16,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001030171078125,17.79146303092219
Abbott et al. 2021,BS.10,2017-08-17,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00103993220625,17.713967547749377
Abbott et al. 2021,BS.10,2017-08-18,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001049693334375,17.636472064576566
Abbott et al. 2021,BS.10,2017-08-19,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0010594544625000001,17.55897658140375
Abbott et al. 2021,BS.10,2017-08-20,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001069215590625,17.48148109823094
Abbott et al. 2021,BS.10,2017-08-21,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00107897671875,17.403985615058126
Abbott et al. 2021,BS.10,2017-08-22,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001088737846875,17.326490131885315
Abbott et al. 2021,BS.10,2017-08-23,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001098498975,17.248994648712504
Abbott et al. 2021,BS.10,2017-08-24,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001108260103125,17.17149916553969
Abbott et al. 2021,BS.10,2017-08-25,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0011180212312500001,17.09400368236688
Abbott et al. 2021,BS.10,2017-08-26,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0011277823593750002,17.016508199194064
Abbott et al. 2021,BS.10,2017-08-27,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0011375434875,16.939012716021253
Abbott et al. 2021,BS.10,2017-08-28,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0011473046156250002,16.86151723284844
Abbott et al. 2021,BS.10,2017-08-29,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00115706574375,16.784021749675627
Abbott et al. 2021,BS.10,2017-08-30,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001166826871875,16.706526266502813
Abbott et al. 2021,BS.10,2017-08-31,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,16.629030783330002,0.0011765880000000001,0.0011765880000000001,16.629030783330002
Abbott et al. 2021,BS.10,2017-09-01,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0012683691194244606,16.59706140084386
Abbott et al. 2021,BS.10,2017-09-02,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001360150238848921,16.565092018357713
Abbott et al. 2021,BS.10,2017-09-03,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0014519313582733815,16.53312263587157
Abbott et al. 2021,BS.10,2017-09-04,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0015437124776978418,16.501153253385425
Abbott et al. 2021,BS.10,2017-09-05,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0016354935971223024,16.469183870899283
Abbott et al. 2021,BS.10,2017-09-06,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.001727274716546763,16.43721448841314
Abbott et al. 2021,BS.10,2017-09-07,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0018190558359712232,16.405245105926994
Abbott et al. 2021,BS.10,2017-09-08,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0019108369553956835,16.37327572344085
Abbott et al. 2021,BS.10,2017-09-09,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0020026180748201443,16.341306340954706
Abbott et al. 2021,BS.10,2017-09-10,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0020943991942446046,16.309336958468563
Abbott et al. 2021,BS.10,2017-09-11,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.002186180313669065,16.27736757598242
Abbott et al. 2021,BS.10,2017-09-12,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0022779614330935257,16.245398193496275
Abbott et al. 2021,BS.10,2017-09-13,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0023697425525179856,16.213428811010132
Abbott et al. 2021,BS.10,2017-09-14,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0024615236719424463,16.181459428523986
Abbott et al. 2021,BS.10,2017-09-15,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0025533047913669066,16.149490046037844
Abbott et al. 2021,BS.10,2017-09-16,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.002645085910791367,16.1175206635517
Abbott et al. 2021,BS.10,2017-09-17,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0027368670302158277,16.085551281065555
Abbott et al. 2021,BS.10,2017-09-18,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.002828648149640288,16.053581898579413
Abbott et al. 2021,BS.10,2017-09-19,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0029204292690647483,16.021612516093267
Abbott et al. 2021,BS.10,2017-09-20,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.003012210388489209,15.989643133607125
Abbott et al. 2021,BS.10,2017-09-21,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0031039915079136694,15.95767375112098
Abbott et al. 2021,BS.10,2017-09-22,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0031957726273381297,15.925704368634836
Abbott et al. 2021,BS.10,2017-09-23,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00328755374676259,15.893734986148692
Abbott et al. 2021,BS.10,2017-09-24,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.003379334866187051,15.861765603662548
Abbott et al. 2021,BS.10,2017-09-25,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.003471115985611511,15.829796221176405
Abbott et al. 2021,BS.10,2017-09-26,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0035628971050359714,15.797826838690261
Abbott et al. 2021,BS.10,2017-09-27,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.003654678224460432,15.765857456204117
Abbott et al. 2021,BS.10,2017-09-28,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0037464593438848925,15.733888073717972
Abbott et al. 2021,BS.10,2017-09-29,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.003838240463309353,15.701918691231828
Abbott et al. 2021,BS.10,2017-09-30,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.003930021582733813,15.669949308745686
Abbott et al. 2021,BS.10,2017-10-01,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.004021802702158274,15.637979926259542
Abbott et al. 2021,BS.10,2017-10-02,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.004113583821582735,15.606010543773397
Abbott et al. 2021,BS.10,2017-10-03,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0042053649410071945,15.574041161287253
Abbott et al. 2021,BS.10,2017-10-04,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.004297146060431655,15.542071778801109
Abbott et al. 2021,BS.10,2017-10-05,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.004388927179856115,15.510102396314966
Abbott et al. 2021,BS.10,2017-10-06,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.004480708299280576,15.478133013828822
Abbott et al. 2021,BS.10,2017-10-07,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.004572489418705037,15.446163631342678
Abbott et al. 2021,BS.10,2017-10-08,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0046642705381294974,15.414194248856534
Abbott et al. 2021,BS.10,2017-10-09,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0047560516575539565,15.38222486637039
Abbott et al. 2021,BS.10,2017-10-10,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.004847832776978417,15.350255483884247
Abbott et al. 2021,BS.10,2017-10-11,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.004939613896402878,15.318286101398103
Abbott et al. 2021,BS.10,2017-10-12,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.005031395015827339,15.286316718911959
Abbott et al. 2021,BS.10,2017-10-13,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0051231761352517995,15.254347336425814
Abbott et al. 2021,BS.10,2017-10-14,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.005214957254676259,15.22237795393967
Abbott et al. 2021,BS.10,2017-10-15,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00530673837410072,15.190408571453528
Abbott et al. 2021,BS.10,2017-10-16,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00539851949352518,15.158439188967384
Abbott et al. 2021,BS.10,2017-10-17,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.005490300612949641,15.12646980648124
Abbott et al. 2021,BS.10,2017-10-18,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0055820817323741015,15.094500423995095
Abbott et al. 2021,BS.10,2017-10-19,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.005673862851798561,15.06253104150895
Abbott et al. 2021,BS.10,2017-10-20,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.005765643971223022,15.030561659022807
Abbott et al. 2021,BS.10,2017-10-21,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.005857425090647483,14.998592276536662
Abbott et al. 2021,BS.10,2017-10-22,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.005949206210071943,14.96662289405052
Abbott et al. 2021,BS.10,2017-10-23,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0060409873294964035,14.934653511564376
Abbott et al. 2021,BS.10,2017-10-24,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.006132768448920864,14.902684129078231
Abbott et al. 2021,BS.10,2017-10-25,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.006224549568345324,14.870714746592087
Abbott et al. 2021,BS.10,2017-10-26,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.006316330687769785,14.838745364105943
Abbott et al. 2021,BS.10,2017-10-27,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.006408111807194246,14.8067759816198
Abbott et al. 2021,BS.10,2017-10-28,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0064998929266187055,14.774806599133656
Abbott et al. 2021,BS.10,2017-10-29,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.006591674046043166,14.742837216647512
Abbott et al. 2021,BS.10,2017-10-30,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.006683455165467626,14.710867834161368
Abbott et al. 2021,BS.10,2017-10-31,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.006775236284892087,14.678898451675224
Abbott et al. 2021,BS.10,2017-11-01,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.006867017404316548,14.646929069189081
Abbott et al. 2021,BS.10,2017-11-02,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0069587985237410084,14.614959686702937
Abbott et al. 2021,BS.10,2017-11-03,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.007050579643165468,14.582990304216793
Abbott et al. 2021,BS.10,2017-11-04,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.007142360762589928,14.551020921730649
Abbott et al. 2021,BS.10,2017-11-05,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.007234141882014389,14.519051539244504
Abbott et al. 2021,BS.10,2017-11-06,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00732592300143885,14.487082156758362
Abbott et al. 2021,BS.10,2017-11-07,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0074177041208633105,14.455112774272218
Abbott et al. 2021,BS.10,2017-11-08,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.007509485240287771,14.423143391786073
Abbott et al. 2021,BS.10,2017-11-09,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00760126635971223,14.39117400929993
Abbott et al. 2021,BS.10,2017-11-10,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.007693047479136692,14.359204626813785
Abbott et al. 2021,BS.10,2017-11-11,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.007784828598561152,14.327235244327643
Abbott et al. 2021,BS.10,2017-11-12,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.007876609717985612,14.295265861841498
Abbott et al. 2021,BS.10,2017-11-13,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.007968390837410074,14.263296479355354
Abbott et al. 2021,BS.10,2017-11-14,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008060171956834533,14.23132709686921
Abbott et al. 2021,BS.10,2017-11-15,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008151953076258994,14.199357714383066
Abbott et al. 2021,BS.10,2017-11-16,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008243734195683455,14.167388331896923
Abbott et al. 2021,BS.10,2017-11-17,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008335515315107914,14.135418949410779
Abbott et al. 2021,BS.10,2017-11-18,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008427296434532376,14.103449566924635
Abbott et al. 2021,BS.10,2017-11-19,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008519077553956835,14.07148018443849
Abbott et al. 2021,BS.10,2017-11-20,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008610858673381296,14.039510801952346
Abbott et al. 2021,BS.10,2017-11-21,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008702639792805757,14.007541419466202
Abbott et al. 2021,BS.10,2017-11-22,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008794420912230216,13.97557203698006
Abbott et al. 2021,BS.10,2017-11-23,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008886202031654678,13.943602654493915
Abbott et al. 2021,BS.10,2017-11-24,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.008977983151079137,13.911633272007771
Abbott et al. 2021,BS.10,2017-11-25,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.0090697642705036,13.879663889521627
Abbott et al. 2021,BS.10,2017-11-26,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.009161545389928059,13.847694507035483
Abbott et al. 2021,BS.10,2017-11-27,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.009253326509352518,13.815725124549338
Abbott et al. 2021,BS.10,2017-11-28,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00934510762877698,13.783755742063196
Abbott et al. 2021,BS.10,2017-11-29,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00943688874820144,13.751786359577052
Abbott et al. 2021,BS.10,2017-11-30,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.009528669867625902,13.719816977090908
Abbott et al. 2021,BS.10,2017-12-01,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00962045098705036,13.687847594604763
Abbott et al. 2021,BS.10,2017-12-02,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.00971223210647482,13.655878212118619
Abbott et al. 2021,BS.10,2017-12-03,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.009804013225899282,13.623908829632477
Abbott et al. 2021,BS.10,2017-12-04,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.009895794345323741,13.591939447146332
Abbott et al. 2021,BS.10,2017-12-05,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.009987575464748204,13.559970064660188
Abbott et al. 2021,BS.10,2017-12-06,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010079356584172663,13.528000682174044
Abbott et al. 2021,BS.10,2017-12-07,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010171137703597122,13.4960312996879
Abbott et al. 2021,BS.10,2017-12-08,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010262918823021584,13.464061917201757
Abbott et al. 2021,BS.10,2017-12-09,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010354699942446043,13.432092534715613
Abbott et al. 2021,BS.10,2017-12-10,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010446481061870506,13.400123152229469
Abbott et al. 2021,BS.10,2017-12-11,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010538262181294965,13.368153769743325
Abbott et al. 2021,BS.10,2017-12-12,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010630043300719424,13.33618438725718
Abbott et al. 2021,BS.10,2017-12-13,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010721824420143886,13.304215004771038
Abbott et al. 2021,BS.10,2017-12-14,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010813605539568345,13.272245622284894
Abbott et al. 2021,BS.10,2017-12-15,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010905386658992808,13.24027623979875
Abbott et al. 2021,BS.10,2017-12-16,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.010997167778417267,13.208306857312605
Abbott et al. 2021,BS.10,2017-12-17,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.01108894889784173,13.176337474826461
Abbott et al. 2021,BS.10,2017-12-18,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.011180730017266188,13.144368092340317
Abbott et al. 2021,BS.10,2017-12-19,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.011272511136690647,13.112398709854174
Abbott et al. 2021,BS.10,2017-12-20,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.01136429225611511,13.08042932736803
Abbott et al. 2021,BS.10,2017-12-21,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.011456073375539569,13.048459944881886
Abbott et al. 2021,BS.10,2017-12-22,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.011547854494964031,13.016490562395742
Abbott et al. 2021,BS.10,2017-12-23,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.01163963561438849,12.984521179909597
Abbott et al. 2021,BS.10,2017-12-24,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.01173141673381295,12.952551797423453
Abbott et al. 2021,BS.10,2017-12-25,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.011823197853237412,12.92058241493731
Abbott et al. 2021,BS.10,2017-12-26,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.011914978972661871,12.888613032451167
Abbott et al. 2021,BS.10,2017-12-27,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012006760092086333,12.856643649965022
Abbott et al. 2021,BS.10,2017-12-28,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012098541211510792,12.824674267478878
Abbott et al. 2021,BS.10,2017-12-29,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012190322330935251,12.792704884992734
Abbott et al. 2021,BS.10,2017-12-30,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012282103450359714,12.760735502506591
Abbott et al. 2021,BS.10,2017-12-31,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012373884569784173,12.728766120020447
Abbott et al. 2021,BS.10,2018-01-01,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012465665689208635,12.696796737534303
Abbott et al. 2021,BS.10,2018-01-02,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012557446808633094,12.664827355048159
Abbott et al. 2021,BS.10,2018-01-03,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012649227928057553,12.632857972562014
Abbott et al. 2021,BS.10,2018-01-04,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012741009047482016,12.600888590075872
Abbott et al. 2021,BS.10,2018-01-05,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012832790166906475,12.568919207589728
Abbott et al. 2021,BS.10,2018-01-06,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.012924571286330937,12.536949825103584
Abbott et al. 2021,BS.10,2018-01-07,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.013016352405755396,12.50498044261744
Abbott et al. 2021,BS.10,2018-01-08,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.013108133525179855,12.473011060131295
Abbott et al. 2021,BS.10,2018-01-09,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.013199914644604318,12.441041677645153
Abbott et al. 2021,BS.10,2018-01-10,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.013291695764028777,12.409072295159007
Abbott et al. 2021,BS.10,2018-01-11,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.01338347688345324,12.377102912672864
Abbott et al. 2021,BS.10,2018-01-12,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.013475258002877698,12.34513353018672
Abbott et al. 2021,BS.10,2018-01-13,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.013567039122302157,12.313164147700576
Abbott et al. 2021,BS.10,2018-01-14,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.01365882024172662,12.281194765214433
Abbott et al. 2021,BS.10,2018-01-15,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.013750601361151079,12.249225382728287
Abbott et al. 2021,BS.10,2018-01-16,68.932756,-150.7,16.01788092,Site_1,Dwc,Burn,10,-9999,-9999,0.013842382480575541,12.217256000242145
