site,latitude,longitude,comid,,
San Onofre,34.472966,-120.18728,,,
Gaviota,34.484966,-120.22993,,,
Arroyo Hondo,34.475086,-120.14228,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
