"Study_ID","Pair_JSC","Koppen","Treatment","Time_Since_Fire","Time_Since_Fire_JSC","DOC_mg_C_L","STDEV_DOC","STER_DOC","TN_mg_N_per_L","STDEV_TN","STER_TN","TDN_mg_N_per_L","STDEV_TDN","STER_TDN","NO3_mg_per_L_as_Nitrate","STDEV_NO3","STER_NO3","NH4_mg_per_L_as_NH4","STER_NH4","TSF"
"11","Site 2","Cfb","Burn","5 years","3-5 years",2.12,NA,NA,NA,NA,NA,NA,NA,NA,0.135483871,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 2","Cfb","Burn","5 years","3-5 years",4.32,NA,NA,NA,NA,NA,NA,NA,NA,0.2483870968,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 2","Cfb","Burn","5 years","3-5 years",4.127,NA,NA,NA,NA,NA,NA,NA,NA,0.1716129032,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 2","Cfb","Burn","5 years","3-5 years",2.63,NA,NA,NA,NA,NA,NA,NA,NA,0.05870967742,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 2","Cfb","Burn","5 years","3-5 years",2.07,NA,NA,NA,NA,NA,NA,NA,NA,0.04516129032,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 2","Cfb","Burn","5 years","3-5 years",2.09,NA,NA,NA,NA,NA,NA,NA,NA,0.02483870968,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 2","Cfb","Burn","5 years","3-5 years",2.14,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 2","Cfb","Burn","5 years","3-5 years",2.06,NA,NA,NA,NA,NA,NA,NA,NA,0.02032258065,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 2","Cfb","Burn","5 years","3-5 years",1.72,NA,NA,NA,NA,NA,NA,NA,NA,0.02483870968,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","0 years","0 years",0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,NA,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,NA,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.01580645161,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.01580645161,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.01129032258,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.6,NA,NA,NA,NA,NA,NA,NA,NA,0.006774193548,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01129032258,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01580645161,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.009032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01129032258,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.009032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.04290322581,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0135483871,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",4.9,NA,NA,NA,NA,NA,NA,NA,NA,0.006774193548,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.9,NA,NA,NA,NA,NA,NA,NA,NA,0.009032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.03612903226,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.04290322581,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.04967741935,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",4.2,NA,NA,NA,NA,NA,NA,NA,NA,0.05870967742,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",4.3,NA,NA,NA,NA,NA,NA,NA,NA,0.06322580645,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",5,NA,NA,NA,NA,NA,NA,NA,NA,0.08129032258,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",5.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1016129032,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",5.3,NA,NA,NA,NA,NA,NA,NA,NA,0.1422580645,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",5.2,NA,NA,NA,NA,NA,NA,NA,NA,0.1693548387,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",4.9,NA,NA,NA,NA,NA,NA,NA,NA,0.144516129,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",4.3,NA,NA,NA,NA,NA,NA,NA,NA,0.0835483871,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.04967741935,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.02483870968,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.04516129032,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.004516129032,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",5,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.8,NA,NA,NA,NA,NA,NA,NA,NA,0.006774193548,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.02935483871,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",5.9,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2438709677,NA,NA,0.100886918,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.2348387097,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.1241935484,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.03161290323,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","0 years","0 years",2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","1 year","1-3 years",8,NA,NA,NA,NA,NA,NA,NA,NA,0.3048387097,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","1 year","1-3 years",4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1467741935,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 3","Cfb","Burn","1 year","1-3 years",2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.06322580645,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 3","Cfb","Burn","1 year","1-3 years",2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 3","Cfb","Burn","1 year","1-3 years",3.8,NA,NA,NA,NA,NA,NA,NA,NA,0.04967741935,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 3","Cfb","Burn","1 year","1-3 years",2.9,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 3","Cfb","Burn","1 year","1-3 years",2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.02709677419,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 3","Cfb","Burn","1 year","1-3 years",2.02,NA,NA,NA,NA,NA,NA,NA,NA,0.05193548387,NA,NA,0.0388026607538803,NA,"0-1 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.78,NA,NA,NA,NA,NA,NA,NA,NA,0.1580645161,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.89,NA,NA,NA,NA,NA,NA,NA,NA,0.2393548387,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.08,NA,NA,NA,NA,NA,NA,NA,NA,0.3612903226,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.44,NA,NA,NA,NA,NA,NA,NA,NA,0.1106451613,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.06548387097,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.01,NA,NA,NA,NA,NA,NA,NA,NA,0.0564516129,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.03,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.03880266075,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.28,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.71,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.83,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.68,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.68,NA,NA,NA,NA,NA,NA,NA,NA,0.1422580645,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.71,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.73,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",1.87,NA,NA,NA,NA,NA,NA,NA,NA,0.02483870968,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.02,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.07,NA,NA,NA,NA,NA,NA,NA,NA,0.02483870968,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",6.91,NA,NA,NA,NA,NA,NA,NA,NA,0.275483871,NA,NA,0.07760532151,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",16.4,NA,NA,NA,NA,NA,NA,NA,NA,1.237419355,NA,NA,0.4035476718,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",26.2,NA,NA,NA,NA,NA,NA,NA,NA,2.393548387,NA,NA,0.6441241685,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",27.9,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,0.5820399113,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",25.4,NA,NA,NA,NA,NA,NA,NA,NA,2.197096774,NA,NA,0.4811529933,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",20.5,NA,NA,NA,NA,NA,NA,NA,NA,1.576129032,NA,NA,0.3802660754,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",6.79,NA,NA,NA,NA,NA,NA,NA,NA,0.2822580645,NA,NA,0.05432372506,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",6.73,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",4.82,NA,NA,NA,NA,NA,NA,NA,NA,0.1083870968,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",4.51,NA,NA,NA,NA,NA,NA,NA,NA,0.1332258065,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.82,NA,NA,NA,NA,NA,NA,NA,NA,0.0835483871,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.57,NA,NA,NA,NA,NA,NA,NA,NA,0.04741935484,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",5.33,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,0.03880266075,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",15.6,NA,NA,NA,NA,NA,NA,NA,NA,1.555806452,NA,NA,0.2871396896,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",11.8,NA,NA,NA,NA,NA,NA,NA,NA,1.124516129,NA,NA,0.09312638581,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",3.59,NA,NA,NA,NA,NA,NA,NA,NA,0.09709677419,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.24,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.03880266075,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","2 years","1-3 years",2.24,NA,NA,NA,NA,NA,NA,NA,NA,0.03782258065,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",1.37,NA,NA,NA,NA,NA,NA,NA,NA,0.09032258065,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",1.42,NA,NA,NA,NA,NA,NA,NA,NA,0.07225806452,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",1.87,NA,NA,NA,NA,NA,NA,NA,NA,0.1467741935,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",3.37,NA,NA,NA,NA,NA,NA,NA,NA,0.9348387097,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",4.83,NA,NA,NA,NA,NA,NA,NA,NA,0.8648387097,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",4.94,NA,NA,NA,NA,NA,NA,NA,NA,0.7722580645,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",7.34,NA,NA,NA,NA,NA,NA,NA,NA,0.7225806452,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",6.13,NA,NA,NA,NA,NA,NA,NA,NA,0.3387096774,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",4.14,NA,NA,NA,NA,NA,NA,NA,NA,0.2258064516,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",3.37,NA,NA,NA,NA,NA,NA,NA,NA,0.06774193548,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.9,NA,NA,NA,NA,NA,NA,NA,NA,0.06774193548,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.3,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.14,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.23,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.24,NA,NA,NA,NA,NA,NA,NA,NA,0.04967741935,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.53,NA,NA,NA,NA,NA,NA,NA,NA,0.05419354839,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.77,NA,NA,NA,NA,NA,NA,NA,NA,0.08580645161,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",4.25,NA,NA,NA,NA,NA,NA,NA,NA,0.2935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.2822580645,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",4.77,NA,NA,NA,NA,NA,NA,NA,NA,0.2122580645,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",5.27,NA,NA,NA,NA,NA,NA,NA,NA,0.3183870968,NA,NA,0.0465631929,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.62,NA,NA,NA,NA,NA,NA,NA,NA,0.05193548387,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",3.33,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",5.17,NA,NA,NA,NA,NA,NA,NA,NA,0.1716129032,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",4.37,NA,NA,NA,NA,NA,NA,NA,NA,0.2212903226,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.11,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.25,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",7.8,NA,NA,NA,NA,NA,NA,NA,NA,0.4290322581,NA,NA,0.03880266075,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",6.2,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,0.0310421286,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.2167741935,NA,NA,0.0310421286,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",3.6,NA,NA,NA,NA,NA,NA,NA,NA,0.1332258065,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.0835483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","3 years","1-3 years",2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.1603225806,NA,NA,NA,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.1535483871,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.1670967742,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.09483870968,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.1309677419,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.09709677419,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.1174193548,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1083870968,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1061290323,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.1761290323,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.1693548387,NA,NA,0.0310421286031042,NA,"4-5 years"
"11","Site 3","Cfb","Burn","4 years","3-5 years",4,NA,NA,NA,NA,NA,NA,NA,NA,0.1332258065,NA,NA,0.0310421286031042,NA,"4-5 years"
