response_var,burn_severity_category,mean_effect,sd_effect,n_effect,Effect_size,se_effect,lower_ci_effect,upper_ci_effect
DOC_Interp,High,-2.8215582732635838,0.05679624567385047,2,-2.8215582732635838,0.04016101046191678,-3.331852294604352,-2.3112642519228155
DOC_Interp,Low,0.7153923696639468,0.12371137528197305,2,0.7153923696639468,0.08747715237179698,-0.3961102381096553,1.826894977437549
DOC_Interp,Moderate,-0.394436502483518,0.33829287884043696,25,-0.394436502483518,0.0676585757680874,-0.5340769396930743,-0.2547960652739617
NO3_Interp,High,-1.653857245317782,0.3535233918288016,2,-1.653857245317782,0.2499787876702145,-4.830138901156269,1.5224244105207054
NO3_Interp,Low,-0.14131423845150626,1.4481785774215628,8,-0.14131423845150626,0.5120084462319373,-1.3520218274318854,1.0693933505288729
NO3_Interp,Moderate,0.6551053335880055,1.1775642654776608,53,0.6551053335880055,0.16175089159183526,0.33052842375936986,0.9796822434166411
