Study_ID,response_var,Climate,Biome,Effect_size,Effect_size_pair,Time_Since_Fire,Site,year,Vegetation_year_pull,burn_percentage,comid,BFIWs,totdasqkm,streamorde,maxelevraw,minelevraw,maxelevsmo,minelevsmo,elevfixed,slope,Precip9120Ws,Tmax9120Ws,Tmean9120Ws,Tmin9120Ws,PctFire2000Ws,PctFire2001Ws,PctFire2002Ws,PctFire2003Ws,PctFire2004Ws,PctFire2005Ws,PctFire2006Ws,PctFire2007Ws,PctFire2008Ws,PctFire2009Ws,PctFire2010Ws,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,MAST_2008,MAST_2009,MAST_2013,MAST_2014,MSST_2008,MSST_2009,MSST_2013,MSST_2014,MWST_2008,MWST_2009,MWST_2013,MWST_2014,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,RunoffWs,WtDepWs,OmWs,PermWs,RckDepWs,PctLow Burn SeverityWs_1984,PctModerate Burn SeverityWs_1984,PctHigh Burn SeverityWs_1984,PctLow Burn SeverityWs_1985,PctModerate Burn SeverityWs_1985,PctHigh Burn SeverityWs_1985,PctLow Burn SeverityWs_1986,PctModerate Burn SeverityWs_1986,PctHigh Burn SeverityWs_1986,PctLow Burn SeverityWs_1987,PctModerate Burn SeverityWs_1987,PctHigh Burn SeverityWs_1987,PctLow Burn SeverityWs_1988,PctModerate Burn SeverityWs_1988,PctHigh Burn SeverityWs_1988,PctLow Burn SeverityWs_1989,PctModerate Burn SeverityWs_1989,PctHigh Burn SeverityWs_1989,PctLow Burn SeverityWs_1990,PctModerate Burn SeverityWs_1990,PctHigh Burn SeverityWs_1990,PctLow Burn SeverityWs_1991,PctModerate Burn SeverityWs_1991,PctHigh Burn SeverityWs_1991,PctLow Burn SeverityWs_1992,PctModerate Burn SeverityWs_1992,PctHigh Burn SeverityWs_1992,PctLow Burn SeverityWs_1993,PctModerate Burn SeverityWs_1993,PctHigh Burn SeverityWs_1993,PctLow Burn SeverityWs_1994,PctModerate Burn SeverityWs_1994,PctHigh Burn SeverityWs_1994,PctLow Burn SeverityWs_1995,PctModerate Burn SeverityWs_1995,PctHigh Burn SeverityWs_1995,PctLow Burn SeverityWs_2002,PctModerate Burn SeverityWs_2002,PctHigh Burn SeverityWs_2002,PctLow Burn SeverityWs_2003,PctModerate Burn SeverityWs_2003,PctHigh Burn SeverityWs_2003,PctLow Burn SeverityWs_2004,PctModerate Burn SeverityWs_2004,PctHigh Burn SeverityWs_2004,PctLow Burn SeverityWs_2005,PctModerate Burn SeverityWs_2005,PctHigh Burn SeverityWs_2005,PctLow Burn SeverityWs_2006,PctModerate Burn SeverityWs_2006,PctHigh Burn SeverityWs_2006,PctLow Burn SeverityWs_2007,PctModerate Burn SeverityWs_2007,PctHigh Burn SeverityWs_2007,PctLow Burn SeverityWs_2008,PctModerate Burn SeverityWs_2008,PctHigh Burn SeverityWs_2008,PctLow Burn SeverityWs_2009,PctModerate Burn SeverityWs_2009,PctHigh Burn SeverityWs_2009,PctLow Burn SeverityWs_2010,PctModerate Burn SeverityWs_2010,PctHigh Burn SeverityWs_2010,PctLow Burn SeverityWs_2011,PctModerate Burn SeverityWs_2011,PctHigh Burn SeverityWs_2011,PctLow Burn SeverityWs_2012,PctModerate Burn SeverityWs_2012,PctHigh Burn SeverityWs_2012,PctLow Burn SeverityWs_2013,PctModerate Burn SeverityWs_2013,PctHigh Burn SeverityWs_2013,PctLow Burn SeverityWs_2014,PctModerate Burn SeverityWs_2014,PctHigh Burn SeverityWs_2014,PctLow Burn SeverityWs_2015,PctModerate Burn SeverityWs_2015,PctHigh Burn SeverityWs_2015,PctLow Burn SeverityWs_2016,PctModerate Burn SeverityWs_2016,PctHigh Burn SeverityWs_2016,PctLow Burn SeverityWs_2017,PctModerate Burn SeverityWs_2017,PctHigh Burn SeverityWs_2017,PctLow Burn SeverityWs_2018,PctModerate Burn SeverityWs_2018,PctHigh Burn SeverityWs_2018,geometry,PctOw2001,PctIce2001,PctUrbOp2001,PctUrbLo2001,PctUrbMd2001,PctUrbHi2001,PctBl2001,PctDecid2001,PctConif2001,PctShrb2001,PctGrs2001,PctCrop2001,PctWdWet2001,PctHbWet2001,PctOw2004,PctIce2004,PctUrbOp2004,PctUrbLo2004,PctUrbMd2004,PctUrbHi2004,PctBl2004,PctDecid2004,PctConif2004,PctShrb2004,PctGrs2004,PctCrop2004,PctWdWet2004,PctHbWet2004,PctOw2006,PctIce2006,PctUrbOp2006,PctUrbLo2006,PctUrbMd2006,PctUrbHi2006,PctBl2006,PctDecid2006,PctConif2006,PctShrb2006,PctGrs2006,PctCrop2006,PctWdWet2006,PctHbWet2006,PctOw2008,PctIce2008,PctUrbOp2008,PctUrbLo2008,PctUrbMd2008,PctUrbHi2008,PctBl2008,PctDecid2008,PctConif2008,PctShrb2008,PctGrs2008,PctCrop2008,PctWdWet2008,PctHbWet2008,PctOw2011,PctIce2011,PctUrbOp2011,PctUrbLo2011,PctUrbMd2011,PctUrbHi2011,PctBl2011,PctDecid2011,PctConif2011,PctShrb2011,PctGrs2011,PctCrop2011,PctWdWet2011,PctHbWet2011,PctOw2013,PctIce2013,PctUrbOp2013,PctUrbLo2013,PctUrbMd2013,PctUrbHi2013,PctBl2013,PctDecid2013,PctConif2013,PctShrb2013,PctGrs2013,PctCrop2013,PctWdWet2013,PctHbWet2013,PctOw2016,PctIce2016,PctUrbOp2016,PctUrbLo2016,PctUrbMd2016,PctUrbHi2016,PctBl2016,PctDecid2016,PctConif2016,PctShrb2016,PctGrs2016,PctCrop2016,PctWdWet2016,PctHbWet2016,PctOw2019,PctIce2019,PctUrbOp2019,PctUrbLo2019,PctUrbMd2019,PctUrbHi2019,PctBl2019,PctDecid2019,PctConif2019,PctShrb2019,PctGrs2019,PctCrop2019,PctWdWet2019,PctHbWet2019
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.05198944083147036,lnR1,1,Coal,MTBS_2003Ws,2004,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.47,0,0,0,0,8.540000000000001,0.08,34.63,16.04,39.52,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.23267430480315815,lnR1,1,Coal,MTBS_2003Ws,2004,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.47,0,0,0,0,8.540000000000001,0.08,34.63,16.04,39.52,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.05485661026893528,lnR1,2,Coal,MTBS_2003Ws,2004,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.47,0,0,0,0,8.540000000000001,0.08,34.63,16.04,39.52,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.33386212088645906,lnR1,3,Coal,MTBS_2003Ws,2004,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.47,0,0,0,0,8.540000000000001,0.08,34.63,16.04,39.52,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.06876044186758228,lnR1,4,Coal,MTBS_2003Ws,2004,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.47,0,0,0,0,8.540000000000001,0.08,34.63,16.04,39.52,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.05198944083147036,lnR1,1,Coal,MTBS_2003Ws,2008,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.47,0,0,0,0,8.540000000000001,0.06,33.51,19.29,37.41,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.23267430480315815,lnR1,1,Coal,MTBS_2003Ws,2008,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.47,0,0,0,0,8.540000000000001,0.06,33.51,19.29,37.41,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.05485661026893528,lnR1,2,Coal,MTBS_2003Ws,2008,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.47,0,0,0,0,8.540000000000001,0.06,33.51,19.29,37.41,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.33386212088645906,lnR1,3,Coal,MTBS_2003Ws,2008,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.47,0,0,0,0,8.540000000000001,0.06,33.51,19.29,37.41,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mast & Clow; 2008,DOC_Interp,Dfc,Cold,-0.06876044186758228,lnR1,4,Coal,MTBS_2003Ws,2008,51,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.47,0,0,0,0,8.540000000000001,0.06,33.51,19.29,37.41,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
