Study_ID,response_var,Climate,Biome,Effect_size,Effect_size_pair,Time_Since_Fire,Site,year,Vegetation_year_pull,burn_percentage,comid,BFIWs,totdasqkm,streamorde,maxelevraw,minelevraw,maxelevsmo,minelevsmo,elevfixed,slope,Precip9120Ws,Tmax9120Ws,Tmean9120Ws,Tmin9120Ws,PctFire2000Ws,PctFire2001Ws,PctFire2002Ws,PctFire2003Ws,PctFire2004Ws,PctFire2005Ws,PctFire2006Ws,PctFire2007Ws,PctFire2008Ws,PctFire2009Ws,PctFire2010Ws,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,MAST_2008,MAST_2009,MAST_2013,MAST_2014,MSST_2008,MSST_2009,MSST_2013,MSST_2014,MWST_2008,MWST_2009,MWST_2013,MWST_2014,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,RunoffWs,WtDepWs,OmWs,PermWs,RckDepWs,PctLow Burn SeverityWs_1984,PctModerate Burn SeverityWs_1984,PctHigh Burn SeverityWs_1984,PctLow Burn SeverityWs_1985,PctModerate Burn SeverityWs_1985,PctHigh Burn SeverityWs_1985,PctLow Burn SeverityWs_1986,PctModerate Burn SeverityWs_1986,PctHigh Burn SeverityWs_1986,PctLow Burn SeverityWs_1987,PctModerate Burn SeverityWs_1987,PctHigh Burn SeverityWs_1987,PctLow Burn SeverityWs_1988,PctModerate Burn SeverityWs_1988,PctHigh Burn SeverityWs_1988,PctLow Burn SeverityWs_1989,PctModerate Burn SeverityWs_1989,PctHigh Burn SeverityWs_1989,PctLow Burn SeverityWs_1990,PctModerate Burn SeverityWs_1990,PctHigh Burn SeverityWs_1990,PctLow Burn SeverityWs_1991,PctModerate Burn SeverityWs_1991,PctHigh Burn SeverityWs_1991,PctLow Burn SeverityWs_1992,PctModerate Burn SeverityWs_1992,PctHigh Burn SeverityWs_1992,PctLow Burn SeverityWs_1993,PctModerate Burn SeverityWs_1993,PctHigh Burn SeverityWs_1993,PctLow Burn SeverityWs_1994,PctModerate Burn SeverityWs_1994,PctHigh Burn SeverityWs_1994,PctLow Burn SeverityWs_1995,PctModerate Burn SeverityWs_1995,PctHigh Burn SeverityWs_1995,PctLow Burn SeverityWs_2002,PctModerate Burn SeverityWs_2002,PctHigh Burn SeverityWs_2002,PctLow Burn SeverityWs_2003,PctModerate Burn SeverityWs_2003,PctHigh Burn SeverityWs_2003,PctLow Burn SeverityWs_2004,PctModerate Burn SeverityWs_2004,PctHigh Burn SeverityWs_2004,PctLow Burn SeverityWs_2005,PctModerate Burn SeverityWs_2005,PctHigh Burn SeverityWs_2005,PctLow Burn SeverityWs_2006,PctModerate Burn SeverityWs_2006,PctHigh Burn SeverityWs_2006,PctLow Burn SeverityWs_2007,PctModerate Burn SeverityWs_2007,PctHigh Burn SeverityWs_2007,PctLow Burn SeverityWs_2008,PctModerate Burn SeverityWs_2008,PctHigh Burn SeverityWs_2008,PctLow Burn SeverityWs_2009,PctModerate Burn SeverityWs_2009,PctHigh Burn SeverityWs_2009,PctLow Burn SeverityWs_2010,PctModerate Burn SeverityWs_2010,PctHigh Burn SeverityWs_2010,PctLow Burn SeverityWs_2011,PctModerate Burn SeverityWs_2011,PctHigh Burn SeverityWs_2011,PctLow Burn SeverityWs_2012,PctModerate Burn SeverityWs_2012,PctHigh Burn SeverityWs_2012,PctLow Burn SeverityWs_2013,PctModerate Burn SeverityWs_2013,PctHigh Burn SeverityWs_2013,PctLow Burn SeverityWs_2014,PctModerate Burn SeverityWs_2014,PctHigh Burn SeverityWs_2014,PctLow Burn SeverityWs_2015,PctModerate Burn SeverityWs_2015,PctHigh Burn SeverityWs_2015,PctLow Burn SeverityWs_2016,PctModerate Burn SeverityWs_2016,PctHigh Burn SeverityWs_2016,PctLow Burn SeverityWs_2017,PctModerate Burn SeverityWs_2017,PctHigh Burn SeverityWs_2017,PctLow Burn SeverityWs_2018,PctModerate Burn SeverityWs_2018,PctHigh Burn SeverityWs_2018,geometry,PctOw2001,PctIce2001,PctUrbOp2001,PctUrbLo2001,PctUrbMd2001,PctUrbHi2001,PctBl2001,PctDecid2001,PctConif2001,PctShrb2001,PctGrs2001,PctCrop2001,PctWdWet2001,PctHbWet2001,PctOw2004,PctIce2004,PctUrbOp2004,PctUrbLo2004,PctUrbMd2004,PctUrbHi2004,PctBl2004,PctDecid2004,PctConif2004,PctShrb2004,PctGrs2004,PctCrop2004,PctWdWet2004,PctHbWet2004,PctOw2006,PctIce2006,PctUrbOp2006,PctUrbLo2006,PctUrbMd2006,PctUrbHi2006,PctBl2006,PctDecid2006,PctConif2006,PctShrb2006,PctGrs2006,PctCrop2006,PctWdWet2006,PctHbWet2006,PctOw2008,PctIce2008,PctUrbOp2008,PctUrbLo2008,PctUrbMd2008,PctUrbHi2008,PctBl2008,PctDecid2008,PctConif2008,PctShrb2008,PctGrs2008,PctCrop2008,PctWdWet2008,PctHbWet2008,PctOw2011,PctIce2011,PctUrbOp2011,PctUrbLo2011,PctUrbMd2011,PctUrbHi2011,PctBl2011,PctDecid2011,PctConif2011,PctShrb2011,PctGrs2011,PctCrop2011,PctWdWet2011,PctHbWet2011,PctOw2013,PctIce2013,PctUrbOp2013,PctUrbLo2013,PctUrbMd2013,PctUrbHi2013,PctBl2013,PctDecid2013,PctConif2013,PctShrb2013,PctGrs2013,PctCrop2013,PctWdWet2013,PctHbWet2013,PctOw2016,PctIce2016,PctUrbOp2016,PctUrbLo2016,PctUrbMd2016,PctUrbHi2016,PctBl2016,PctDecid2016,PctConif2016,PctShrb2016,PctGrs2016,PctCrop2016,PctWdWet2016,PctHbWet2016,PctOw2019,PctIce2019,PctUrbOp2019,PctUrbLo2019,PctUrbMd2019,PctUrbHi2019,PctBl2019,PctDecid2019,PctConif2019,PctShrb2019,PctGrs2019,PctCrop2019,PctWdWet2019,PctHbWet2019
Gluns & Toews; 1989,NO3_Interp,Dfc,Cold,1.5124370882941682,lnR2,0,Middle Fork,MTBS_1985Ws,2001,32.8,14997923,61.8575,1520.7759,5,-9998,21856,23204,21870,0,0.00908719,1598.5393074658434,16.47717629385484,10.573784407789097,4.670589279631366,0.03,4.45,0.06,0.23,0,0,2.25,0,0.33,0,0.02,32.35,0,0,64.61,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,13.1450650372,13.0856445732,13.1672681396,13.9500803837,20.8795958685,20.7201657554,20.6849859045,20.8616281566,5.439147215249999,5.76149624362,5.616096745639999,6.1619310865,2.9354,1.8747,1.5636,767.7142,174.67430000000002,1.7231,8.4266,106.1898,0,0,0,0,0,0,0,0,0,0.1,0.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.45,0.17,0,0,0,0.06,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2.3000000000000003,2.63,1.91,2.7,2.22,7,0,0,0,0.6900000000000001,0.43,0.39,0,0,0,0,0,0,"c(-120.906458, 38.954107)",0.05,0,0.6900000000000001,0.07,0.01,0,0.96,0.38,75.95,15.14,3.63,0,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gluns & Toews; 1989,NO3_Interp,Dfc,Cold,1.7902711083086134,lnR2,1,Middle Fork,MTBS_1985Ws,2001,32.8,14997923,61.8575,1520.7759,5,-9998,21856,23204,21870,0,0.00908719,1598.5393074658434,16.47717629385484,10.573784407789097,4.670589279631366,0.03,4.45,0.06,0.23,0,0,2.25,0,0.33,0,0.02,32.35,0,0,64.61,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,13.1450650372,13.0856445732,13.1672681396,13.9500803837,20.8795958685,20.7201657554,20.6849859045,20.8616281566,5.439147215249999,5.76149624362,5.616096745639999,6.1619310865,2.9354,1.8747,1.5636,767.7142,174.67430000000002,1.7231,8.4266,106.1898,0,0,0,0,0,0,0,0,0,0.1,0.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.45,0.17,0,0,0,0.06,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2.3000000000000003,2.63,1.91,2.7,2.22,7,0,0,0,0.6900000000000001,0.43,0.39,0,0,0,0,0,0,"c(-120.906458, 38.954107)",0.05,0,0.6900000000000001,0.07,0.01,0,0.96,0.38,75.95,15.14,3.63,0,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gluns & Toews; 1989,NO3_Interp,Dfc,Cold,2.175364252047078,lnR2,2,Middle Fork,MTBS_1985Ws,2001,32.8,14997923,61.8575,1520.7759,5,-9998,21856,23204,21870,0,0.00908719,1598.5393074658434,16.47717629385484,10.573784407789097,4.670589279631366,0.03,4.45,0.06,0.23,0,0,2.25,0,0.33,0,0.02,32.35,0,0,64.61,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,13.1450650372,13.0856445732,13.1672681396,13.9500803837,20.8795958685,20.7201657554,20.6849859045,20.8616281566,5.439147215249999,5.76149624362,5.616096745639999,6.1619310865,2.9354,1.8747,1.5636,767.7142,174.67430000000002,1.7231,8.4266,106.1898,0,0,0,0,0,0,0,0,0,0.1,0.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.45,0.17,0,0,0,0.06,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2.3000000000000003,2.63,1.91,2.7,2.22,7,0,0,0,0.6900000000000001,0.43,0.39,0,0,0,0,0,0,"c(-120.906458, 38.954107)",0.05,0,0.6900000000000001,0.07,0.01,0,0.96,0.38,75.95,15.14,3.63,0,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gluns & Toews; 1989,NO3_Interp,Dfc,Cold,1.8853069011924857,lnR2,3,Middle Fork,MTBS_1985Ws,2001,32.8,14997923,61.8575,1520.7759,5,-9998,21856,23204,21870,0,0.00908719,1598.5393074658434,16.47717629385484,10.573784407789097,4.670589279631366,0.03,4.45,0.06,0.23,0,0,2.25,0,0.33,0,0.02,32.35,0,0,64.61,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,13.1450650372,13.0856445732,13.1672681396,13.9500803837,20.8795958685,20.7201657554,20.6849859045,20.8616281566,5.439147215249999,5.76149624362,5.616096745639999,6.1619310865,2.9354,1.8747,1.5636,767.7142,174.67430000000002,1.7231,8.4266,106.1898,0,0,0,0,0,0,0,0,0,0.1,0.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.45,0.17,0,0,0,0.06,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2.3000000000000003,2.63,1.91,2.7,2.22,7,0,0,0,0.6900000000000001,0.43,0.39,0,0,0,0,0,0,"c(-120.906458, 38.954107)",0.05,0,0.6900000000000001,0.07,0.01,0,0.96,0.38,75.95,15.14,3.63,0,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neary & Currier; 1982,NO3_Interp,Cfa,Temperate,1.5739271177981005,lnR1,0,Wash Branch,MTBS_1978Ws,2001,31.3,11750421,67.41250000000001,8.739,2,-9998,33205,35177,33373,0,0.01664206,1838.4031159476824,20.13870445020495,14.22942875931617,8.319689508907416,0,0,0,0,0,0,0,0,0,0,0,0,45.48,0,54.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6497965591,11.6339277209,11.6549594564,11.6291808886,16.1635224887,15.8447527407,15.8900857458,15.8351892127,5.77203474178,4.38238302303,6.49843816578,4.03480381015,8.0747,3.4875000000000003,2.1503,968.0682,172.5831,0.5765,6.6539,107.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,9.52,8.42,0,0,0,0,1.79,0,0,0,0,0,16.56,0,0,"c(-83.077401, 34.921809)",0,0,4.68,0.06,0,0,0,47.01,5.4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neary & Currier; 1982,NO3_Interp,Cfa,Temperate,0.7765290563903371,lnR1,1,Wash Branch,MTBS_1978Ws,2001,31.3,11750421,67.41250000000001,8.739,2,-9998,33205,35177,33373,0,0.01664206,1838.4031159476824,20.13870445020495,14.22942875931617,8.319689508907416,0,0,0,0,0,0,0,0,0,0,0,0,45.48,0,54.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6497965591,11.6339277209,11.6549594564,11.6291808886,16.1635224887,15.8447527407,15.8900857458,15.8351892127,5.77203474178,4.38238302303,6.49843816578,4.03480381015,8.0747,3.4875000000000003,2.1503,968.0682,172.5831,0.5765,6.6539,107.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,9.52,8.42,0,0,0,0,1.79,0,0,0,0,0,16.56,0,0,"c(-83.077401, 34.921809)",0,0,4.68,0.06,0,0,0,47.01,5.4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hauer & Spencer 1998,NO3_Interp,Dfc,Cold,1.911426272610421,lnR1,1,Red Bench Creek,MTBS_1988Ws,2001,95.6,22950879,71.2071,1.9386,1,-9998,124759,137433,124759,0,0.0664604,934.076439619313,9.745795150324978,3.8193474723537615,-2.1065691458263696,0,0,0,0,0,0,0,0,0,0,0,0,21.26,0,0,0,0,0,0,78.74,0,0,0,0,0,0,0,0,0,7.278236862759999,7.278236862759999,7.396059752549999,7.36876689085,10.8555680984,10.9222504035,11.4606479498,11.6491207041,2.84788377877,2.84772428967,3.1768982006199997,2.8379106631599997,4.114,1.8778,1.2213,664,182.88,0.6692,4.6776,132.8595,0,0,0,0,0,0,0,0,0,0,0,0,15.23,16.57,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.405807, 48.801854)",0,0,0,0,0,0,0,0,19.53,1.77,78.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hauer & Spencer 1998,NO3_Interp,Dfc,Cold,1.872308461156119,lnR2,1,Red Meadow Creek,MTBS_1988Ws,2001,24.087,22949989,72.3856,77.9949,3,-9998,109888,113621,109888,0,0.02185597,1204.7601273552134,8.324541433376616,2.8453005487947634,-2.6342208604178383,0,0,0,0,0,0,0,0,0,0,0,0,66.95,0,0,0,0,0,0,32.85,0,0,0,0,0,0,0.2,0,0,6.939478150089999,6.939478150089999,7.11820988721,7.1141246553699995,12.3909576066,12.3965934067,12.7202695209,12.8665342191,1.48158527971,1.47976770737,1.9241476568,1.55574489081,4.7588,2.1783,1.4207,662.4758,182.4732,0.8868,5.4110000000000005,121.2712,0,0,0,0,0,0,0,0,0,0,0,0,4.58,7.05,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.343106, 48.80512)",0.04,0,0,0,0,0,0.37,0.01,70.81,13.77,14.42,0,0.03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hauer & Spencer 1998,NO3_Interp,Dfc,Cold,2.332128722301076,lnR3,1,Akokala Creek,MTBS_1988Ws,2001,9.9,22949619,70.1359,105.8112,3,-9998,108366,109810,108366,0,0.00550514,1187.776284766284,8.697525387333629,3.132072876763748,-2.432832547683306,0,0,0,50.73,0,0,0,0,0,0,0,1.58,74.79,0,0,0,0,0,0,16.63,0,0,0,0,0,0,7,0,0,7.13634875134,7.15942123439,7.31495835165,7.30049923262,13.0885840343,13.1102099151,13.5662077895,13.7809865866,1.5055015887199998,1.50783975469,1.78451110954,1.56240907802,5.0815,2.3204,1.5097,664,182.88,0.7048,4.2712,130.407,0,0,0,0,0,0,0,0,0,0,0,0,4.34,3.99,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,23.15,15.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.296183, 48.806585)",0.03,0.22,0,0,0,0,9.47,0,77.41,9.8,2.94,0,0.02,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hauer & Spencer 1998,NO3_Interp,Dfc,Cold,2.4314632577693227,lnR5,1,Quartz Creek,MTBS_1988Ws,2001,29.4,22949475,69.7273,136.8477,3,-9998,104970,108277,105155,0,0.01675791,1351.9659993698776,8.40746203829575,2.8988821638671873,-2.609788448684895,0,0,0,0,0,0,0,0,0,0,0,9.12,76.26,0,0,0,0,0,0,14.45,0,0,0,0,0,0,0.17,0,0,7.42186245708,7.452379909879999,7.56677439696,7.55264983627,14.418174623,14.4799536674,14.8431618899,15.3069226777,1.6620146023,1.66734771339,1.96282424033,1.72452577159,6.117900000000001,2.7717,1.7894,666.995,182.7449,0.863,5.0906,123.3744,0,0,0,0,0,0,0,0,0,0,0,0,8.24,9.47,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.222639, 48.72717)",0.14,1.89,0,0,0,0,10.09,0.02,58.69,15.67,13.19,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
