solute,Study_ID,Comparison_ID,Sampling_Date,concentration_Burn,concentration_Unburn,concentration_ratio,Area_watershed_km_Burn,Area_watershed_km_Unburn,watershed_area_ratio
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-06-24,2.6714285714285717,2.8285714285714283,0.9444444444444446,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-06-25,2.414285714285714,2.4857142857142858,0.9712643678160918,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-06-26,2.1571428571428575,2.142857142857143,1.0066666666666668,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-06-27,1.9,1.8,1.0555555555555556,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-06-28,1.8666666666666667,2.1,0.8888888888888888,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-06-29,1.8333333333333333,2.4000000000000004,0.7638888888888887,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-06-30,1.8,2.7,0.6666666666666666,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-01,1.7666666666666666,3,0.5888888888888889,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-02,1.7333333333333334,3.3,0.5252525252525253,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-03,1.7,3.5999999999999996,0.47222222222222227,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-04,1.6666666666666667,3.899999999999999,0.4273504273504275,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-05,1.6333333333333333,4.2,0.38888888888888884,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-06,1.6,4.5,0.35555555555555557,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-07,19.4,2.8499999999999996,6.80701754385965,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-08,2.6,1.5,1.7333333333333334,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-09,3.4833333333333334,1.88,1.8528368794326242,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-10,4.366666666666667,2.26,1.932153392330384,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-11,5.25,2.6399999999999997,1.988636363636364,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-12,6.133333333333334,3.02,2.0309050772626933,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-13,7.0166666666666675,2.475,2.835016835016835,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-14,5.95,1.5,3.966666666666667,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-15,3.775,1.725,2.1884057971014492,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-16,3.55,1.95,1.8205128205128205,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-17,3.325,2.175,1.5287356321839083,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-18,3.1,2.4,1.2916666666666667,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-19,2.9714285714285715,2.257142857142857,1.3164556962025318,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-20,2.842857142857143,2.1142857142857143,1.3445945945945945,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-21,2.7142857142857144,1.9714285714285713,1.3768115942028987,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-22,2.585714285714286,1.8285714285714283,1.4140625000000002,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-23,2.4571428571428573,1.6857142857142855,1.4576271186440681,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-24,2.3285714285714287,1.5428571428571427,1.5092592592592595,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-25,2.2,1.4,1.5714285714285716,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-26,2.2111111111111112,1.4058823529411764,1.572756857275686,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-27,2.2222222222222223,1.4117647058823528,1.5740740740740742,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-28,2.2333333333333334,1.4176470588235293,1.575380359612725,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-29,2.2444444444444445,1.4235294117647057,1.5766758494031223,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-30,2.2555555555555555,1.4294117647058824,1.5779606767261087,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-07-31,2.2666666666666666,1.4352941176470588,1.5792349726775956,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-01,2.2777777777777777,1.4411764705882353,1.5804988662131518,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-02,2.2888888888888888,1.4470588235294115,1.5817524841915087,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-03,2.3,1.4529411764705882,1.582995951417004,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-04,2.3,1.4588235294117646,1.5766129032258065,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-05,2.3,1.464705882352941,1.570281124497992,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-06,2.3,1.4705882352941175,1.564,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-07,2.3,1.4764705882352942,1.5577689243027886,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-08,2.3,1.4823529411764709,1.5515873015873012,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-09,2.3,1.488235294117647,1.5454545454545452,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-10,2.3,1.4941176470588236,1.5393700787401574,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-11,2.3,1.5,1.5333333333333332,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-12,2.3076923076923075,1.5,1.5384615384615383,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-13,2.315384615384615,1.5,1.5435897435897434,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-14,2.323076923076923,1.5,1.5487179487179485,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-15,2.3307692307692305,1.5,1.5538461538461537,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-16,2.338461538461538,1.5,1.5589743589743588,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-17,2.346153846153846,1.5,1.5641025641025639,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-18,2.353846153846154,1.5,1.5692307692307692,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-19,2.3615384615384616,1.5,1.5743589743589743,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-20,2.3692307692307693,1.5,1.5794871794871794,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-21,2.376923076923077,1.5,1.5846153846153845,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-22,2.3846153846153846,1.5,1.5897435897435896,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-23,2.392307692307692,1.5,1.5948717948717945,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-24,2.4,1.5,1.5999999999999999,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-25,3.257142857142857,1.5571428571428572,2.091743119266055,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-26,4.114285714285714,1.6142857142857143,2.548672566371681,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-27,4.9714285714285715,1.6714285714285713,2.974358974358975,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-28,5.828571428571428,1.7285714285714284,3.3719008264462813,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-29,6.685714285714285,1.7857142857142856,3.7439999999999998,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-30,7.542857142857143,1.8428571428571427,4.093023255813954,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-08-31,8.4,1.9,4.421052631578948,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-01,9.257142857142856,1.957142857142857,4.72992700729927,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-02,10.114285714285716,2.0142857142857142,5.021276595744681,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-03,10.971428571428572,2.071428571428571,5.296551724137932,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-04,11.82857142857143,2.128571428571429,5.557046979865771,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-05,12.685714285714283,2.1857142857142855,5.803921568627451,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-06,13.542857142857144,2.242857142857143,6.038216560509555,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-07,10.25,2.3,4.4565217391304355,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-08,5.7124999999999995,2.275,2.510989010989011,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-09,5.324999999999999,2.25,2.3666666666666663,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-10,4.9375,2.225,2.2191011235955056,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-11,4.55,2.2,2.068181818181818,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-12,4.1625,2.175,1.9137931034482758,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-13,3.775,2.15,1.755813953488372,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-14,3.3875,2.125,1.5941176470588236,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-15,3,2.1,1.4285714285714286,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-16,2.85,1.9333333333333331,1.4741379310344829,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-17,2.7,1.7666666666666668,1.5283018867924527,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-18,2.55,1.6,1.5937499999999998,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-19,2.4000000000000004,1.4333333333333336,1.6744186046511627,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-20,2.25,1.2666666666666666,1.7763157894736843,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-21,2.1,1.1,1.909090909090909,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-22,2.1166666666666667,1.1333333333333333,1.8676470588235294,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-23,2.1333333333333333,1.1666666666666667,1.8285714285714285,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-24,2.15,1.2000000000000002,1.7916666666666663,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-25,2.1666666666666665,1.2333333333333334,1.7567567567567566,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-26,2.183333333333333,1.2666666666666666,1.7236842105263157,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-27,2.2,1.3,1.6923076923076923,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-28,2.216666666666667,1.3333333333333337,1.6624999999999996,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-29,2.2333333333333334,1.3666666666666667,1.6341463414634145,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-09-30,2.25,1.4,1.6071428571428572,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-01,2.2666666666666666,1.4333333333333331,1.5813953488372094,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-02,2.283333333333333,1.4666666666666668,1.5568181818181817,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-03,2.3,1.5,1.5333333333333332,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-04,2.28125,1.49375,1.5271966527196654,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-05,2.2624999999999997,1.4875,1.5210084033613442,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-06,2.24375,1.48125,1.5147679324894514,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-07,2.2249999999999996,1.475,1.5084745762711862,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-08,2.20625,1.46875,1.502127659574468,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-09,2.1875,1.4625,1.4957264957264957,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-10,2.1687499999999997,1.45625,1.489270386266094,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-11,2.15,1.45,1.4827586206896552,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-12,2.13125,1.44375,1.476190476190476,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-13,2.1125,1.4375,1.4695652173913043,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-14,2.09375,1.43125,1.4628820960698692,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-15,2.075,1.4249999999999998,1.4561403508771933,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-16,2.05625,1.41875,1.449339207048458,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-17,2.0375,1.4125,1.4424778761061947,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-18,2.01875,1.40625,1.4355555555555555,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-19,2,1.4,1.4285714285714286,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-20,2.0083333333333333,1.4,1.4345238095238095,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-21,2.0166666666666666,1.4,1.4404761904761905,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-22,2.025,1.4,1.4464285714285714,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-23,2.033333333333333,1.4,1.4523809523809523,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-24,2.0416666666666665,1.4,1.4583333333333333,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-25,2.05,1.4,1.4642857142857142,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-26,2.0583333333333336,1.4,1.4702380952380956,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-27,2.066666666666667,1.4,1.4761904761904765,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-28,2.075,1.4,1.4821428571428574,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-29,2.0833333333333335,1.4,1.4880952380952384,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-30,2.091666666666667,1.4,1.4940476190476193,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-10-31,2.1,1.4,1.5000000000000002,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-01,2.0925,1.3960714285714284,1.498848810437452,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-02,2.085,1.3921428571428571,1.4976911236531554,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-03,2.0775,1.3882142857142856,1.496526884486751,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-04,2.0700000000000003,1.384285714285714,1.4953560371517034,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-05,2.0625,1.3803571428571428,1.4941785252263906,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-06,2.055,1.3764285714285711,1.4929942916450445,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-07,2.0475,1.3725,1.4918032786885245,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-08,2.04,1.3685714285714283,1.490605427974948,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-09,2.0325,1.364642857142857,1.4894006804501443,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-10,2.025,1.3607142857142858,1.4881889763779526,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-11,2.0175,1.3567857142857145,1.4869702553303499,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-12,2.01,1.3528571428571428,1.4857444561774023,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-13,2.0025,1.3489285714285717,1.4845115170770449,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-14,1.995,1.345,1.483271375464684,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-15,1.9875,1.3410714285714285,1.48202396804261,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-16,1.98,1.3371428571428572,1.4807692307692306,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-17,1.9725,1.3332142857142857,1.4795070988481114,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-18,1.965,1.3292857142857142,1.4782375067168192,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-19,1.9575,1.325357142857143,1.47696038803557,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-20,1.95,1.3214285714285714,1.4756756756756757,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-21,1.9425,1.3175,1.4743833017077799,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-22,1.935,1.3135714285714286,1.473083197389886,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-23,1.9275,1.309642857142857,1.4717752931551678,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-24,1.92,1.3057142857142858,1.4704595185995621,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-25,1.9125,1.3017857142857143,1.4691358024691359,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-26,1.905,1.2978571428571428,1.4678040726472208,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-27,1.8975,1.2939285714285715,1.4664642561413193,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-28,1.89,1.29,1.4651162790697674,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-29,1.8853125,1.286875,1.465031568722681,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-11-30,1.880625,1.28375,1.4649464459591042,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-01,1.8759375,1.280625,1.464860907759883,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-02,1.87125,1.2775,1.4647749510763208,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-03,1.8665625,1.274375,1.4646885728298185,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-04,1.861875,1.27125,1.4646017699115044,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-05,1.8571875,1.268125,1.464514539181863,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-06,1.8525,1.265,1.464426877470356,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-07,1.8478125,1.261875,1.464338781575037,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-08,1.843125,1.25875,1.4642502482621647,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-09,1.8384375,1.255625,1.464161274265804,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-10,1.83375,1.2525,1.4640718562874253,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-11,1.8290625,1.249375,1.4639819909954979,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-12,1.824375,1.24625,1.4638916750250752,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-13,1.8196875,1.243125,1.4638009049773755,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-14,1.815,1.24,1.4637096774193548,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-15,1.8103125,1.236875,1.4636179888832745,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-16,1.805625,1.23375,1.4635258358662615,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-17,1.8009375,1.230625,1.4634332148298628,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-18,1.79625,1.2275,1.4633401221995925,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-19,1.7915625,1.224375,1.4632465543644717,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-20,1.786875,1.22125,1.463152507676561,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-21,1.7821875,1.218125,1.4630579784504876,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-22,1.7775,1.215,1.462962962962963,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-23,1.7728125,1.211875,1.4628674574522949,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-24,1.768125,1.20875,1.4627714581178903,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-25,1.7634375,1.205625,1.4626749611197511,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-26,1.75875,1.2025,1.4625779625779627,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-27,1.7540625,1.199375,1.462480458572173,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-28,1.749375,1.19625,1.4623824451410656,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-29,1.7446875,1.193125,1.4622839182818228,50,25.9,1.9305019305019306
DOC,Murphy et al. 2018,Murphy_et_al_2018_C2,2011-12-30,1.74,1.19,1.46218487394958,50,25.9,1.9305019305019306
