Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1989-03-15,Burn,1,Individual,,,,,86.66920074,ug_N_L,,,Figure_5,Data was extracted from figure 5 but I got some of the site data and the coordinates from Hampton et al. 2022
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1989-05-02,Burn,1,Individual,,,,,427.652072,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1989-05-27,Burn,1,Individual,,,,,346.9791576,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1989-07-25,Burn,1,Individual,,,,,125.146659,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1989-10-11,Burn,1,Individual,,,,,102.5016863,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1991-05-13,Burn,3,Individual,,,,,305.1490906,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1991-07-01,Burn,3,Individual,,,,,342.6523401,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1991-07-22,Burn,3,Individual,,,,,42.46266717,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1991-09-07,Burn,3,Individual,,,,,93.9449082,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1993-05-12,Burn,5,Individual,,,,,123.9368165,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1993-06-12,Burn,5,Individual,,,,,123.3292831,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1993-06-25,Burn,5,Individual,,,,,100.2430134,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1993-07-22,Burn,5,Individual,,,,,69.86634265,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.81409,-114.39971,183,ha,Site_1,Dfc,Red_Bench_Creek,1993-10-28,Burn,5,Individual,,,,,86.26974484,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1989-03-15,Unburn,1,Individual,,,,,76.59174451,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1989-05-01,Unburn,1,Individual,,,,,35.40646798,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1989-05-26,Unburn,1,Individual,,,,,27.60131402,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1989-07-26,Unburn,1,Individual,,,,,22.04496328,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1989-10-11,Unburn,1,Individual,,,,,31.18430371,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1991-05-14,Unburn,3,Individual,,,,,187.8936676,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1991-06-30,Unburn,3,Individual,,,,,470.8471737,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1991-07-21,Unburn,3,Individual,,,,,74.66373973,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1991-09-07,Unburn,3,Individual,,,,,44.12928569,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1993-05-12,Unburn,5,Individual,,,,,109.3560146,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1993-06-12,Unburn,5,Individual,,,,,347.509113,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1993-06-25,Unburn,5,Individual,,,,,185.9052248,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1993-07-21,Unburn,5,Individual,,,,,55.89307412,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.80153,-114.436506,238,ha,Control_1,Dfc,Wally_Creek ,1993-10-27,Unburn,5,Individual,,,,,86.26974484,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1989-03-14,Burn,1,Individual,,,,,178.7589553,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1989-04-30,Burn,1,Individual,,,,,216.3852835,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1989-05-26,Burn,1,Individual,,,,,49.75928992,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1989-07-26,Burn,1,Individual,,,,,8.723151907,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1989-10-11,Burn,1,Individual,,,,,2.815330194,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1991-05-10,Burn,3,Individual,,,,,88.08951809,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1991-06-26,Burn,3,Individual,,,,,124.0662091,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1991-07-17,Burn,3,Individual,,,,,145.9109109,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1991-09-04,Burn,3,Individual,,,,,7.153582154,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1993-03-02,Burn,5,Individual,,,,,193.6588252,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1993-03-31,Burn,5,Individual,,,,,264.5394519,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1993-04-13,Burn,5,Individual,,,,,93.42997113,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1993-05-10,Burn,5,Individual,,,,,22.82979126,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.802772,-114.32894,6400,ha,Site_2,Dfc,Red_Meadow_Creek,1993-08-18,Burn,5,Individual,,,,,15.71638188,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1989-03-15,Unburn,1,Individual,,,,,103.239393,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1989-05-01,Unburn,1,Individual,,,,,67.93236581,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1989-05-27,Unburn,1,Individual,,,,,37.86041728,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1989-07-26,Unburn,1,Individual,,,,,3.035817655,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1989-10-11,Unburn,1,Individual,,,,,8.504985367,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1991-05-10,Unburn,3,Individual,,,,,40.25168025,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1991-06-26,Unburn,3,Individual,,,,,53.92964393,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1991-07-18,Unburn,3,Individual,,,,,19.01758902,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1991-09-03,Unburn,3,Individual,,,,,7.156442156,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1993-02-21,Unburn,5,Individual,,,,,55.84086714,ug_N_L,,,Figure_5,
Hauer & Spencer 1998,10.1071/WF9980183,Control_Reference_vs_Impact,48.688413,-114.199739,21159,ha,Control_2,Dfc,Coal_Creek,1993-04-01,Unburn,5,Individual,,,,,69.1326265,ug_N_L,,,Figure_5,
